Date,vma_10,month_cos,macd,obv,return_lag_20,volume_lag_1,volume_lag_5,rolling_vol_10,week,trading_day_number,volume_change,dist_sma_20,momentum_20,vma_5,dist_sma_200,volume_lag_3,momentum_5,high_low_range,rolling_var_10,atr,bb_width,volume_lag_10,volume_lag_20,atr_pct,rolling_var_20,return_lag_1,day_of_week,volume_ratio_10,Volume,price_diff,price_diff_pct,roc_10,rolling_vol_5,return_lag_10,momentum_10,open_close_diff,volume_change_ratio,return_lag_5,volume_momentum,dist_sma_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.8825985186559532,0.691274609705019,-0.13290547466240746,-1.883723895980634,0.03504408667180663,-0.6503628098093371,-0.762045979483846,-0.28520203334483624,1.0284490953046395,-1.6979970924330727,-0.12058944389336912,-1.2684907534475822,-0.10639654664728974,-0.8306601550099693,-1.2151473359522942,-0.7620001425706084,-0.06607902506851887,0.11982100905353424,-0.5024782692599341,-0.8819027134759503,-0.330399367185199,-0.7256364604923167,-0.6510918155738885,-0.22695606929704454,-0.53719888805386,-0.5187734446813509,-0.7039887640569764,-0.5427349682492079,-0.7470280575281907,-0.019398481509952204,-0.06877802015698815,-1.0735245443228758,-0.43663990465536845,-0.008692491796255896,-0.0760668744333247,-0.6202549130610798,-0.5971267740260289,-0.37926440231446634,-0.793659638946279,-0.9357238580075903,20.414155960083008,0.0236719288457014,-0.0238563550049078,1,2
2005-10-19,-0.8944835514603642,0.691274609705019,-0.13222812741500276,-1.8830029001936959,-0.3479679256369492,-0.7476488433370606,-0.7464374079998417,-0.3937192352610205,1.0284490953046395,-1.6979970924330727,0.051563945808729326,-0.8227645337683309,-0.10008974513258156,-0.8233492925020192,-1.1324214743910437,-0.7495262276029857,-0.049529366400834836,1.8139128354594392,-0.5025293504388871,-0.8784586447819567,-0.39724040614316525,-0.5193249710401863,-0.6189103087645759,-0.05819596866149947,-0.5372126728605766,-0.05683527800014167,0.004566198977244899,0.3796679557486634,-0.71407318099918,0.0013664344564453094,0.9790817463233702,-1.1461073981536616,0.1005656522860229,1.261881559062243,-0.07837607481696787,0.5406596922985116,0.13056784256669302,-0.8905255112619781,-0.6178817531690478,0.16523845936440626,19.542409896850582,-0.0436416093350012,-0.0709708802301549,0,0
2005-10-20,-0.8944835514603642,0.691274609705019,-0.13398847387877408,-1.8839705040937458,-0.4618793388511323,-0.7146643360505635,-0.762045979483846,-0.1313942164030541,1.0284490953046395,-1.6979970924330727,0.04178417260366071,-1.3892009842378081,-0.10666084328308485,-0.8068080329698133,-1.2850891743427966,-0.6486398792336273,-0.06374498431697605,3.332265633756934,-0.5024988852785294,-0.87251085870851,-0.31109833198617043,-0.7212742136147489,-0.5374493342762701,0.42756095095592384,-0.5371984429349692,0.9843663811979452,0.7131211620114661,0.8173849581508359,-0.6885121284771596,-0.05684103930089653,-1.9138509769789354,-1.414521543015468,0.5148129241557233,-0.9546880078859002,-0.08407200602282452,-1.0823046907649074,-0.08790049899162952,-0.2773782902898136,-0.21006971567146668,-0.9399394205362185,19.24676513671875,-0.0152439687092926,-0.0281267095409359,0,0
2005-10-21,-0.8944835514603642,0.691274609705019,-0.13591368271491544,-1.884581283964209,-2.815283552526438,-0.6890803007888653,-0.7494166294789467,-0.12975443727514477,1.0284490953046395,-1.6979970924330727,-0.040945153521619315,-1.559330938546202,-0.09438715609661308,-0.8013439428394639,-1.3369782670632486,-0.7460287494054977,-0.05490445796078878,1.1389343695294118,-0.5024496782363914,-0.8714059314530525,-0.09156355236438965,-0.7505240555512758,-0.6816028319534047,0.5417258828269038,-0.5371549427495305,-1.9528352078994997,1.4216761250456875,0.03436010864804769,-0.7254971150872338,-0.03198884919264677,-0.71710962782529,-1.4233607433827884,0.28196046271757746,-0.6837208238396953,-0.08386686542311678,-1.6487338889954006,-0.4354625276265703,-1.685220492046893,-0.06409014772194782,-1.1615504339853862,19.42870140075684,0.0094084246363027,-0.0075113562110933,1,1
2005-10-24,-0.8944835514603642,0.691274609705019,-0.13651615420246407,-1.8844069285074527,0.5351115255998229,-0.7260985417541157,-0.6483142791773393,-0.1740115653523718,1.094315458488415,-1.6979970924330727,-0.05185820516676026,-1.3556572097228863,-0.09533130342287319,-0.8277462045980327,-1.3054978595324704,-0.713009375695577,-0.047478165262779336,1.4416128490794622,-0.5024918667444714,-0.8690550285047483,0.05397296202732858,-0.7367536792138791,-0.6969975476789791,0.6704086590599374,-0.5371236406286432,-0.7137145580751342,-1.4125437270911976,-0.8197513814713954,-0.7626452100895651,-0.011386683669179649,0.34971540982705623,-1.4736066048604763,0.37820185337794676,0.557751229514647,-0.08540622044441268,-0.15920991174526827,-0.6045304327145211,-0.5193171907119205,-0.5123179638184135,-0.6298120713868327,19.466602325439453,0.0019488695573816,-0.0175151452625005,1,1
2005-10-25,-0.8944835514603642,0.691274609705019,-0.13650669490552436,-1.884244819263638,1.170541896817416,-0.7619098387839911,-0.7459116630329409,-0.14170409871610395,1.094315458488415,-1.6979970924330727,0.006295768119173514,-1.24264887794166,-0.10084498697528643,-0.8311692127918026,-1.2991859254493547,-0.6873982967130625,-0.04670029404189318,-0.31975249876009904,-0.5025576986273503,-0.8712766355574486,0.1294973630852545,-0.7691567094531017,-0.7093624523309033,0.5189259341394902,-0.5371080273588468,0.36198359814652137,-0.7039887640569764,-0.8419368238813325,-0.7626452100895651,-0.017600163167842617,0.02412588561451925,-1.3638103362253136,0.3871007952172817,-0.38023790490084497,-0.08268660974466259,1.1136736380635381,-0.28948943766814444,-0.05678663969498435,-0.5730053753039224,-0.38190045160831076,19.01556205749512,-0.0234425963795454,-0.0202583858218989,0,0
2005-10-26,-0.8944835514603642,0.691274609705019,-0.13748188820298848,-1.884778447992569,-0.23078014790189963,-0.7619098387839911,-0.7128215934495121,-0.1199484308490347,1.094315458488415,-1.6979970924330727,0.05890926903142035,-1.5002175796669401,-0.10443278482422651,-0.8311692127918026,-1.3782797027844644,-0.7244556679782649,-0.06402793070268446,-0.6650855016048222,-0.5025803857230979,-0.8722875200586666,0.25680058761026864,-0.7532097672482857,-0.5793917459498831,0.516167561170616,-0.5370794375272793,0.036488643878195934,0.004566198977244899,-0.061149642436636356,-0.7334938689488715,-0.03869239018680754,-1.066114898322597,-1.412032970139287,0.03416287141810977,-0.8944189070282381,-0.08325108209725701,-0.1957027709777989,0.8654608996584202,0.9857502448595027,-0.5393395502612653,-0.7161751807193523,19.00040435791016,-0.0007974386457822,0.0031842105576465,0,1
2005-10-27,-0.8944835514603642,0.691274609705019,-0.13791230895294262,-1.8851717045056569,0.06215890495351489,-0.7341024857466022,-0.6871556800653504,-0.10623633866724948,1.094315458488415,-1.6979970924330727,-0.011270047701947587,-1.4129963358255115,-0.10511248347808498,-0.8311692127918026,-1.380644698281598,-0.7620001425706084,-0.04804416480641739,-0.5709767990158618,-0.5026268460318462,-0.8728752457957425,0.34011241516366186,-0.7691567094531017,-0.7056775469710584,0.4788297478487171,-0.5370613454569488,-1.071458674226621,0.7131211620114661,-0.3824683044301165,-0.7480435183360177,-0.01988903668727937,-0.09513271986709178,-1.3606636758811863,-0.526692533212467,-0.27776990515107686,-0.08196817864893398,0.8070719941368255,-0.3837696586031716,-1.9552179786876438,-0.8075129660166656,-0.5390427565764664,19.10273742675781,0.00537138462055,0.0093318458237005,1,1
2005-10-28,-0.8931470454919643,0.691274609705019,-0.13755922005751334,-1.8841007731839121,0.10032629630885807,-0.7486652171773764,-0.7242923927273497,-0.27863691779528965,1.094315458488415,-1.6979970924330727,0.10088254458965476,-1.231948360792266,-0.10481044375473057,-0.8311692127918026,-1.3629773023237486,-0.7620001425706084,-0.040617978880629305,0.19850529341431225,-0.5026336514242781,-0.8722757630328898,0.3605743039797324,-0.7562535738382304,-0.6474069102140435,0.5044270703329805,-0.537059574306472,-0.08334550890143838,1.4216761250456875,0.7744382321400226,-0.6778021902696092,-0.014820652190774027,0.1732079641876963,-0.8533660066026811,-0.5661857013266198,-1.693652516732643,-0.07016564768773055,1.3764611293392388,0.587460709461181,-0.714508294408071,-0.5327112590831714,-0.28525722821853605,19.091367721557617,-0.0005953644151045,0.0182845156827848,0,1
2005-10-31,-0.8944835514603642,0.691274609705019,-0.13693674066836817,-1.885145528225494,-0.8361067258325783,-0.6783607329417851,-0.762045979483846,-0.28282254366383885,1.1601818216721904,-1.6979970924330727,0.004385984081273849,-1.1540507999214105,-0.10107161654182528,-0.8203244664501516,-1.3652326574876776,-0.7324680725761465,-0.044225029232678334,0.8194788758084347,-0.5026376252162034,-0.8701364417086523,0.3959555741824046,-0.6529594742671677,-0.7299815449888802,0.6492513276904416,-0.5370534477763907,0.18582883537521702,-1.4125437270911976,0.8198331241685648,-0.680515374615522,-0.019725628001909974,-0.08636879233985847,-0.7295564460782512,-0.6704659194901981,-0.5210905569579992,-0.06739454525134671,-0.23502265823809704,-0.26709743963117033,0.3625693250917418,-0.11396912523756772,-0.17670900148890234,19.076208114624023,-0.0007943710020166,0.004555825618255,0,1
