Date,momentum_10,rolling_vol_5,return_lag_3,bb_pct,open_close_diff,volume_change_ratio,month_cos,obv,volume_ratio_5,volume_lag_5,volume_lag_10,rsi,week,dist_sma_10,momentum_20,rolling_vol_20,volume_change,dist_sma_200,Volume,macd_hist,volume_lag_1,return_lag_10,atr_pct,volume_lag_3,roc_5,rolling_vol_10,return_lag_1,atr,momentum_5,volume_ratio_20,vma_5,return_lag_20,rolling_var_10,volume_momentum,dist_sma_5,trading_day_number,volume_lag_20,High,vma_20,dist_sma_20,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.19900931962784596,-0.31799791045785786,-2.381054961850001,-0.30053661782324825,-1.3616760035186977,-0.011457525462106169,0.691274609705019,-1.9999783310294346,-0.442304462172494,0.6275046658283846,0.2617178214119824,0.3325468812736565,1.0284490953046395,-2.082734631737507,0.015533639682319104,0.7405501216310578,0.19072219740634055,0.26912990207748244,-0.28802640323379824,-0.0909569788148774,-0.4580176537124011,1.9542999819014584,1.4926573484590302,0.3935745155556643,-2.8466263303628567,1.088199324555946,-1.3201503205818579,-1.1405846972313842,-0.7119170426007462,-0.34775914005655745,-0.0681250489459128,0.6258547531147252,-0.4826082717245946,-0.02705859583995935,-2.223976604905097,-1.6979970924330727,-0.7611545968505595,-1.4715208609391575,-0.07836092391650303,-0.37508787102256913,71.0682601928711,-0.0459492566800901,-0.0135406756471127,0,0
2005-10-19,-0.47785757781687055,0.043866473099308426,-0.2955317823345964,-0.8343886719979048,-2.245946069276253,0.444406027959807,0.691274609705019,-1.9999783310294346,0.47917185033226123,0.04259620442057578,0.9691853339698119,-0.12749278765114425,1.0284490953046395,-3.1055775089142172,-0.09808911733356439,1.1018939398230916,0.661930661774955,-0.0362336522059625,0.31227114565895026,-0.28509171123272903,-0.28990828082968495,1.8622178703778043,1.8644993331945718,0.11632457362044993,-2.8466263303628567,1.0581234514567277,-1.4197540007604499,-1.104088373703288,-0.7756383306901463,0.37569992988776985,0.0012038881795257072,-0.014039281221155801,-0.4432920128935505,0.015425491142563051,-3.097421269679069,-1.6979970924330727,-0.41482611808864744,-1.4888484273288216,-0.02077259958038763,-1.351616130555853,71.98201751708984,0.0127755047657706,0.0071380252860587,1,2
2005-10-20,-0.4240914055838729,0.6630139724086667,-1.3220187021253573,-0.716315453903269,-0.1794494754486443,-0.9436293879829026,0.691274609705019,-1.9999783310294346,-0.9362435122307068,0.39924258895556924,-0.2611592162087669,-0.2905736409535056,1.0284490953046395,-2.490421538374276,-0.04788409018726472,1.1108096649557884,-1.0569597589125463,0.04839091183873658,-0.6647484364483471,-0.37532790755621837,0.31114029892906725,-0.20206501819834186,1.7423848695274398,-0.45551782431755555,-2.0936296982878266,1.1865910642733752,-2.662002009414642,-1.1174091081616133,-0.49543883662424926,-0.8466994751225192,-0.2662584092575446,-0.5034521082992776,-0.4196691199651696,-0.4248633644853997,-1.675697793995835,-1.6979970924330727,-0.1653611650918504,-1.4893553819305805,-0.05924782553511872,-1.114709169799748,73.06112670898438,0.0148801118279378,-0.0306281713648256,1,2
2005-10-21,-0.4236813325073862,1.104023951696304,-1.421701137565258,-0.5916704649950194,1.394904534054359,0.0645202216246569,0.691274609705019,-1.9999783310294346,-0.4052456983390429,0.12010594617078618,-0.1247997077961737,-0.3085319664354066,1.0284490953046395,-1.7627652048511253,0.019057404590792592,1.100667390684801,0.19202315289307254,0.14664341027742006,-0.4956553173577588,-0.3904641950834117,-0.6671016301030278,0.7317827617770244,1.803722161240662,-0.28741112772827276,-1.6504386277692746,1.2045014333587938,0.6931220687176068,-1.0929422011823442,-0.3997112497095666,-0.6448479770041463,-0.420850879899664,-0.7809140697537459,-0.4125408048160085,-0.749583426711057,-0.2688758093999279,-1.6979970924330727,-0.9158120228797517,-1.4893553819305805,-0.027054004883372094,-0.8583638350841452,70.30245208740234,-0.0384897644013,-0.057736639892178,0,0
2005-10-24,-0.6279131381836902,1.3583175309056332,-2.6649313746507337,-1.1129046776317992,-0.8365013698689628,-0.7771064316668025,0.691274609705019,-1.9999783310294346,-1.1457304750845516,-0.45562787021253365,1.0989919949457951,-0.9359844461812985,1.094315458488415,-2.4730117421626696,-0.03555245738959813,1.2942684749874613,-0.40083061717070184,-0.10761817188035881,-0.8705866435983255,-0.45995135574801554,-0.49779695900477244,1.084454431134041,1.945814247601205,0.31362788336491637,-2.0173665051810374,1.118730800805217,0.8133646657998308,-1.097427799066816,-0.46837867824641505,-1.124972188666593,-0.5257894408094975,-0.9884991525232142,-0.40616425922178756,-0.955724803868457,-1.380502380646546,-1.6979970924330727,-1.0559701387078213,-1.4893553819305805,-0.013700084210042263,-1.6870264718391523,73.40921020507812,0.043242728840569,6.21814320908866e-05,1,2
2005-10-25,-0.5860039565311365,2.407834320486807,0.6928455539888746,-0.620402314354592,2.5583302380166306,3.000218012230278,0.691274609705019,-1.9999783310294346,1.3148701771410434,-0.2863771984611306,0.6393270503570808,-0.8623961881812213,1.094315458488415,-0.7119838038118286,0.008927545717675461,1.45307904176278,1.3434403708795113,0.17638996574619845,0.35508930415915463,-0.40135426758808895,-0.8731973609548065,1.4905996242559434,1.411900544789714,-0.664598472100958,-0.4326607682407757,1.5326235570954623,-2.2358185471236367,-1.1674298401260506,-0.13871726953167254,0.30815596301053233,-0.3630356518382751,1.4531260698013149,-0.451779342033402,-0.7895785980363063,0.9530404844008891,-1.6979970924330727,-1.100262114121502,-1.4893553819305805,0.10581752739591242,-0.8430168587004133,71.57736206054688,-0.0252705557469188,0.0034910285175564,0,0
2005-10-26,-0.5598363475655708,1.852417906161475,0.8131832252404131,-0.9834263337285853,-1.716962847945371,0.11961618937195309,0.691274609705019,-1.9999783310294346,1.955454147048325,0.3187519156089545,0.04791303345682962,-0.995231843705177,1.094315458488415,-1.082956862359818,-0.07151828258288447,1.5482838987692236,0.5676173566726046,0.006532508057063689,0.8688414921442129,-0.3972997805846238,0.354012027127696,-1.6839302705539425,1.6500155438108333,-0.4952964963252283,0.07498297183628559,1.5088168447920116,2.433807165947778,-1.1400406678583337,-0.037752742782739664,0.7824815655296246,-0.22218396422095724,0.4169525975533288,-0.4809788541991201,-0.680906985765245,-0.41311081509601255,-1.6979970924330727,-0.7088847812677049,-1.4838976940746318,0.22973997770753288,-1.387805532416888,69.81076049804688,-0.0249906918851136,0.0287615842644753,0,0
2005-10-27,-0.488896931432746,1.9679814284304489,-2.238410934952086,-1.2918209558813676,-1.8405175850286366,-0.23154665929241833,0.691274609705019,-1.9999783310294346,1.0963672507670061,-0.6661313231119549,0.4085261632158312,-1.2729839674098327,1.094315458488415,-1.4991968231169595,-0.14110144275580397,1.631434884355369,0.026121489906149046,-0.15760855290001816,0.8856971376057334,-0.4250341878119686,0.868406969279193,-2.376621472382261,1.742134972491324,-0.8706909219182432,-0.8442944675054048,1.3452835660047617,-1.4805649852840117,-1.1420795854152441,-0.21698719992534107,0.7110036779179166,0.1701884951517071,0.20541054091628122,-0.4882107431063898,-0.1506028178452817,-1.361225199019399,-1.6979970924330727,-0.21787950800187664,-1.4893553819305805,0.3174729188766117,-1.885678140497913,68.96228790283203,-0.0122283566994145,0.1031892762725413,0,0
2005-10-28,-0.5122019148836063,1.7402162723821135,2.4349069870074707,-1.347187698198774,-1.852421046293063,-0.9490451164215177,0.691274609705019,-1.9999783310294346,-0.917451721034348,-0.4956772382345959,0.12628486553301552,-1.5649935627447962,1.094315458488415,-1.4935263161292391,-0.24870445616946182,1.487383142449031,-1.4437374057293983,-0.23825917598116536,-0.44624385244570564,-0.4456634338158992,0.8852837027995126,-0.29342593723199073,2.0406369226135714,0.35649892904761704,-1.483070288634447,1.3315368652672985,-1.4645755123900712,-1.0955248370013417,-0.34588377303815143,-0.6896581476101105,0.1826930927546102,1.8339592774696718,-0.49906882325285434,0.024016422942590158,-1.3968145547906474,-1.6979970924330727,1.1409493016569665,-1.4893553819305805,0.19640286705663784,-2.0781570585740208,70.30682373046875,0.019309056922969,0.1142924918900997,1,2
2005-10-31,-0.3676654936414947,1.5462040040139302,-1.482560204498707,-1.0494893158225445,0.22669094848270646,0.6278185482617704,0.691274609705019,-1.9999783310294346,-0.24140711711033339,-0.8736262431964865,-0.45585246274743507,-1.707092975915798,1.1601818216721904,-0.6311773457414581,-0.24474028499667877,1.502282456505053,0.7090574758975353,-0.11742261962431734,0.1972989960603072,-0.4009000125437281,-0.4483236755239914,-1.3187671989364722,1.994073586153279,0.8708856820554498,-0.09990543217633568,1.50948845860912,-0.7354245201938888,-1.0881168701247672,-0.07150383792883422,0.06866459932330772,0.4529437366814335,0.9206776871933037,-0.5104571029736787,0.5128625807898413,-0.431711961092548,-1.6979970924330727,0.5676645380523178,-1.4893553819305805,0.16985730469815477,-1.6394491979769024,73.66593170166016,0.0466715759260346,0.1399928748726613,1,2
