Date,price_diff,atr,month_sin,return_lag_1,volume_momentum,macd_hist,volume_change_ratio,macd_signal,roc_10,roc_20,volume_lag_5,volume_lag_1,dist_sma_20,return_lag_3,obv,bb_width,day_of_week_sin,rolling_var_20,rolling_vol_5,price_diff_pct,vma_10,momentum_20,rolling_vol_20,day_of_week,return_lag_10,volume_ratio_5,dist_sma_5,dist_sma_50,open_close_diff,volume_ratio_10,momentum_5,volume_lag_20,roc_5,return_lag_20,high_low_range,bb_upper,volume_lag_10,volume_lag_3,rolling_var_10,rolling_vol_10,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.21117341053269523,-1.3516803445121508,-1.2439814894983876,0.44885977113714026,-0.5630226816896076,-0.2009463730839472,-0.16321737733600636,-0.08699533740871733,-0.9070787940786051,-0.3094622051519535,1.7073780460418697,3.7755744352045366,-0.8370185307809253,-0.937474933687434,-2.614170282260459,-0.5762763614455819,0.8324777605674285,-0.572064122965132,-0.33369060236412557,-1.0231909549473734,3.7326921812862635,-0.156789922266847,-0.14692068821924195,-0.7039887640569764,0.013903271658927798,0.18261411370291952,-0.9377372073072141,-0.058468535592286174,-1.4510734816804765,0.3363521488476767,-0.21894525630592906,1.7246561427806344,-0.8510579175654271,-0.020175711599380662,1.0142002267964503,-1.417704972351183,2.6078938357189148,3.6259633939684672,-0.44262265244766547,-0.6453230268655423,45.73115158081055,-0.0121698238954906,0.0146322679342881,0,0
2005-10-19,-0.14422710425600832,-1.3516803445121508,-1.2439814894983876,-1.0220687665987738,0.07514593844140904,-0.23934421392674893,0.6093004330132654,-0.10576376357822771,-1.3221184287259333,-0.6299291382603219,1.7720366335665272,3.822549488274867,-1.0376248296175643,-0.8065808249103501,-2.614170282260459,-0.461613624505489,1.2086458896046435,-0.5710257764133944,-0.5607147885433241,-0.6715358948086082,4.087625296356236,-0.22013988349322952,-0.1865795627263096,0.004566198977244899,0.7739313253410698,0.8307150100891222,-0.9982486991059322,-0.21862914143738285,-0.17453176655859998,1.201663771645006,-0.30042499712280357,4.359507236892048,-1.2661093887300165,0.9046462854071974,0.21470672273284563,-1.417704972351183,2.2123933056209384,4.208358345114497,-0.44157472280024623,-0.8689370434378642,45.78316879272461,0.0011368104424253,0.0215120922242134,1,1
2005-10-20,-0.02024911407751295,-1.3516803445121508,-1.2439814894983876,-0.6652297982691249,0.3992319665453173,-0.2515173794106887,-0.44462009354626747,-0.12547764350405516,-1.2203232674854725,-0.6758656817151911,3.6548231909785356,4.205595903417285,-0.9725794635593416,0.45026583770646245,-2.614170282260459,-0.36855303441287385,0.1546462138481672,-0.569812937615778,-0.5295049543009014,0.015297485764393525,4.087625296356236,-0.22968388533357845,-0.19437465201829848,0.7131211620114661,-0.3294428542821888,0.1575606017111631,-0.6255882735216164,-0.2167566306700296,-0.4661251063390594,0.5016335487829178,-0.22220536695033638,4.359507236892048,-0.875616218227243,0.2585797903163409,0.7105556262902055,-1.417704972351183,1.8097488668965105,3.7783623441989542,-0.441966745656352,-0.8306899080732162,47.19371795654297,0.0303442596234778,0.0028698676273401,1,2
2005-10-21,0.2549792264780112,-1.3516803445121508,-1.2439814894983876,0.02472482079998104,0.6391980877450636,-0.19361981875197645,0.31985135124005315,-0.14069479114783215,-0.5437731458930016,0.04480519654134538,4.177549537832135,4.205595903417285,-0.3900096654042694,-1.0273049936183516,-2.614170282260459,-0.41923197426695413,-1.5358380131821974,-0.5704853368060137,0.15409262154987433,1.5552979422916733,4.087625296356236,-0.08901379977501629,-0.24651119129206006,1.4216761250456875,-0.7634944671695386,0.7480211841307424,0.6784583993903358,0.14607754959863306,1.29686045910542,1.079072131917768,-0.035075760897351954,4.359507236892048,0.11037146217220552,-1.927972049352467,0.7114424818144646,-1.417704972351183,3.5776284429389693,3.8253346152508825,-0.4433516277491397,-0.32779464491186555,46.33086395263672,-0.0184524425366171,-0.0391375904031913,0,0
2005-10-24,-0.2055951312980027,-1.3516803445121508,-1.2439814894983876,1.5391434154609018,0.6781494625819042,-0.1821077173507096,-1.1593221470974335,-0.15501782792724192,-0.7810346002591422,-0.061415491849033346,3.8083484507170002,4.205595903417285,-0.7711257778911884,-0.6688546423215503,-2.614170282260459,-0.46704795247423014,-0.6905958996670153,-0.5711042854279128,0.2714609030297005,-0.9926560963468537,4.087625296356236,-0.10948498962901616,-0.20030324608040861,-1.4125437270911976,-0.19335717346151182,-1.081994217394421,-0.004791345372965381,-0.10152140247618328,-0.9049138944114882,-0.6380911741680975,-0.15050358781590184,4.359507236892048,-0.5012040524955297,-0.49823196712503326,0.08058110543273043,-1.417704972351183,4.155438013248327,4.208358345114497,-0.44437759867726695,-0.2453914978206514,46.97341537475586,0.0137734643004929,0.0071072031635311,1,2
2005-10-25,0.09938866881613548,-1.343103168276693,-1.2439814894983876,-0.9909862323317601,0.5654746579447099,-0.14176843777206358,-0.12455854318674912,-0.16620783218071816,-0.46005043356260106,-0.3759664394270272,3.8556678718996684,2.6582737014243705,-0.4800325303680323,0.02421561494839474,-2.614170282260459,-0.451115184617393,0.8324777605674285,-0.5709104849745424,0.18674871805576065,0.6760646597213543,4.087625296356236,-0.17034535369993548,-0.49098197040252745,-0.7039887640569764,-0.39281200555655144,-0.9474678555350359,0.49471410981851877,0.0562145749014379,0.511415057917349,-0.6224286126084767,-0.014433924067929906,3.8098116236176036,0.223564731882337,2.200557394065256,-0.11175768030379396,-1.417704972351183,1.6968860937214643,4.208358345114497,-0.4453715140824857,-0.15489687701086913,46.725582122802734,-0.0052899996055653,0.0130723483992092,0,1
2005-10-26,-0.08099655948672028,-1.3410965520179512,-1.2439814894983876,0.6799406685901379,0.05918973762737097,-0.11950129284515948,-0.5007262298434679,-0.17566841315137022,-0.6581988122924859,-0.5382399997588271,4.177549537832135,2.773106798147986,-0.5547206822284108,1.545472891886641,-2.614170282260459,-0.43281068255888777,1.2086458896046435,-0.5706960017142528,0.08566158247618792,-0.3175690325272711,4.087625296356236,-0.2029877541401094,-0.5118711888276196,0.004566198977244899,0.3552938920210343,-1.0290036310277106,0.05311374535151896,-0.031152276442677932,-0.42050477695032334,-0.9540703457801911,0.01326990565718655,4.341977143360974,0.37850717496983927,0.4878057735228062,-0.5713035192257365,-1.417704972351183,1.7612405302458007,4.208358345114497,-0.4461120603858338,-0.18628468034297976,45.91474914550781,-0.017505414154448,0.0183623480047746,0,0
2005-10-27,-0.19505606314567764,-1.3298828708186412,-1.2439814894983876,-0.3085079987008927,0.3364155549713844,-0.13117357840096253,2.8657700717675825,-0.186035546015866,-0.6609538639202878,-0.8846367674859107,4.177549537832135,2.1106881393502306,-0.8387488663824667,-0.996082099495103,-2.614170282260459,-0.4086222780043618,0.1546462138481672,-0.5704292776705152,0.313159672063413,-0.9443801698598976,4.087625296356236,-0.2740836269152277,-0.5316302350201152,0.7131211620114661,-0.9333183996505585,1.7343443319752438,-0.769538038830793,-0.26776120250486024,-1.0977459993939442,1.3269800336487587,-0.06332000780033224,4.2261872540282885,-0.038882833284503766,0.7915613839779923,0.3590315774580876,-1.417704972351183,3.635170546914334,2.661127780672968,-0.4461120603858338,-0.1845866739641576,45.3823471069336,-0.0116631984070536,0.0490248398216142,0,0
2005-10-28,-0.1386480521923833,-1.327640096743081,-1.2439814894983876,-0.9418824101274257,-0.07605015009136576,-0.15245948189302763,-1.027342907439334,-0.19805589204334118,-0.6121676847842863,-1.102242725228183,4.177549537832135,4.205595903417285,-0.9835213868995915,0.6823902305600129,-2.614170282260459,-0.4059020223511871,-1.5358380131821974,-0.5704670140860718,-0.4121074006912554,-0.6455530008660418,4.087625296356236,-0.31986655467017955,-0.5561060079396872,1.4216761250456875,-0.8025856339179711,-0.01901550627340215,-0.9434999570691449,-0.4206529623659874,-0.9458157607181936,-0.3044987466692949,-0.23578385645504557,4.354610869199134,-0.9513693295560948,0.4812725186402782,0.09213349780510828,-1.417704972351183,4.155438013248327,2.7759540765998345,-0.4461120603858338,-0.20619181077886353,46.661319732666016,0.0277923510301053,0.0637923696069233,1,2
2005-10-31,0.2283228109386685,-1.3101703458912306,-1.2439814894983876,-0.6389610523932991,0.03845695358559094,-0.10841320383045168,-0.6372288494362279,-0.20665529393751023,-0.3229922687069266,-0.6269668991361366,2.6828569280083077,3.7146757268073727,-0.39052871263097866,-0.3105219888868618,-2.614170282260459,-0.4355007531253108,-0.6905958996670153,-0.5708885398649141,0.10684199625495333,1.4189447869560774,4.087625296356236,-0.2212464669209921,-0.4148392881379905,-1.4125437270911976,0.45271181102276564,-0.7222607174116877,0.2571437523807798,-0.09264980552118177,1.9098681337336334,-0.7951078964878964,-0.045667057204622045,4.359507236892048,0.05530682514085923,-0.9961949063441145,0.5487599725866888,-1.417704972351183,3.78797363094325,2.1135746484314883,-0.4461120603858338,0.03546426111881751,47.59149932861328,0.0197386095361708,0.0368851694667478,1,2
2005-11-02,0.1576599703256545,-1.305625837110277,-0.7220636890788037,1.4068258754483562,0.04484956000978477,-0.038932267200353775,-0.014571363474616825,-0.20985831700022253,0.3018139269876441,-0.4266151134413529,2.798531851492468,2.555538452997623,0.03417453049122069,-0.9467565384400692,-2.614170282260459,-0.47999102593895676,1.2086458896046435,-0.5714698023307337,0.21016982782512117,0.99089347557383,4.087625296356236,-0.18113303322160296,-0.3336714180442673,0.004566198977244899,-1.0230377330140856,-0.5309407064924714,1.05174861454908,0.13423380000277407,1.045469064319559,-0.6079851168086431,-0.020136070230352885,2.4907687657183444,0.18858135166288,0.015753814015221003,0.12938539880850053,-1.417704972351183,3.83507046376081,4.208358345114497,-0.4461120603858338,0.024178178801866724,47.59149932861328,0.0,0.0102339869878164,0,1
