Date,trading_day_number,month_cos,return_lag_10,day_of_week,rsi,rolling_vol_20,vma_20,obv,volume_change,dist_sma_5,momentum_10,bb_pct,Volume,price_diff,rolling_var_5,volume_ratio_10,volume_lag_10,return_lag_1,volume_momentum,atr,day_of_week_sin,roc_10,vma_10,open_close_diff,macd_hist,momentum_20,volume_ratio_20,rolling_vol_10,price_diff_pct,return_lag_5,volume_lag_20,day_of_month,volume_lag_5,return_lag_3,bb_width,dist_sma_200,volume_change_ratio,high_low_range,dist_sma_20,atr_pct,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-1.6979970924330727,0.691274609705019,0.9936969194384544,-0.7039887640569764,-1.0382287327101865,0.77846386847931,-0.6245943077295586,-1.6189565674452684,-0.18295921563965037,-2.221898512626571,-0.1762028044624194,-2.026164387713041,-0.7178881278049494,-0.08778732437497737,-0.4443802529811069,-0.64052868963699,-0.5736469357876741,-2.3324567711916107,-1.157535202362787,-0.993213538899043,0.8324777605674285,-1.49023252459461,-0.9064942542683815,-0.5922455157535553,-0.08741216509191434,-0.2315811391502264,-0.7326182460034232,0.36472602795218423,-1.2002218386492045,-0.8411553298566222,0.6436812721028728,0.24742021660706257,-0.7510573257869807,-0.8858789801052729,-0.28004071456760016,0.18098936881291824,-0.48177076219362375,-0.2418607124482422,-1.528131800236207,0.016789867885021223,369.754638671875,-0.0260809686167699,0.0185181182576745,0,0
2005-10-19,-1.6979970924330727,0.691274609705019,1.1165029668691095,0.004566198977244899,-1.2573287160937805,0.7618451322345132,-0.7271012668932035,-1.6189565674452684,0.0673501290736876,-2.3408313104675553,-0.21270657263113615,-2.0574712935051482,-0.6427576742023547,-0.09303752310626714,-0.4435470550000771,-0.37719680163456043,-0.58277316595207,-1.2038180214419265,-1.015972902988942,-0.993213538899043,1.2086458896046435,-2.0866630763725285,-0.9161800960674464,-0.058202092838068986,-0.10578441961050322,-0.25225764946523355,-0.5469451399652205,0.022428871728357207,-1.3376004440525793,0.42386097382776866,0.5222916184109486,0.361508427598097,-0.684963502742288,-0.2645903892967849,-0.1996142646306247,0.050997543250520735,-0.1194715203667032,0.47243890022015805,-1.7908426305349725,0.26360317636809977,366.9441833496094,-0.007629899417641,0.0582373575796354,0,1
2005-10-20,-1.6979970924330727,0.691274609705019,-2.0133507407426663,0.7131211620114661,-1.436338170713659,0.05194928883311401,-0.35427828813838624,-1.6189565674452684,4.061459476015258,-1.7844096517260246,-0.18707945859296257,-1.9613372294410008,3.971558793581349,-0.049936795146407004,-0.4439222707586399,4.644500948984235,-0.5221050141338323,-1.344709006548161,1.467900410356408,-0.993213538899043,0.1546462138481672,-1.7057731300359473,-0.17020768547088067,-0.40643431700566834,-0.11476355583082273,-0.2117484258122051,4.779779807072602,-0.20184584301213432,-0.4390602172708578,-0.8840914409953752,-0.14955710269183564,0.47559663858913137,-0.7358767657237121,-2.336387934967047,0.10809120595346543,0.0075056351466302445,6.543096904305569,0.019753803891798646,-1.8210691084430148,0.3732288272705067,365.9625549316406,-0.0026787282847216,0.0685953604703984,0,1
2005-10-21,-1.6979970924330727,0.691274609705019,-0.07143574826419945,1.4216761250456875,-1.3815859066768634,-0.05664171350355166,-0.20417520476790668,-1.6189565674452684,-2.061305832094973,-1.0141261839846394,-0.188563179302305,-1.7218839566858095,1.6275353060584103,-0.03861147714597494,-0.4462739919533808,1.9487041607384084,0.4963444432794221,-0.43037179623804345,2.1994201339624744,-0.991443048266753,-1.5358380131821974,-1.7329520186114609,0.020094717070458765,-0.08588347919597208,-0.11506778706741594,-0.19637687199850212,2.197931740184505,-0.21900312021401147,-0.1951107130563775,-0.263689734141397,-0.02109435106825591,0.5896848495801658,-0.4778072446481454,-1.20602880084984,0.3652947572162754,-0.012909850215584261,-0.4442778813704127,0.7607618300785113,-1.795879184515921,0.47173335901610053,406.1144714355469,0.1041040499726152,0.049121123589237,1,2
2005-10-24,-1.6979970924330727,0.691274609705019,0.5516367414095813,-1.4125437270911976,-0.46026350643453345,1.4468317399866244,-0.13681084328107368,-1.6189565674452684,-1.2176204472811678,2.910969984065906,-0.12371354221586339,-0.09199367329147395,0.242335067089827,0.21611491365173513,-0.4435989386922638,0.1099324253839692,-0.7830300817355751,-0.18501799302022032,2.380230843888587,-0.9783719425348959,-0.6905958996670153,-0.5690729871691975,0.19004988360225214,3.2780459314983483,-0.06379179762692626,-0.15152763799372926,0.3560485133121526,2.4505001777342628,3.012982737205651,-2.3325298071855207,-0.5002011535334296,0.9319494825532689,-0.5069072105540419,-1.3471345461247781,0.3641478124480527,0.46468546440504693,-0.46697475951395123,3.5076208764489283,-0.09015175946369561,0.5946046303602456,386.6186218261719,-0.049196335395808,-0.0373810738940067,0,0
2005-10-25,-1.6979970924330727,0.691274609705019,-0.8395515194436385,-0.7039887640569764,-0.9986661649497195,1.65568402772719,-0.16587608634168013,-1.6189565674452684,-0.8056119228629208,0.7416194230806434,-0.14752736387780516,-0.8190659774544465,-0.6746297858859399,-0.1532639038083162,-0.44336278864977424,-0.8994850953684571,-0.7530979382430228,2.9519618303427433,2.4930057550646962,-0.9746283562561404,0.8324777605674285,-1.002576819304138,0.2029643393343386,0.662356202999418,-0.04919628358989877,-0.18691251555249044,-0.7603897240367825,2.7364880044175535,-2.4401401723259335,-1.203784250709548,-0.3443062518235646,1.0460376935443032,-0.7164456488427282,-0.43140361134470867,0.3943711128657267,0.21801778632835517,-0.5541158401460967,0.014294491362273266,-0.8601333995430829,0.8781970446883269,391.9275512695313,0.0136382707051908,0.0513911724219565,1,2
2005-10-26,-1.6979970924330727,0.691274609705019,0.4262652067463913,0.004566198977244899,-0.6182281892230919,1.6805377839558275,-0.176305230897745,-1.6189565674452684,-0.02951334602125404,0.8279023310217619,-0.14505537909533625,-0.5678381098602185,-0.7095817795184514,0.0003438597490987901,-0.44343422730754517,-0.9372326183592073,-0.6861880124263381,-2.490184087040445,2.4919886329898824,-0.9750530509550889,1.2086458896046435,-0.9507910633793516,0.1991240695243178,-0.9597579541328415,-0.030579875540867624,-0.1746152972426797,-0.8026532598988214,2.757650208870659,0.6174484415067066,-1.344688568784269,-0.591721305824782,1.1601259045353376,-0.6412434897600744,-0.18567581525479798,0.40346957214218176,0.272470637460459,-0.35297179359938496,0.15281980479385343,-0.595330006659534,0.8179481763327247,392.9982299804688,0.0027281034731221,0.0377529017167657,1,1
2005-10-27,-1.6979970924330727,0.691274609705019,-0.8825147978446314,0.7131211620114661,-0.589776313538304,1.679408008329819,-0.17726481320556706,-1.6189565674452684,0.3198357197302354,0.36721647781517924,-0.13030570831090332,-0.4878863750097822,-0.347508991007562,-0.02590222029131749,-0.44456819057584246,-0.562417675079185,-0.7377299340801801,0.6235660069668304,0.2580581142685021,-0.970963416788285,0.1546462138481672,-0.6972829476205277,0.26379700041767423,-2.342207072769959,-0.015056686003245667,-0.17521823910836337,-0.34714618644239137,2.7449478868284647,0.07267299769241753,-0.43026483179395425,-0.3284395726795808,1.274214115526372,3.9774769415510898,2.9560857073458937,0.3993380881429248,0.27453848938618897,0.4918264563677733,1.373761955765881,-0.5095313090342661,0.9444260490500265,384.3878784179688,-0.0221529651658831,0.0228940513874639,0,0
2005-10-28,-1.6979970924330727,0.691274609705019,-0.26172053993241284,1.4216761250456875,-0.8501009898711519,1.7014355092947873,-0.2545574846228908,-1.6189565674452684,0.012492306807116162,-0.9560139441920618,-0.1429952602560794,-0.7716643512400307,-0.3347228144317167,-0.08585362748074904,-0.44657595088911084,-0.5565411142902126,-0.47647386331185293,0.08291593605074953,-0.6843562348173989,-0.971655512564382,-1.5358380131821974,-0.9297923122875428,0.28781417168921647,-1.8916774798962561,-0.013025523166535224,-0.19197628706047057,-0.2929584586245348,2.7897312191829013,-1.1476989756524532,-0.18488780995413182,0.5514442517779068,1.3883023265174064,1.63121628758787,-2.4943556746083284,0.4038232929181695,0.15963319023495912,-0.2841102717797151,1.1230223188380266,-0.8125852065990576,0.9987319505759349,391.2137145996094,0.0176018524893716,0.0567392562332977,1,2
2005-10-31,-1.6979970924330727,0.691274609705019,-2.3318696444492613,-1.4125437270911976,-0.5827317421229351,1.7392132811137506,-0.3582975912259737,-1.6189565674452684,-0.4112186722114099,0.09730335005486064,-0.09660372205531541,-0.45880046253857854,-0.8034715140826876,0.009737559692854263,-0.44734037078327404,-1.0411742674880522,-0.5059331451378561,-1.1500579714990968,-1.1923602637147004,-0.9706960157111366,-0.6905958996670153,-0.08348006331692413,0.23888170152927238,-0.15058116518160705,-0.0023055427165543188,-0.17618256672913205,-0.9111284504926912,2.5645307314658035,0.8168377482362177,2.952388875930558,0.37170154014982515,1.7305669594905095,0.2446939955322827,0.6241407095536053,0.39228429403374687,0.2315723748956949,-0.5747835123534522,-0.5866662008849559,-0.47764622850895355,0.9691683041746363,407.0068054199219,0.039575910920155,0.0082903373605217,1,2
