Date,dist_sma_100,volume_lag_10,rolling_vol_5,roc_5,day_of_month,dist_sma_10,volume_momentum,macd_hist,momentum_10,month_cos,day_of_week_sin,rolling_var_10,day_of_week,trading_day_number,return_lag_1,volume_lag_1,volume_change,high_low_range,rolling_vol_20,atr_pct,atr,return_lag_10,dist_sma_20,dist_sma_5,return_lag_5,week,vma_5,return_lag_20,volume_ratio_20,momentum_20,volume_change_ratio,volume_ratio_10,month_sin,bb_width,vma_20,bb_pct,rolling_var_20,dist_sma_200,Volume,vma_10,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,1.3731374536554701,0.46606417719315874,1.3883076668122598,0.35843814290580095,0.24990119410345188,0.2137166258135457,0.5766070029851654,-0.09176902809601159,-0.07958251761489782,0.6859940387261516,0.8326386775765376,-0.5943767757214989,-0.70460692937767,-1.7178406025057593,2.874655722710793,1.4861593167705816,-1.2947982517940007,0.5737949038375256,0.39256655300102633,0.10267300478696986,-1.5129033414279975,2.2990138185171927,0.5899003940046174,0.5010678240185888,0.048789449993599854,1.0206256415732338,0.19696048293958796,1.055927146641005,0.3563570483533235,0.022012096441949017,-0.7183806770042641,0.2947851222258233,-1.235276731337497,0.057716537003458745,-0.2228092155343282,0.6558091065616913,-0.5894838214030634,1.424749946913222,0.18763749193289422,-0.09514490856692966,268.0477905273437,-0.0204981281839177,0.011949788612514,0,0
2005-10-19,1.1557048649997852,-0.06207665162261123,1.5291930359539303,-0.3373194397773423,0.3639563444415859,-0.2726415104479105,0.7285628724358745,-0.1390679836360831,-0.2419907967355097,0.6859940387261516,1.208860491163545,-0.599025159794511,0.004011425729448762,-1.7178406025057593,-0.5154476116360852,0.18101166823633377,-0.4614970814656676,-0.20880197622905883,0.4406816008729001,0.16043319779977774,-1.5082028833962242,1.1080198133237136,0.13721643255206978,-0.36578713163619025,0.5362957329079463,1.0206256415732338,0.3551370680394659,-0.6330431978800446,-0.2772214386311916,-0.007328193870522,-0.5486372558129401,-0.3074682907089586,-1.235276731337497,0.03355848254382214,-0.15280535698857975,0.1451622277430352,-0.5901862060092706,1.2817906881335435,-0.2847936857258828,-0.1289810023056549,265.7778625488281,-0.0085044307875745,0.0169359668687251,0,1
2005-10-20,1.0498395365499489,-0.549970897142207,1.539460338572424,-0.4037486878046527,0.47801149477971994,-0.4223045363741555,0.8749571329378678,-0.19166892513200046,-0.21766827303192443,0.6859940387261516,0.1547103946411758,-0.600371669318965,0.7126297808365675,-1.7178406025057593,-1.1626890842317739,-0.2903496099426515,0.6280498595182358,0.9994510431511593,0.4531968199983232,0.33659235426197526,-1.4565832870550637,-0.8352777264803374,-0.05897188606944188,-0.6359424013553993,-0.3461760846972835,1.0206256415732338,0.46414572632053325,0.27040434132777846,0.4629276556780039,-0.04620566795867992,0.37461245545343913,0.38136374778127596,-1.235276731337497,0.009865381409701151,-0.13429091708713042,-0.08026880832579092,-0.5909038589300264,1.215150501459284,0.3354309819867657,0.012470187949040036,268.2330627441406,0.0091953830117224,-0.0040460619435844,1,1
2005-10-21,1.1008682618303667,0.5029047456680676,1.194814799048777,0.4645544292862918,0.592066645117854,-0.17323955352418535,0.9286690648332898,-0.2041259471021177,-0.06244514132470196,0.6859940387261516,-1.536015088566025,-0.6007227524052117,1.4212481359436862,-1.7178406025057593,-0.5088205762517657,0.3284704551935365,0.255181705328108,-0.2728907734273314,0.33697123015152003,0.26036515177034586,-1.4747013744657982,-1.751084439388815,0.05695227540970546,-0.4376518165821409,-1.6683667603583914,1.0206256415732338,0.6242569125845111,-1.5677570872961522,0.643369986411433,0.052726639602172734,-0.07173393528339793,0.6762779470188524,-1.235276731337497,-0.09595688528596723,-0.008219344296579587,0.07240793634762989,-0.5941705282897997,1.2560552235993772,0.5817235565481232,0.02711296423279976,277.55963134765625,0.0341795581401325,-0.0451287267132666,1,2
2005-10-24,1.3768972617765893,-0.11894319703642821,0.4339788418310087,0.02605098757119898,0.9342320961322561,0.7338738270510877,0.2473794329858607,-0.1317335128612735,0.054743730248462116,0.6859940387261516,-0.6906523469624248,-0.5965277117548127,-1.4132252844847888,-1.7178406025057593,0.4561321366621739,0.5742052589940699,-0.4150477178495727,0.3841908377061449,0.4401173230147493,0.1704513370637183,-1.479487274505917,0.18884668425670778,0.6312559614763478,1.127770390056441,2.898444373181175,1.0863961913530467,0.2531518531150204,-0.4441232290624552,0.09166277322972557,0.16935794367881418,-0.4594689641500202,0.1041510870186506,-1.235276731337497,-0.1976918855954712,0.08284029884845426,0.868868543699607,-0.5970353847166278,1.452376150773499,0.15587428074212617,0.07216058383665931,276.8880310058594,-0.0024225935678484,-0.0515419619186949,0,1
2005-10-25,1.3217604594668286,-0.937943789486932,0.38173875876777696,0.16550344569953615,1.04828724647039,0.5624564788453533,0.0004169507942364434,-0.09489872201219211,0.038604461043301584,0.6859940387261516,0.8326386775765376,-0.5940396003978718,-0.70460692937767,-1.7178406025057593,1.818211299948851,0.14932039015399842,-0.5062740202249376,-0.3428107622246038,0.4447326931682087,0.09525616495561329,-1.5069209402966492,0.0469674785102704,0.48702297392031463,0.8944656785856487,-0.5186810490870777,1.0863961913530467,0.1010677323530718,0.5049749155372613,-0.49252971900480247,0.1365432840255757,-0.5864531010933132,-0.581437279816077,-1.235276731337497,-0.30720512768306646,0.10309292851986973,0.7483369141156216,-0.5999696159627104,1.4197904468363416,-0.36146160182911,0.1641592744416246,272.6260986328125,-0.0155119499277067,-0.0226167310550766,0,0
2005-10-26,1.1514447435553339,-0.8519801460285926,0.25597319210076364,0.2782216581958132,1.1623423968085242,0.08123845952321135,-0.15386637572949158,-0.11268283997656818,-0.06322037861404327,0.6859940387261516,1.208860491163545,-0.593837560194573,0.004011425729448762,-1.7178406025057593,-0.17725294558500715,-0.3668438987167891,-0.4667552402747795,-0.49235177654758766,0.4728365895009039,0.10062562374407372,-1.5161080948521368,0.5350293162758466,0.11651585824985101,-0.003066327144809072,-1.171081602174987,1.0863961913530467,-0.052476897588098,0.9031363850734223,-1.0039606381040287,0.04674417495016733,-0.7218655189265185,-1.1478349506635155,-1.235276731337497,-0.40682909459635,0.03736985448850359,0.23467190649366487,-0.6024909512445005,1.3061725303672491,-0.8391659418846161,0.1668129353941712,264.7046813964844,-0.0294864595998841,-0.0071047811273699,0,0
2005-10-27,0.8656610171878327,-0.0485707601986965,0.727915530494993,-0.1923305690373954,1.2763975471466582,-0.7276403679909375,-0.21422316371657352,-0.19471888784364422,-0.15542554608972506,0.6859940387261516,0.1547103946411758,-0.5915316736676591,0.7126297808365675,-1.7178406025057593,-0.8908542338790302,-0.8434663973336066,1.2410314227820511,0.709981208359504,0.5989478754841635,0.20041868651211986,-1.5040578505810955,-0.3484481529825543,-0.4914421193911785,-1.3351779566135844,-0.5120011904359868,1.0863961913530467,-0.03575942013745645,-0.2998105547129746,0.33311407328427783,-0.02373616266161709,2.1146461884779333,0.251455664025914,-1.235276731337497,-0.5467569746987964,0.1170684492880965,-0.8203998448065002,-0.6057670517267773,1.1112822556662778,0.39578936570325124,0.2388418142745236,256.3971252441406,-0.0318872817579597,0.0303358301058689,0,0
2005-10-28,0.5723038687127905,0.01365504527062138,0.9782240805822335,-1.085562742647799,1.3904526974847922,-1.5765744530045085,-0.45578612598770823,-0.31558384177117815,-0.16205920000866592,0.6859940387261516,-1.536015088566025,-0.5837695129732273,1.4212481359436862,-1.7178406025057593,-1.6527120236115602,0.3886921472469964,-0.5142989065749697,0.72249598113876,0.7252499774104403,0.3348772988718928,-1.4841021862045483,-1.6721455773151317,-1.0892561241917498,-2.3820987101992155,0.46064303936599277,1.0863961913530467,-0.2327733147727529,0.4179757958261337,-0.21885002945680423,-0.13285244578945732,-0.5436230597111393,-0.33963405564780835,-1.235276731337497,-0.5395687528303702,0.06979793785245295,-1.9014713744288507,-0.6056081544134447,0.9092863883493612,-0.12959430136351635,0.21770014236863755,263.6160888671875,0.0277663229347042,0.0914186159200998,1,2
2005-10-31,0.7827652620420943,1.516354029159534,0.7313709339080027,-1.2217196001826203,1.7326181484991943,-0.6590646387839922,-0.7657469892025492,-0.32137486697799245,-0.2647659048576065,0.6859940387261516,-0.6906523469624248,-0.5844769553760779,-1.4132252844847888,-1.7178406025057593,-1.7835992680158472,-0.1355017005642524,-0.894090762024216,0.36859670493389085,0.7749982718792849,0.3631154176703105,-1.454190180547809,2.8998698257257853,-0.5756811585441796,-0.6429068185129578,1.8335791646022663,1.1521667411328593,-0.5628464776155343,1.0004479503450512,-1.195390827146474,-0.10819959887632012,-0.997519050635375,-1.3046792843260073,-1.235276731337497,-0.5611717424186818,-0.13975487068980627,-0.9862795579337278,-0.6060787513024901,1.0592540338558751,-1.0358535188736029,-0.1840069565932344,270.6960144042969,0.02650263729577,0.0759159540947209,1,2
