Date,atr,rolling_vol_10,High,volume_change,return_lag_1,day_of_month,return_lag_3,volume_lag_20,volume_change_ratio,roc_10,vma_10,day_of_week_sin,rolling_vol_5,atr_pct,vma_20,volume_ratio_20,return_lag_20,bb_pct,dist_sma_20,vma_5,month_cos,roc_20,momentum_5,Volume,volume_momentum,high_low_range,week,dist_sma_200,volume_lag_1,rolling_var_5,volume_lag_10,volume_ratio_5,return_lag_10,dist_sma_5,volume_lag_5,momentum_20,price_diff,dist_sma_10,rolling_var_20,open_close_diff,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.8275859913500782,0.2607793732488851,-0.9313876165201196,-0.021486825923121372,-0.2668706843018761,0.24742021660706257,-0.612776340389018,-1.162157067305479,-0.48082700034671205,-1.1892182099748114,-0.9411299151139675,0.8324777605674285,-1.1195028794944344,0.9906211632831937,-1.1024106376795044,-1.191487242531235,-0.26693216658503666,-0.6467480436125359,-0.7749102524454221,-1.219323620496189,0.691274609705019,-0.040540106029964516,-0.07579737764480457,-1.125278397453181,-1.5540280561868887,2.6750028679488413,1.0284490953046395,0.6792036998861226,-1.095246186257439,-0.46428402005059616,-0.8482700315434609,-1.0066226518758334,0.2896623218225941,-0.0841465114441934,-1.0473161492258896,-0.0658614957868743,0.012479923714475266,-1.029610871142353,-0.4954190975231955,3.2099629672188854,51.88861083984375,-0.0103628234151138,0.0279560851077998,0,0
2005-10-19,-0.7697514411256726,0.08899434258026943,-0.9315687257538159,0.04921193662488486,0.10949716600873467,0.361508427598097,0.28022269376921305,-1.1208309901238356,0.06626700861253783,-1.531152334563183,-0.9891797654116454,1.2086458896046435,-1.1001195509717494,1.3110266490304319,-1.0999142553865249,-1.0788090975261033,0.29026678367872666,-0.7772591372632102,-0.9416445194729736,-1.2454572541242808,0.691274609705019,-0.20789648292605886,-0.14188283052793932,-1.0903581350113833,-1.6915036213658146,2.2513174056051346,1.0284490953046395,0.6031003348962247,-1.1238895563303817,-0.46428402005059616,-0.7042299750690673,-0.4992836692126586,0.736769034490989,-0.32077516017923036,-0.9730921167162475,-0.10750038782469692,-0.13039601604808748,-1.003531497272308,-0.4950050662748448,1.5805455807934208,52.266971588134766,0.007265331416428,0.0569413720596487,1,1
2005-10-20,-0.7920123596327278,-0.17110889204853258,-0.9335609687777222,-0.028628566304687828,-0.4517670769228439,0.47559663858913137,-0.2695822319132472,-1.1147789805237993,-0.51649910227198,-1.7505403053971331,-1.2222598374233473,0.1546462138481672,-1.183466931487758,1.17517470505678,-1.1002721453229831,-1.193405137921653,0.026800926582210803,-0.683015159183618,-0.8227335135234194,-1.2508260702573288,0.691274609705019,-0.1493130249628917,-0.04393546839800999,-1.1255320004810314,-1.7182143226487454,-0.2311295665242388,1.0284490953046395,0.6415970575288213,-1.0890901449347157,-0.46428402005059616,0.7465942635850171,-0.8578870884247797,1.0655871741090113,-0.0590948824686084,-1.0971247255250627,-0.09284715458606879,0.05644407834132748,-0.49138618798482164,-0.4950716783251886,-0.7054307315703084,52.969635009765625,0.0133541718363716,0.0287953451157016,1,2
2005-10-21,-0.7802272291873719,-0.397207592604044,-0.9313876165201196,-0.013428332356866487,0.2832864988397651,0.5896848495801658,0.10778157054553002,-1.0755200868537962,-0.4737144816654596,-1.0224854734378104,-1.3389496735864617,-1.5358380131821974,-1.0441923124753358,1.1844173102484739,-1.1048233951651163,-1.261739236296758,-2.828905337953334,-0.6281894623088383,-0.6753252762066012,-1.3018467733967911,0.691274609705019,0.8007755895292331,-0.015613179039623006,-1.147018298392355,-1.8497970673457111,0.1651230515891666,1.0284490953046395,0.7194851586250148,-1.124142281696122,-0.4639078481793984,-0.20985428138354129,-0.5634941403767756,-1.9956023210028073,0.3878926657298406,-0.8129504249180736,0.12597079628592728,0.12238681977020262,0.024137253555748715,-0.5071550287060411,0.2890607637572798,52.807464599609375,-0.0030662693118969,0.0251902258978739,0,1
2005-10-24,-0.7389792476526161,-0.5239312205477707,-0.9188003382386143,0.1695396766626344,0.5371771621393227,0.9319494825532689,-0.4549679010738214,-1.0079275842859485,1.4871461312039662,-0.7264118655311976,-1.3504864347644743,-0.6905958996670153,-1.0848088119530617,1.3951458774511092,-1.104102888672653,-0.7914173009154178,2.8674411541710763,-0.7003944750058854,-0.7422719640609319,-1.3018467733967911,0.691274609705019,0.03283562841850123,-0.002634017547636126,-1.0037448305616834,-1.8497970673457111,1.4236507033192565,1.094315458488415,0.688689373234436,-1.1455542204417775,-0.46339853180994156,-0.857236500449981,1.4587212219051084,-1.134783333027496,0.19389601947507423,-1.091239572375687,-0.0476675011572005,-0.05346592039120268,0.06910861544678377,-0.5087359382601594,-0.5145343384447865,53.91551208496094,0.0207656745820109,0.0455194644212559,1,2
2005-10-25,-0.751637389575126,-1.204387256847627,-0.9241431228125262,-0.12740483740747366,-0.147517526384614,1.0460376935443032,0.2820307881919575,-0.8777829883084232,-0.8011374268999719,0.18511742042097465,-1.3504864347644743,0.8324777605674285,-0.8029850099857001,1.2568137694503565,-1.1209486819330319,-1.1904513519644324,1.3357004554971865,-0.3860571611755086,-0.40084907735979275,-1.3018467733967911,0.691274609705019,-0.07757547148005389,0.07997221556006538,-1.127865148337255,-1.8497970673457111,-0.23424155832682356,1.094315458488415,0.8151744326964845,-1.0027765893333849,-0.4569043592962472,-1.0520748288180277,-0.4672338954216016,-2.0551289055125417,0.7685677768265392,-1.1198793730439844,-0.07440910027038383,0.20481641006009757,0.5398283834704387,-0.5090516320081558,0.04584089306726933,54.928958892822266,0.0186224635367351,0.0186224635367351,1,2
2005-10-26,-0.8457003426127531,-1.087098865447688,-0.9223319890223163,0.04887203872801944,0.8462198071022998,1.1601259045353376,0.5365933020528846,0.016214943754617565,0.07220422093385688,0.383739613330339,-1.3504864347644743,1.2086458896046435,-1.0465753958693973,0.7513020590206007,-1.1969818111360455,-1.0114040663252537,2.8674411541710763,-0.036919859336106906,-0.028274525967993142,-1.3018467733967911,0.691274609705019,-0.7102899857103132,0.21568040922987486,-1.0932509585152765,-1.8497970673457111,-0.07188783510525265,1.094315458488415,0.9294519517806531,-1.1264673550609332,-0.44883011623375185,-0.9772089442468461,0.08331131490570942,0.1527694070960582,1.0440179306165123,-1.0850842981904352,-0.2495121005466473,0.18558058955177334,0.9240883454967408,-0.5128686243847066,0.40280461081602903,53.79389572143555,-0.0208806955275191,0.0,0,0
2005-10-27,-0.8644692152111919,-0.9650516322415142,-0.9219697705549236,-0.006675046714574791,0.7568528281133758,1.274214115526372,-0.14991323927758382,-0.461035273751503,-0.3790683841718116,0.2912021291160833,-1.3504864347644743,0.1546462138481672,-0.36857254423837527,0.7289331762237536,-1.2412055179609356,-1.0310038049088195,0.292433650462052,-0.3236461385051014,-0.3085253043945596,-1.3018467733967911,0.691274609705019,-0.9575460995704915,0.083511835448473,-1.1086560307173878,-1.7695981355790151,0.43795178094417997,1.094315458488415,0.7766295964087244,-1.0919729570377124,-0.45488002036082525,-1.1023141246065495,-0.20641833426309145,-0.6086915288534084,0.031849699863329195,-1.1201320669162553,-0.32033473978457916,-0.25129104200102526,0.3087825003790004,-0.5180149756211103,-0.9721699058012757,54.320899963378906,0.0097490526185439,0.0810279211209244,1,1
2005-10-28,-0.8993881757367143,-0.9539180239338156,-0.9258636812592648,-0.05031016757730853,-0.8903381911159197,1.3883023265174064,0.846453741856393,-0.5850258204322473,-0.7157296980667242,0.325806446305404,-1.3504864347644743,-1.5358380131821974,-0.39569303479110074,0.5340997523507083,-1.280678002578248,-1.238152382232543,-1.0291447034268704,-0.09856511734365177,-0.09316516585690765,-1.3018467733967911,0.691274609705019,-0.6597208601141015,0.06817137270763593,-1.1633538313587173,-1.7124201595568487,-0.40571966319806146,1.094315458488415,0.8286538877704065,-1.1073247158062702,-0.4567320857075274,-0.8156824277289194,-1.018361127217532,0.2834989493763956,0.2098721090880308,-1.1415413374048786,-0.23302652371904903,0.0866688044160628,0.4738021299299556,-0.5207323176157572,-0.37974493198346837,55.26678085327149,0.017262969211485,0.0530455804906318,1,2
2005-10-31,-0.9157563541890167,-0.9304337367628367,-0.9171703136821007,0.04597805092042249,0.3868519694326405,1.7305669594905095,0.7568502781766918,-0.9619569415973006,0.22913743241162968,0.6475094567190918,-1.3504864347644743,-0.6905958996670153,-0.3950063743401472,0.40790694471440136,-1.2919663820098775,-1.0816710518488082,-0.562119222729278,0.2606681121700901,0.2294293273544084,-1.3018467733967911,0.691274609705019,-0.3852132555426162,0.16493841735383616,-1.1313456312712016,-1.8497970673457111,0.3168863684475374,1.1601818216721904,0.9327530742636595,-1.1599269385727928,-0.4598924318716585,-1.096378079615897,-0.14170138153656683,-0.26580816162191107,0.5202001260481829,-0.9987814985862349,-0.1567092667337019,0.17184193666885864,0.7735269488374668,-0.522119435797638,0.23736682749622456,54.928958892822266,-0.0061313263025098,0.0602504981736075,0,1
2005-11-02,-0.9410726380340364,-0.8819817482405633,-0.9235092197679657,-0.0753363641550849,0.7001650366483254,-1.5779911592494877,-0.8946995709385465,-0.842484290455188,-1.0544617478099898,0.5185970767487461,-1.3504864347644743,1.2086458896046435,-0.4252716955639487,0.307453041908269,-1.3168368845024663,-1.3025545301880874,0.2918514936004742,0.19161950311677112,0.15622518006857242,-1.3018467733967911,1.2047838681054384,-0.5085512734996606,0.03866943214690999,-1.1675584646212929,-1.8497970673457111,-0.8853146068459347,1.1601818216721904,0.8782062753239779,-1.1299357928390246,-0.4608908832640933,-1.1252655428603102,-1.60344968264685,0.11121396102761595,0.14728761144153044,-1.1224568505411494,-0.19089985702627602,-0.08918238440694251,0.49529993031875275,-0.5244375376716757,-0.1258936343453959,54.928958892822266,0.0,0.143018896467829,0,1
2005-11-04,-0.9694442872170207,-0.9680905621292429,-0.9255014627918721,-0.007211114254773959,-0.275323364397505,-1.349814737267419,0.3858703158086402,-0.6983197920059506,-1.0697571344111696,0.6634319943667011,-1.3504864347644743,-1.5358380131821974,-0.6120570302761674,0.17541544599954356,-1.3527395594081701,-1.3025545301880874,0.7397651358633125,0.28894185365081976,0.20752735911130185,-1.3018467733967911,1.2047838681054384,-0.6710774160807366,-0.049835723253877015,-1.1675584646212929,-1.8497970673457111,-1.2308637093729373,1.1601818216721904,0.8651251057212292,-1.1599269385727928,-0.4608908832640933,-1.0901695777186555,-1.6219598062898157,-0.4510259754141012,0.14728761144153044,-1.087966751050686,-0.2379116816855784,-0.02049067133076158,0.3510248848927249,-0.5291250777609748,0.02522696370619759,58.33416366577149,0.0601472255934054,0.1113938930579016,1,2
2005-11-08,-0.9026617814559619,0.05198290359764265,-0.9042208169332027,-0.01876958502189443,2.488340049784063,-0.8934618933032813,-0.27805727966034277,-0.20351698735460838,-0.42234316568068614,0.9658041772219967,-1.3504864347644743,0.8324777605674285,0.7328896094176189,0.3671009098397189,-1.4389294232148118,-0.1091956510052913,-1.9975375508927653,1.3852760664673578,0.9737700198753889,-1.3018467733967911,1.2047838681054384,-0.08866110682821225,0.2086005031716688,-1.0894591560023137,-1.2138233865035466,-0.5354904196701753,1.2260481848559661,1.121968131230826,-1.0619892710595675,-0.42747763725299526,-1.147114828982256,1.291504234455993,0.5396374297771992,0.7105705950368032,-1.157818308211858,-0.07611769043099502,-0.23480496880920756,0.9409529041844015,-0.532210411699089,-0.41603580287506514,58.69898986816406,0.0244678868944606,0.0196220086246003,1,2
2005-11-09,-0.9255773212028238,0.07105564295363909,-0.8864718218582353,0.0661543900783535,-0.7799473771274933,-0.7793736823122469,-0.021718514112111315,-0.8514585058533815,0.08485797698054348,1.3664457445619422,-1.3504864347644743,1.2086458896046435,0.7804142941936947,0.20004402090321494,-1.4389294232148118,0.5429242635157364,-1.1351649733667386,1.6588034981451285,1.3696984777111523,-1.3018467733967911,1.2047838681054384,0.4100854206129349,0.24990195402204207,-1.0392824852023168,-0.7407264131102684,1.1653363332083335,1.2260481848559661,1.27843410873827,-1.0881942770865052,-0.4140993176885474,-1.0031204749567093,1.6764634571020527,-0.14624752192924456,1.1845477839657008,-1.125924856098525,0.05575761682888121,0.2680063014956648,1.3039052915470013,-0.5261474502418105,0.8357450828470361,63.37437438964844,0.0766370719917117,-0.01414188345216,1,2
