Date,bb_width,roc_10,rolling_vol_10,momentum_5,volume_lag_5,volume_ratio_5,High,return_lag_3,return_lag_1,volume_lag_1,dist_sma_20,dist_sma_200,rolling_vol_20,bb_pct,atr,obv,dist_sma_5,open_close_diff,roc_20,volume_ratio_20,macd,macd_hist,rsi,momentum_10,price_diff,dist_sma_10,return_lag_5,volume_lag_3,Volume,return_lag_20,rolling_var_10,dist_sma_100,volume_change,volume_change_ratio,rolling_var_5,high_low_range,sma_200,dist_sma_50,volume_momentum,rolling_vol_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.014254161893942716,-1.420313716872151,0.009556961451471828,-0.3707842125988482,-0.48530183145161776,-0.8531654668567665,-0.8765153157326993,-1.7669884412246768,0.5276022107501557,-0.23787834403024852,-1.128048116555142,-0.12383969694578731,-0.22870069849634073,-1.2887764954044092,-0.6447844327880456,-1.5012768517256325,-0.621025123017305,-1.1868580751459827,-1.04793994648657,-0.5820878626922499,-0.34753432728783434,-0.9516269369340681,-1.2202993683459096,-0.9869653931882418,-0.59881116244471,-1.153740590219205,-0.6944189640298183,0.003843397321964493,-0.5950996423777364,0.7063307768237652,-0.16896688889391026,-0.14087314707940374,-0.48659021089460647,-0.7286925378722422,-0.5391370062965066,1.2806605049670168,-1.4035475991380872,-0.637084999683315,0.20941409358694382,0.26771152651329266,17.697616577148438,-0.0361256114917017,-0.067165142063568,0,0
2005-10-19,0.15293866470270703,-1.9339000697001665,-0.1003295727373122,-0.9036564777440673,-0.4176241520741624,-0.1279215847177934,-0.9652806393862403,0.2674884342361719,-0.9503147079065971,-0.5985548753862086,-1.4917477446253695,-0.26217293880042014,-0.147953076772626,-1.5540395211822922,-0.5508039988005617,-1.5152823262855073,-1.2434110505559206,-1.0258583882322334,-1.2608575239793038,0.05819100315513628,-0.45087253929267,-1.0568715118157987,-1.4301266937906931,-1.3797409691807399,-0.8385199341195416,-1.5220619900587873,0.5782078054031511,0.062363568776763016,-0.2554975663446493,-0.14105987828415334,-0.30372885393640797,-0.3411346646111481,0.4765390196657635,0.5362502915765729,-0.5146993250217631,1.0289671803709968,-1.4038607923000819,-0.9075783209307748,0.28762125170372094,0.20767670393414442,17.5532169342041,-0.0081927396459485,-0.0413638285014153,0,1
2005-10-20,0.3359052755111926,-1.818268214816688,-0.08556594152767268,-0.4908885141181485,0.0061226704491143735,-0.2505416431791781,-0.9753408398497767,0.5280755541785026,-1.3703925471560698,-0.25851996950865114,-1.5012795894100297,-0.2922885856106041,-0.17034154200201154,-1.4208939544126042,-0.4807588727776639,-1.5280026999228247,-1.201345543334227,-0.6732717207769777,-1.1645108622251898,-0.18405762232159323,-0.5386381286386808,-1.0963488280444298,-1.4813838379625928,-1.2690342155704586,-0.18563171900166647,-1.3393043007541796,-1.7636716698070853,-0.23454186804606475,-0.3796865297512242,-0.883400208400505,-0.4509317355707693,-0.3866686602390961,-0.1617551478072617,-0.367720650128085,-0.3824446303383393,0.901092034916444,-1.4042477706936602,-0.958826265935571,0.02110165424278623,-0.19323762658363153,17.983970642089844,0.0242436070553436,-0.0603459046639941,1,2
2005-10-21,0.4469157850601419,-1.0784877792943819,-0.07654434120983356,-0.3224657842118923,0.06475115789263813,0.0997214624853263,-0.9951651830277062,-0.9533665080474913,-0.31308790038755113,-0.3828672143083909,-1.1290007519459915,-0.20097347047212835,-0.19600968469090363,-1.0081862754110231,-0.49413433599571405,-1.5145937514963665,-0.18809361803294547,0.8621958009465059,-0.7281032511072075,-0.013659134898447852,-0.5661148295310661,-0.9548051072030157,-1.371440153508909,-0.7020089012525768,0.5555674080000231,-0.6301398729888555,0.26796354749944007,-0.5953037578834555,-0.31314437124034356,-1.5455382530208632,-0.5221705864268058,-0.25796241848925044,0.10073927817945841,-0.05866693820174694,-0.42136893833917605,-0.3174791692842707,-1.4039115749492563,-0.7646451600753669,-0.16133878439495764,0.11971489477950785,17.244836807250977,-0.0419680581120213,-0.1049374327129446,0,0
2005-10-24,0.6505819746651972,-1.2930977111844406,0.08277559068947452,-0.887090589778662,-0.23270382629390854,-0.14794974393045773,-0.927703285086973,-1.3744463215452571,0.9146805969173524,-0.31624024644517823,-1.592023983667548,-0.3591901233774038,-0.06989647933956061,-1.302880569140569,-0.3378525239559699,-1.5265810864490035,-1.0030267000743185,-1.7111216000981746,-1.0247787468658556,-0.26754491660428825,-0.6418224867442163,-0.9800701460932988,-1.6228775224920218,-0.8310087301348092,-0.9520646419674854,-1.2711193856740481,0.5281866920517198,-0.2551883786158219,-0.45052556876317223,0.05409536180648605,-0.49292803653049144,-0.4843479264838996,-0.17991100977155683,-0.39793509202632515,-0.5085246398830638,2.0585486622381213,-1.403636335886178,-1.067384925784456,-0.282982307586545,0.2035237757288572,17.156728744506836,-0.0051223398692399,-0.0373035586895215,0,1
2005-10-25,0.7978062499301283,-1.1590963925440483,0.07905085330641697,-0.6744935930936253,-0.5941334564987776,0.19555046132341583,-1.0602598251861308,-0.3146197801903553,-1.5915386575263895,-0.4537965391354203,-1.5510760205500922,-0.3781162357095544,-0.23690976007950657,-1.193184505818827,-0.3420764299676256,-1.5377260533685972,-0.7258612341684701,-0.44379630891566757,-1.276892801386318,0.08190685538117654,-0.7011555333782337,-0.9532608449936583,-1.8861572043332515,-0.7280009281892419,-0.1130888570993336,-1.1670500236901804,-0.9511861640962602,-0.37956505170119553,-0.2479994899528479,1.2719752258886377,-0.46172480211367767,-0.5131627816704025,0.2878876614300663,0.19702011497895458,-0.5744377406193801,-0.42617453948649553,-1.4035645007584532,-1.0855579470608263,-0.12341238010900271,0.20822231208625455,16.98050880432129,-0.0103242979295491,-0.0044322318236275,0,0
2005-10-26,0.9263695937799954,-1.4193955932343356,-0.0503288502255535,-0.406677687088385,-0.2533885518440817,-0.03615144781417654,-1.069728178198233,0.9160772039382358,-0.19686827323007403,-0.251012336663967,-1.568413754662357,-0.41581263732086454,-0.24915079691619346,-1.1468773374755201,-0.34876424129404815,-1.5377260533685972,-0.7957416669754228,-0.40348429024811483,-1.3558737599234358,-0.1629147509067244,-0.7541970492476543,-0.9137466441886563,-1.8440336564941724,-0.9128372877327882,-0.22663848094103614,-1.1140628768417067,-1.371677833830841,-0.31292231575687773,-0.36064367953965015,0.0750726032699118,-0.5100188797222442,-0.5681889508510516,-0.14586660929030565,-0.34867944626125263,-0.5309434968741061,-0.14254151288188113,-1.4035083917868294,-1.1414270014609287,-0.2435207716166401,-0.021367147919172318,16.525279998779297,-0.0271748158085273,0.0058920661059216,0,0
2005-10-27,1.0795599746714157,-1.2242859092516416,-0.23887491158026394,-0.5820019737746205,-0.377995435846216,0.48906982854749464,-1.1114479285638308,-1.5961199120323506,-0.39377084951479907,-0.36380009359178456,-1.782094131344853,-0.5129855180145736,-0.23064127620238936,-1.2320704868633041,-0.4152896847927578,-1.5377260533685972,-1.2978605418172733,-1.095672659224641,-1.5327176388925305,0.2682410161739867,-0.8245473629830407,-0.9318392279963673,-1.7364960242304415,-0.7472565599790081,-0.5861967224595248,-1.455602439098889,-0.31333160654081493,-0.4505111628143561,-0.08885076165419731,0.038296665251003024,-0.427446704197877,-0.7068557184670254,0.38321640998537143,0.287901222168227,-0.4015355936898573,0.18383632931327776,-1.4034805631025165,-1.3137654499629918,-0.18228205713931495,0.0848221261804952,16.19242286682129,-0.0203479209936067,0.0743302299790713,0,0
2005-10-28,1.2301939600036054,-1.5011791367821978,-0.3037676332551376,-1.0127193642621375,-0.31122934971929084,-1.3225910118546036,-1.111152004838114,-0.19812294470937772,-1.0315903674033022,-0.09166077003134102,-1.8944322161477964,-0.5839806488674468,-0.2370423190747064,-1.2423558866863884,-0.3621400233816871,-1.5377260533685972,-1.2740103439517538,-2.0262517325363096,-1.6628090946772685,-1.1981901624900184,-0.8976383902187187,-0.9541835280091139,-1.7195562660231771,-0.9301670562480175,-0.4284965586696738,-1.5969463711798932,0.9156464000153924,-0.24767896899864758,-0.8966192749273413,0.033682481113662385,-0.36212758080242485,-0.8070403352480231,-1.1025340818091374,-1.2990512503558462,-0.48462776639268945,1.0537124699965503,-1.4034931139925573,-1.4294522703371615,-0.4733865247377172,-0.6678582550939411,16.613393783569336,0.0256658159114016,0.0904064287362848,1,2
2005-10-31,1.2191959036444233,-1.384810310436818,-0.1473870419402418,-0.358358182854696,-0.4490728623328691,-1.4489774856748585,-1.160860757634083,-0.3954951751687015,-0.7731812911481206,-0.9004588009212557,-1.4277681461855831,-0.4939557731721313,-0.16043018877589493,-0.9372876364127777,-0.3712915805880821,-1.5377260533685972,-0.17212752818869118,0.6017323800474065,-1.5891753779944942,-1.3401202465254758,-0.9103276734862642,-0.7986093182962744,-1.295008493966902,-0.8675896290063582,0.5429603420054762,-0.8007899741325362,-1.5930418014494694,-0.36049341851890837,-1.0050686514915252,0.515013577613902,-0.4785812937343712,-0.6789254434108793,-0.14009348204487204,-0.49586052546351855,-0.5412712012573334,-0.4128703479595945,-1.403615591318763,-1.2186787921558069,-0.642022378265061,-0.24370786796419336,17.080854415893555,0.0277489869966539,0.0665342716382042,1,2
