Date,momentum_20,vma_20,momentum_10,volume_ratio_5,month_cos,trading_day_number,macd_hist,dist_sma_10,macd,vma_10,momentum_5,dist_sma_50,return_lag_20,bb_width,return_lag_5,obv,high_low_range,dist_sma_5,day_of_month,rsi,roc_10,open_close_diff,volume_ratio_10,atr,volume_lag_1,rolling_vol_10,atr_pct,month_sin,Volume,volume_lag_3,dist_sma_100,week,roc_20,log_return,volume_lag_20,bb_pct,volume_change_ratio,roc_5,volume_ratio_20,return_lag_10,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.1332439284596385,-0.3237724194932374,-0.10268930619108603,-0.3084069615067212,0.691274609705019,-1.6979970924330727,-0.037622107021280334,-0.6914576751628514,-0.13670169432111845,-0.2972352240230896,-0.08660600596826673,-0.5113871244295181,1.436038805426572,-0.7782343990367708,-0.5092781948845426,-1.4156922200719715,-0.9537393946935534,-0.4272789169576484,0.24742021660706257,-0.8643213448157421,-0.4650547804654695,-0.1468758478807933,-0.3692597621662274,-1.2911692361784162,-0.2876138685818979,-0.9326352969378285,-1.0586186529995827,-1.2439814894983876,-0.3741698666722278,-0.24420129531100457,-0.42471103848901415,1.0284490953046395,-0.8328059221206016,-0.06547107960509217,0.21307890112805405,-1.250390930137358,-0.36041641219377313,-0.5879873607395711,-0.312459240425094,0.4095824809122376,3.622990131378174,-0.0197376929066589,-0.0390254659132957,0,0
2005-10-19,-0.12968183703638286,-0.32170976574524063,-0.1311053758529008,0.31698098264853275,0.691274609705019,-1.6979970924330727,-0.042646717660600963,-0.8582806467729575,-0.1402461790902281,-0.29904878042331345,-0.09163537888563757,-0.609411659760638,-0.937927385394182,-0.8078228633424079,-0.46264594358969163,-1.4203094136627277,-0.5953164315558077,-0.7119289693869698,0.361508427598097,-1.1280420634654111,-0.8866913469360276,-0.7946045166995955,0.14728497385182518,-1.2885295247655735,-0.3759179955990717,-1.4363949620738454,-0.9466762448330859,-1.2439814894983876,-0.16122027186507873,-0.2590352004601573,-0.49462129481638345,1.0284490953046395,-0.8005511355491245,-0.6999705000077187,-0.19732207431404059,-1.6791936644136671,0.1390724841112915,-0.6738493818278201,0.11838884875537332,1.0958955728237498,3.535724878311157,-0.0243813521870824,-0.0116962549912364,0,0
2005-10-20,-0.12502366237018503,-0.3249574175248988,-0.14447773546795376,-0.08589249085855744,0.691274609705019,-1.6979970924330727,-0.050499871795546866,-1.0545081315296934,-0.1451366996411231,-0.3476708380576803,-0.11049504168718322,-0.7279628514240615,-1.1917442232237432,-0.7113899570512441,-0.01255378631173239,-1.4240591437232992,0.9330310921766374,-0.9838713992924111,0.47559663858913137,-1.2413199550032337,-1.0880151238525173,-2.0610789834344896,-0.0900569395099027,-1.2821702471455452,-0.162941969140547,-1.4244353946465775,-0.7112710368019148,-1.2439814894983876,-0.2992455259450284,-0.2865577686710305,-0.5787832805920186,1.0284490953046395,-0.7546072980777855,-0.855667229463968,-0.24841855472512686,-1.9089257951009337,-0.39938252747122316,-0.9721891951141174,-0.15776189805106036,0.0363458746752582,3.5537803173065186,0.0050935791804455,-0.0059751024056707,1,1
2005-10-21,-0.10447200929298003,-0.327550697338429,-0.13361284848298846,0.25490841829459804,0.691274609705019,-1.6979970924330727,-0.05141838080999991,-0.8189220724118194,-0.14814376645010313,-0.33630170231791223,-0.09414964196708576,-0.6934146034866832,-1.846928892859886,-0.625370892092727,-0.5757198711384149,-1.4195250214133845,-0.2871224232397604,-0.5768829486164154,0.5896848495801658,-1.0230942146245976,-0.9350400912355485,0.05134501196477561,0.20259172629378136,-1.2812103480142385,-0.3009843551403774,-1.3173944069477537,-0.6937520597772436,-1.2439814894983876,-0.1744380432709015,-0.3749089051755839,-0.5596520578630041,1.0284490953046395,-0.47251970718248876,0.13259442750518388,-0.13426993785510274,-1.5515242723655485,-0.040689116304259434,-0.7230155626539598,0.10206280579491496,-0.5499351167397628,3.5537803173065186,0.0,-0.0309568218118989,0,1
2005-10-24,-0.1069382562950358,-0.3284590329014591,-0.12985187130657322,0.0025023726996892827,0.691274609705019,-1.6979970924330727,-0.04926026183281914,-0.6715494268323682,-0.15013504688023777,-0.33301036287160357,-0.0859772160570142,-0.6838934753808886,0.2045346098951447,-0.5506694985874871,-0.3925728988577138,-1.4195250214133845,-0.6046253179957038,-0.35964873468944447,0.9319494825532689,-1.314914789202328,-0.8821713439952183,0.021924211953426278,0.011288923881882811,-1.286249725134842,-0.17616138115773644,-1.2833726674428332,-0.8425063195552553,-1.2439814894983876,-0.24710812398058954,-0.16181949903520124,-0.5580355240158179,1.094315458488415,-0.5078227940793364,-0.03818761564882652,-0.23457961834407387,-1.3688755934344004,-0.3206562705651571,-0.5965945705923955,-0.045457889283981305,-0.2718686290168347,3.5537803173065186,0.0,-0.0127826550410359,0,1
2005-10-25,-0.11707699915341777,-0.33073040885930893,-0.1223300162831921,-0.2278756609432645,0.691274609705019,-1.6979970924330727,-0.04520260111059945,-0.5452997966392905,-0.15130779062870314,-0.3364631553576787,-0.08534877480936878,-0.6743375861597412,0.938500536359868,-0.5033286445002757,-0.06650894905464688,-1.4195250214133845,-0.5411318509449928,-0.14352646822275203,1.0460376935443032,-2.129840781097624,-0.7741996512404784,0.021924211953426278,-0.14049191892722487,-1.2876895812973026,-0.2488404817964856,-1.2668883468340717,-0.8850085440381074,-1.2439814894983876,-0.3100202454223379,-0.2999353731269443,-0.5568122134010253,1.094315458488415,-0.6477985379522538,-0.03818761564882652,-0.2751925420239411,-1.220522313371467,-0.3172615793174353,-0.5867622511458386,-0.17122327756172187,-0.5089157523767391,3.580861568450928,0.0075915180154005,0.0059097913043594,1,1
2005-10-26,-0.11214467883784603,-0.3289030035258632,-0.11188300829342486,0.08090663167775468,0.691274609705019,-1.6979970924330727,-0.037981280152378644,-0.3272502102496335,-0.1510847344120474,-0.33290177245089103,-0.06460333998310715,-0.6257763233225404,-0.27185316357307987,-0.47496792617502787,-0.7020853816938706,-1.4152826794479727,-1.1804639097212852,0.13117198875565644,1.1601259045353376,-2.129840781097624,-0.6156892477392126,0.1684075374951493,0.07721957572754971,-1.293688872480214,-0.3117604119934596,-1.2031323785504262,-1.0755445979275513,-1.2439814894983876,-0.22086426729556266,-0.1750459485239492,-0.5291959618942231,1.094315458488415,-0.5779704899991154,0.21634753760605624,-0.25314145650455155,-0.981988351267737,-0.0921866248832854,-0.25185282369539863,0.009176881089504362,-0.46237068294477623,3.5146615505218506,-0.0186601996015168,-0.001681726711041,0,0
2005-10-27,-0.11926914392823479,-0.3265187110482708,-0.12149429140261263,0.08702177785476613,0.691274609705019,-1.6979970924330727,-0.03636735857053071,-0.503207969269365,-0.15232347007601202,-0.32752138929693075,-0.06020250793155472,-0.7137871037065222,0.06740173397678505,-0.43088354543429164,-0.8580463939491745,-1.4196714821099665,-0.7845315820311902,-0.3490551501131919,1.274214115526372,-2.129840781097624,-0.7683942248035853,-0.562533040718266,0.12338302126057854,-1.294168829511368,-0.22259336768112042,-1.1740062037524144,-1.0566338631204022,-1.2439814894983876,-0.1975603770972521,-0.24776374052831904,-0.592955438022681,1.094315458488415,-0.6819421668390082,-0.6638433482313443,-0.238949363296971,-1.1787490304663233,-0.19847356957505038,-0.18057610744805266,0.0528287315317187,-0.01312000064718451,3.4454519748687744,-0.0198881402257824,0.0278615579835859,0,0
2005-10-28,-0.12228331314089047,-0.3257597570388122,-0.12274766350967402,0.04303677089639855,0.691274609705019,-1.6979970924330727,-0.03853229879955946,-0.6918526578256123,-0.15477573011429863,-0.32326430098308556,-0.07843343063093469,-0.8046086411707631,-0.3516765270216975,-0.3560623698024302,0.13189275848063542,-1.4239067762984252,-0.896180751050807,-0.7215728756506504,1.3883023265174064,-2.129840781097624,-0.7987532381619685,-0.39743013734562566,0.05274758354840245,-1.293688857549213,-0.1992865849659118,-1.14788324028815,-1.0061956759829198,-1.2439814894983876,-0.22198566453107743,-0.31071716670973265,-0.6591372941913799,1.094315458488415,-0.7314928659625182,-0.7050148312405763,-0.23675936776343626,-1.3315259473664895,-0.26125828964799097,-0.48883442276085226,0.001517973811893683,-0.5752332118289692,3.508642673492432,0.0181741667708631,0.0552158572812988,1,2
2005-10-31,-0.11159664807190867,-0.32845122867721677,-0.10853971145330801,-0.2078754691920123,0.691274609705019,-1.6979970924330727,-0.03257310794141866,-0.3127398761714915,-0.15452741715851165,-0.32690928210413983,-0.0652319804670993,-0.7001784409297639,-0.5145309992347302,-0.3174846000260089,-0.039179173591084644,-1.4202688270305894,-0.10753338763383016,-0.15861973407918417,1.7305669594905095,-1.6487521174852409,-0.5733245994310737,1.4477863443990238,-0.17686228332310253,-1.291529118098525,-0.22371490410629088,-0.9687238845599615,-0.9746521752849432,-1.2439814894983876,-0.31703137143798826,-0.22150265352831716,-0.5944200385528903,1.1601818216721904,-0.577725844871163,0.5711719768486154,-0.27532485054173195,-0.9540719841464984,-0.3570715421543821,-0.26534167965919486,-0.1890108259602719,-0.3924286440812338,3.5748445987701416,0.0186924463453952,0.0203741730564362,1,2
