Date,volume_lag_10,open_close_diff,trading_day_number,rolling_var_10,price_diff_pct,volume_ratio_5,return_lag_3,rolling_vol_10,volume_lag_3,week,vma_20,dist_sma_200,dist_sma_20,volume_ratio_20,bb_width,return_lag_5,day_of_month,month_cos,dist_sma_5,day_of_week,dist_sma_100,month_sin,dist_sma_10,dist_sma_50,obv,high_low_range,rolling_var_5,macd,bb_upper,volume_change_ratio,Volume,day_of_week_sin,momentum_5,volume_lag_20,bb_pct,roc_5,rsi,atr,return_lag_20,volume_lag_1,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-1.043903142832052,-0.635582722330773,-1.6979970924330727,-0.37978383230528223,-0.3397387953600774,-1.4416942851002665,-1.0343715869320396,-0.06393531508726553,-0.40594873171410834,1.0284490953046395,-0.9069917554251677,0.5250454685469499,-1.9749133851007767,-0.7371833160310692,0.9149263495470901,0.09570354994296859,0.24742021660706257,0.691274609705019,-1.2454343220195714,-0.7039887640569764,0.06878394821238526,-1.2439814894983876,-1.6682688728787123,-0.6740415631705998,-2.0155530740064505,0.34695015887610703,-0.4249403674739121,-0.35398631143456266,-1.2025240831761972,-1.0786917174119675,-0.9110822221816163,0.8324777605674285,-0.5698462625170182,-0.9797009697945541,-1.4744487897234853,-1.242964659239428,-2.241081634582621,-0.8372495140403886,0.6964717386980375,-0.6220791115332385,70.97956848144531,0.0019109046394329,0.0145912624584591,1,1
2005-10-19,-1.0603870998138654,0.18202652915194073,-1.6979970924330727,-0.5197779792362855,0.049162533897229264,-0.7957956334307896,-1.594004504575852,-0.017849782959847744,-0.1505883357630722,1.0284490953046395,-0.9159557398684868,0.5272733068279352,-1.8307983392788132,0.0440531328931379,1.083818781092293,0.5422266877225753,0.361508427598097,0.691274609705019,-0.5959099726222757,0.004566198977244899,0.0665787181661222,-1.2439814894983876,-1.2159957502912546,-0.6537101288815858,-2.004188106942402,0.5390663940966461,-0.5351223603750203,-0.4251509670035311,-1.202599938685251,0.7677247154374419,-0.7472695786592823,1.2086458896046435,-0.66246039581216,-0.5919280258814902,-1.2891333048927178,-1.435123988145955,-2.241081634582621,-0.7881901542408609,1.995359304590829,-0.9116111134016801,70.87970733642578,-0.001407890473694,0.0261816586562366,0,1
2005-10-20,-0.6476053651708994,-0.5858563149975113,-1.6979970924330727,-0.580196086489129,-0.08954528743744739,-0.028352790031995943,-0.5098402252770945,-0.2345334241051081,-0.6198136656377231,1.0284490953046395,-0.9190830465175049,0.5094323171067081,-1.7424097047137748,0.6855665181328281,1.2309735518819982,-1.0372075936139247,0.47559663858913137,0.691274609705019,-0.22840871719554542,0.7131211620114661,0.036864796406493525,-1.2439814894983876,-0.9534785577598468,-0.6752303139868155,-2.018783468969651,1.052411654394882,-0.6130831682329367,-0.4797006342585941,-1.2032118762393795,0.32535264842972333,-0.6121485902076806,0.1546462138481672,-0.48022022313679824,-0.5532559385228698,-1.1697713496507534,-1.0498156350017664,-2.241081634582621,-0.7373469129959859,-0.4449922082633531,-0.7482579280304978,72.2562255859375,0.0192343132722302,-0.0348110104477895,1,2
2005-10-21,-0.43431122356939345,1.105156828185837,-1.6979970924330727,-0.5954055584839995,0.7807082763090589,-0.3169433426290064,-0.3296814295963551,-0.46698534201365,-0.9100733782267245,1.0284490953046395,-0.9187470757790688,0.6171702817103958,-1.3502285529405573,-0.13367575917994953,1.3084090739138332,-1.5982527635104826,0.5896848495801658,0.691274609705019,0.4817564985294369,1.4216761250456875,0.16955753317019426,-1.2439814894983876,-0.3623916881406386,-0.4882626001003104,-2.0083887909871274,-0.13226981986368377,-0.6130831682329367,-0.4943869073235875,-1.2055490356984135,-0.7223458875817121,-0.7878548387507006,-1.5358380131821974,-0.04628027650920852,-0.790242940098,-0.8943808464375239,-0.05173170892637395,-2.241081634582621,-0.776817442160258,-0.26688710502498797,-0.6135159239979302,70.97956848144531,-0.0178264227985362,-0.0424436762707314,0,0
2005-10-24,-0.5942252808639956,-0.8172555029755694,-1.6979970924330727,-0.6023051921007301,-0.7690204923178622,-0.865006086393537,0.06127331498994348,-0.4306120951315259,-0.7463096204025318,1.094315458488415,-0.9173743103893754,0.49664818645544095,-1.5184820994169141,-0.7692402483393835,1.3988738624063612,-0.5113525596484735,0.9319494825532689,0.691274609705019,-0.14037860731268498,-1.4125437270911976,0.011195289535396802,-1.2439814894983876,-0.6397713712054464,-0.6716036359152582,-2.015535406331835,0.8940479989738928,-0.6130520767258999,-0.5248010467941724,-1.2082565141851802,-0.7675176413127447,-0.9237148308488847,-0.6905958996670153,-0.0918383222890684,-0.9457666799379328,-0.9728452674367258,-0.1616463304481216,-2.241081634582621,-0.7757024226836128,0.08517750742464256,-0.7887293554642858,71.88534545898438,0.0126803578190262,0.0020075640425414,1,2
2005-10-25,-0.8588108714316932,1.0155839968661684,-1.6979970924330727,-0.6249149780985718,0.5024516429697592,-1.2471973839958383,-0.07774864569955857,-0.36157999952292774,-0.6112289553576704,1.094315458488415,-0.913905309894365,0.5636328114396951,-1.2155866181845492,-1.0819097002231755,1.4324011071974614,-0.33073912726386895,1.0460376935443032,0.691274609705019,0.2213780745864539,-0.7039887640569764,0.09189951368429616,-1.2439814894983876,-0.20225299772342875,-0.541341808149811,-2.009964754278036,2.108294396222597,-0.6118980113751149,-0.5284253319102301,-1.2127705967347229,-0.5991045208629042,-0.9896342370072124,0.8324777605674285,0.05828383557884421,-1.048137642375224,-0.7803898117571663,0.20292029681117374,-2.0844653645400113,-0.6666567742186861,0.0775290744344132,-0.9242082904020292,72.86247253417969,0.0135013008372105,-0.0089694846242078,1,2
2005-10-26,-0.9008251463903262,0.6533490024086712,-1.6979970924330727,-0.6717656450661909,0.5372060098864485,-0.7482906780424432,0.7869385494695267,-0.36030182410403316,-0.7868827688600056,1.094315458488415,-0.9202520334665502,0.6352993598412392,-0.8812831624796256,-0.8740029048942993,1.3592637585237297,0.06120220460376431,1.1601259045353376,0.691274609705019,0.5296060095963124,0.004566198977244899,0.17906394601705058,-1.2439814894983876,0.265877231853928,-0.4012951697080593,-2.0033920650499537,-0.22811166624731885,-0.6022411552501439,-0.5097517506510116,-1.2219468869751393,0.1342131039269886,-0.9477210174173858,1.2086458896046435,0.14641902382397212,-0.8397618063298842,-0.5907015989270274,0.4164716018279315,-1.5033562316450697,-0.7772632253749885,1.0402664225442988,-0.9899428072390731,68.45476531982422,-0.0624005595777202,-0.0224707854614183,0,0
2005-10-27,-0.4017230614858964,-2.816059802439254,-1.6979970924330727,-0.6751395297942293,-2.5584265665668466,0.7166524958545478,-0.7655092568970882,0.21774847936891376,-0.9227022170146922,1.094315458488415,-0.9188834674999337,0.24888694504528677,-1.6881773566064169,-0.22062541783685,1.3144259836515049,-0.0781705826203731,1.274214115526372,0.691274609705019,-1.5023368466859657,0.7131211620114661,-0.3197668678834153,-1.2439814894983876,-1.0255206818377096,-1.0203335224547103,-2.0133375126906423,2.0970067058787687,-0.5334184951735299,-0.5694696799401264,-1.2332264910884096,0.744588723772487,-0.806645249373129,0.1546462138481672,-0.3047016638588262,-0.826772595460456,-1.1048725921222564,-0.6800543234078907,-1.551421168430632,-0.7460436157619608,0.6291302132817387,-0.9481471449388885,69.25357818603516,0.0116016474492883,0.0401299035425645,1,2
2005-10-28,-0.14568188822111255,0.36250406724533857,-1.6979970924330727,-0.670098185077363,0.45682812961611713,0.26565470066127705,0.512398029094464,0.10174146921337558,-0.9886019512104545,1.094315458488415,-0.9224948058015815,0.30717381250128867,-1.340836170549411,-0.5466147399974624,1.166390330430264,0.7886986794014611,1.3883023265174064,0.691274609705019,-0.7824437931594579,1.4216761250456875,-0.2456372086272885,-1.2439814894983876,-0.6506370587493016,-0.8994122581981657,-2.0051207036417087,0.10545875364445002,-0.5227825374328154,-0.5974436885412567,-1.2477958662881223,-0.5135620831690441,-0.8789507593353211,-1.5358380131821974,-0.3651993802577033,-0.8161065448756043,-0.9293174548866131,-0.812625603601911,-1.2764397960580112,-0.7607611991258925,-0.05069822777895447,-0.8074670631503698,71.12220764160156,0.0266248175147367,0.0387848054241722,1,2
2005-10-31,-0.6161581480155139,1.1274692031063245,-1.6979970924330727,-0.6704055365523003,1.0966771657537449,-0.733775689698564,0.5467867467200027,0.2392397491658046,-0.9467012395501561,1.1601818216721904,-0.9247003036114264,0.45608334610397727,-0.7568275573391232,-1.1090350487962253,0.85033758328172,-0.7676667805603744,1.7305669594905095,0.691274609705019,0.18053669696846533,-1.4125437270911976,-0.05466511986728637,-1.2439814894983876,0.00479728061453053,-0.6291153185311069,-1.9997956893442137,-0.300791431406477,-0.5220231007356023,-0.5812256097941356,-1.2675726384390609,-0.8397929642038218,-0.9999087752017374,-0.6905958996670153,-0.035822746762574124,-0.9627259782796768,-0.6010001713362525,-0.026147134503906103,-0.9002552188637346,-0.8354652583018292,0.17635527833413386,-0.8795697721857776,71.24345397949219,0.0017033091522768,0.0137436967550627,1,1
