Date,roc_20,rolling_var_5,month_sin,macd,return_lag_10,volume_lag_5,rolling_vol_10,volume_lag_20,dist_sma_5,rolling_vol_5,volume_ratio_5,day_of_week_sin,momentum_20,dist_sma_50,return_lag_5,day_of_week,roc_10,atr_pct,price_diff,dist_sma_10,volume_change,rolling_var_20,momentum_10,open_close_diff,volume_ratio_10,Volume,dist_sma_20,volume_ratio_20,return_lag_3,dist_sma_100,return_lag_1,volume_momentum,volume_lag_10,price_diff_pct,volume_lag_1,obv,bb_width,macd_hist,rolling_var_10,dist_sma_200,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-1.2029570163019572,-0.4258916337412568,-1.2439814894983876,-0.3476186586816796,-0.7725250396049856,-0.8477875990773125,0.6889249479310597,-0.4625023855266077,-0.8745645325755905,-0.16138607879931038,0.6420674392701813,0.8324777605674285,-0.4088409542371969,-0.592385670002473,0.7857562237371188,-0.7039887640569764,-0.727041038460324,0.7595589074339142,0.004400528528122353,-1.3185302856283017,-0.0098360019616262,-0.418755565036294,-0.2571104511105192,-0.12103777035421881,0.3382317857197252,-0.3535009320964367,-1.228918427781273,-0.28032465757471947,-1.0598941605542227,-0.23508173283666686,-0.48852168377337285,-1.1301924548134044,-0.24563693219987737,0.2461464099848509,-0.3447347559152321,-1.7527558610312806,0.09858744002987131,-0.25081656042962575,-0.46566917929155777,0.15379441126127782,27.29804229736328,-0.0154744961840816,-0.0420738903417557,0,0
2005-10-19,-1.797869090976176,-0.43558958200087633,-1.2439814894983876,-0.3755498722107432,2.757488085799169,-0.7994596249429906,-0.2078207887311596,0.08590576507824833,-1.017159079092845,-0.30097740169817483,-0.6527114810635821,1.2086458896046435,-0.5318683894922216,-0.8102176882911,0.08816738364601184,0.004566198977244899,-1.898929709852653,0.8444661951222125,-0.2059369572405975,-1.5372219894736414,-0.4598583491999162,-0.41997262122267137,-0.48079783945774435,0.3928313699959652,-0.35932638098999353,-0.6907970287382439,-1.4472096394547191,-0.919508101395312,-1.6592084031539454,-0.42986658837814834,0.2530838238402856,-0.9518384528459417,0.42914732987103804,-0.9469037256761047,-0.35579587334200524,-1.7527558610312806,0.0029499431104767016,-0.2772084647912389,-0.46707669166458443,0.002946232059089705,27.13998031616211,-0.0058070597641954,-0.0274718098664833,0,1
2005-10-20,-1.7401638576480376,-0.4430895566765966,-1.2439814894983876,-0.4008539039448943,-0.6429982254486644,-0.6690112118138876,-0.20443153586359947,0.01634550367916003,-0.7824191783444644,-0.30450262125667743,-0.24409465237266106,0.1546462138481672,-0.5174165694712816,-0.8894302910877955,-1.0594944578338719,0.7131211620114661,-1.8189843762850224,0.7591710861394437,-0.10663407878107563,-1.4346498899478495,0.1940641134124454,-0.4207846133418038,-0.4627369689567045,-0.6757616612842348,0.04624448469725225,-0.5541397693790963,-1.4443409799602827,-0.5907434161607539,-0.488430211142599,-0.5131089356957027,-0.9470280461337132,-0.7857228091623786,-0.6963632596051806,-0.38954838160635347,-0.6911088079039076,-1.7527558610312806,-0.0627023773999384,-0.29069402538752215,-0.4688058255654807,-0.059149210073985395,27.29804229736328,0.0058070597641954,-0.0304321123500702,1,1
2005-10-21,-1.0994823512675214,-0.44419429474261046,-1.2439814894983876,-0.4155292322204476,-1.7810741981757612,-0.4795586885516757,-0.36035070199589275,-0.24734233583980447,-0.2942294428681625,-0.6080801281779848,-0.21175642564722463,-1.5358380131821974,-0.3853554591212001,-0.8011997114014948,-1.659130148096661,1.4216761250456875,-1.1683752461818864,0.38979069925202764,0.010654902974583757,-1.0505222737506132,-0.0009708992556877086,-0.4198860231485441,-0.3370907703073859,-1.1563769456707305,0.08143774526629807,-0.5588410105713303,-1.2312752638094797,-0.5772296519115431,0.2539100083539341,-0.4667411600194811,-0.3832982569633376,-0.7984688874171224,-0.4055380721753613,0.2872029473035279,-0.5552550369260458,-1.7527558610312806,0.026086270789814434,-0.2706222738814474,-0.46821050183731344,-0.01833878068777323,26.785926818847656,-0.0189383580062975,-0.0583354012237996,0,0
2005-10-24,-0.932454374897957,-0.44126391739225684,-1.2439814894983876,-0.43926769971320134,-0.34398965938558407,-0.3394079626700302,-0.2837792344612982,0.018586668682193237,-0.9727249643577773,-0.37955340718060426,-0.606784237949406,-0.6905958996670153,-0.350308050181529,-1.0669390661313976,-0.48772399851808124,-1.4125437270911976,-1.423473603853169,0.4602932113287035,-0.23799575687553706,-1.4857566603884178,-0.2333770001630783,-0.4178034231628189,-0.38172504033395066,-1.6267751601260116,-0.4432756678420146,-0.7319867658732593,-1.615012961055438,-0.9106158237859526,-0.947390817800401,-0.6944229033679846,0.29394696801393283,-0.9927759714772508,-0.538560565077663,-1.1452977125451087,-0.5599286367570138,-1.7527558610312806,0.2101684787855342,-0.28087949231076775,-0.46535458281791675,-0.19906609871777078,26.58150291442871,-0.0076610361513765,-0.0464601356329071,0,1
2005-10-25,-1.2027150236819397,-0.4417784298995769,-1.2439814894983876,-0.46177530501388747,0.7852432519312975,-0.3505350905820369,-0.510740573908268,-0.4882552595724508,-0.933730543703351,-0.5512461413730999,1.2664482407639523,0.8324777605674285,-0.40125345850931515,-1.1642635379887394,0.255014381929412,-0.7039887640569764,-1.8205269882041637,0.35900821831387664,-0.12383537768016345,-1.447430108673382,0.7257004682950958,-0.4154219966535409,-0.4568036969983933,-1.327383014991894,1.024770055887144,-0.210007317760806,-1.7090146508398958,0.24190063239747928,-0.3831025390144796,-0.793714050084249,-1.149013558108362,-0.9212544498476681,-0.8513680268687432,-0.49685341299229224,-0.7320563663550286,-1.7527558610312806,0.4038960051018293,-0.2855114865318106,-0.46686235548677857,-0.27715805897954315,26.55832290649414,-0.0008724157088092,-0.0159032190884265,0,1
2005-10-26,-1.2695009023246189,-0.44142940047141754,-1.2439814894983876,-0.47831372627076846,0.08776848562925557,-0.6878491041182891,-0.5424095079731769,-0.4168786693934317,-0.6955443647894025,-0.5969908534872723,0.011629891707825598,1.2086458896046435,-0.41426057068533073,-1.1638523152576266,-0.9469307728855137,0.004566198977244899,-1.8765373515730883,0.32881696250669856,-0.05658988351852606,-1.1575994104388958,-0.4055141683575187,-0.41338800849969876,-0.4676388649905817,-0.9566797488999803,0.0024320025017179688,-0.5079155536668285,-1.6391771694199695,-0.4185234749481901,0.29481363582670433,-0.8173561824059843,-0.49140775698782896,-0.7651567786175436,-0.8025494371868529,-0.10296815105385178,-0.21314594233829615,-1.7527558610312806,0.5596512660611034,-0.2718856911096332,-0.47313910691946987,-0.29537092368754275,26.326494216918945,-0.0087673622477824,-0.0150308033796174,0,1
2005-10-27,-1.6217953403709089,-0.4402254029974306,-1.2439814894983876,-0.4954532678774096,-1.0597056835036824,-0.5511845856366214,-0.5845570609358527,0.3074958238808968,-0.8346647217181731,-0.5853834304820155,1.6554348802480097,0.1546462138481672,-0.48381419538147935,-1.2796625336889762,-0.38233983293184715,0.7131211620114661,-1.7211911924292527,0.19910345139316982,-0.13400315908396046,-1.175647230495881,0.9744657121461779,-0.41197691419700355,-0.434615688289438,-0.6287420251265193,1.660339844711258,0.1943652740749524,-1.71840306387563,1.1787528252329742,-1.149576437722325,-0.924187226204657,-0.09554815112851117,-0.16160424829545622,-0.6707767388837241,-0.5607909912495704,-0.5093026005574663,-1.7527558610312806,0.6689712441070308,-0.26273039410511967,-0.476726192193232,-0.3822260503642098,25.75115776062012,-0.0220962291095338,0.0010400551008819,0,0
2005-10-28,-1.8860275249210725,-0.43901436230809865,-1.2439814894983876,-0.5218678732886471,-1.6592433178468298,-0.5558860765549657,-0.6956244435066454,2.0908802992066273,-1.3704458527441068,-0.6402364158806533,-0.38305400340750806,-1.5358380131821974,-0.5331334081201277,-1.5723361238933224,0.2959399484360437,1.4216761250456875,-1.620208051052527,0.2678241091781295,-0.2614521378896125,-1.6818692429171007,-0.9185613389325615,-0.40963511591699175,-0.40958946940128943,-1.0980773527935122,-0.14591288767264185,-0.47539198397573196,-2.0783390060854168,-0.06420016425053054,-0.4913191436026564,-1.163362119967468,-0.5559201002805841,0.4562198503320404,-0.47940093298648634,-1.325568110433657,0.18884910526180174,-1.7527558610312806,0.8381585008090288,-0.28233609437971063,-0.4733827822228699,-0.5809281468179588,25.56991577148437,-0.0070630924154051,0.0433233049635049,0,1
2005-10-31,-1.7832971661544808,-0.4358845193735898,-1.2439814894983876,-0.5449235217527412,-0.48802872342271486,-0.7290410292186554,-0.6954429502704722,-0.4528009322579832,-1.258500868655065,-0.72782114829532,-0.3284887321071608,-0.6905958996670153,-0.5094670792698076,-1.6471319157479882,-1.1492248369097298,-1.4125437270911976,-1.6102399793788813,0.34402757993845173,-0.1152343743963584,-1.6664568084182447,0.11240605556830391,-0.40674375935026913,-0.40597743540195547,-0.5723957111048017,0.0781348659323502,-0.39791928054258735,-2.103669288640574,0.12948943325379297,-0.0950673578668557,-1.240870037785781,-1.3331560684839903,0.7431246130338134,-0.3378274260685524,-0.46226716841861126,-0.4769702560562154,-1.7527558610312806,1.032273207483152,-0.28826799911066325,-0.4701824576155602,-0.6483066921319468,26.1621150970459,0.0228958803931038,0.0407790038900695,1,2
