Date,volume_ratio_20,dist_sma_200,atr,rsi,atr_pct,momentum_5,day_of_week_sin,dist_sma_50,momentum_10,Volume,open_close_diff,day_of_month,vma_5,volume_lag_20,rolling_vol_20,volume_momentum,volume_lag_3,return_lag_20,month_sin,momentum_20,rolling_var_5,return_lag_3,volume_change,rolling_var_10,volume_ratio_10,bb_pct,price_diff,volume_lag_1,sma_200,dist_sma_10,dist_sma_5,obv,dist_sma_100,volume_lag_10,return_lag_10,bb_lower,macd_signal,return_lag_1,volume_ratio_5,vma_10,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.0036159841566011514,1.5760696169026518,-1.3038476652608548,-1.1349366011541804,-0.22316918756435067,-0.8430396907276997,0.8324777605674285,-0.37974983008776697,-0.5758257147214115,-0.6877421383909506,0.1818926404528886,0.24742021660706257,-0.7624425279472177,-0.8564152832212377,-0.10087672851163695,0.5215458539783443,-0.8525994336788829,-0.37809462026660506,-1.2439814894983876,-0.6643580389996209,-0.23049439497781005,-0.9182845461972596,-0.6429277247314131,-0.47965673239347534,0.18419909080507527,-1.6705469498662342,0.1827654396477401,-0.14443235225787296,-3.05669619992757,-1.4703507761198273,-1.3516950728321488,0.7480897998573622,0.9721344718014013,-0.9790578729726015,-0.27234661327407905,-2.4962533462764402,0.21447692992632708,-1.3092001125618655,-0.357660626224276,-1.0086544108510893,127.93885040283205,-0.0313192065380357,0.021004810138319,0,0
2005-10-19,0.510654430536381,1.3049261723864651,-1.2746395108449682,-1.3942364365731734,-0.05965283703875735,-1.1294732027126035,1.2086458896046435,-0.8055340913484522,-0.844940663756314,-0.5138127589571816,-1.0157265338643862,0.361508427598097,-0.6803766718275172,-0.8712012994343373,-0.00046938570289819473,0.7769069582137756,-0.47228413494186117,-0.24402060957688945,-1.2439814894983876,-0.7936031922825689,-0.3256519298010687,-1.9691201198388555,0.21292493036795515,-0.4107937564843732,0.6403291602971586,-2.0234782604252564,-0.6384575709919573,-0.6890236133757626,-3.05669619992757,-2.047072824679829,-1.7322750891816936,0.7240775015423664,0.6088079410704438,-0.9932266660629842,0.30100581212197647,-2.529863568183833,0.12751108151896595,0.4337864535704375,0.06082358706927963,-0.9435540153042157,128.736572265625,0.0062158224805968,0.0739365462787391,1,1
2005-10-20,-0.25685681736177624,1.3410144478378216,-1.2597247354533037,-1.4358257796008367,-0.035009001812976184,-0.8698985535064278,0.1546462138481672,-0.744368489579607,-0.7432010951864797,-0.7488520003762935,-0.0007243783634269578,0.47559663858913137,-0.6540502625384507,-0.6773886195591945,-0.014957761479709097,0.9227168230719103,-0.1405282099720475,-1.0308486914897437,-1.2439814894983876,-0.6397787012297773,-0.5352680448592014,-1.3090301639425743,-0.27292263857634147,-0.3813791932330219,-0.30212471144294306,-1.6085712618873371,0.11039609413485396,-0.515700415998918,-3.05669619992757,-1.6043294559022514,-0.7190173077391331,0.7398445672577466,0.6396690161017177,-0.9115920598736942,-0.3723698436519576,-2.529863568183833,0.03961509629232419,-1.4667214341328452,-0.8206120244082856,-0.9210990587502367,135.44540405273438,0.0508003959823662,-0.0132751245049636,1,2
2005-10-21,0.7808305435971098,1.7436304165952492,-1.2044162501741067,-0.7137225221111002,-0.02494765917744001,0.04159669674724061,-1.5358380131821974,-0.10228625683148308,-0.18090501839253054,-0.40580100141539893,1.3654527712910987,0.5896848495801658,-0.6371379480325267,-0.8230781910019239,0.1334129414651616,0.8427642832935465,-0.6866259858552154,-2.204674579125231,-1.2439814894983876,-0.12438986240882917,-0.5062199704092518,0.43394163646282624,0.4138384565250989,-0.38630936659365034,0.7448837078794748,-0.5318964437768123,1.0196997914220096,-0.7499204940812481,-3.05669619992757,-0.07394091583736209,1.4710251736795237,0.7676459437668693,1.1423969307808277,-0.8117236599601189,-1.2744917547974683,-2.529863568183833,-0.026497473316094634,0.2743457869374692,0.3049194278194403,-0.8658443979480035,132.43875122070312,-0.0224483533893486,-0.0083403889048756,0,0
2005-10-24,-0.60481326502322,1.5359655977558866,-1.167750918491229,-0.8594910832068043,0.13710398108315433,0.0923240450656791,-0.6905958996670153,-0.4204415817881772,-0.43688921417767657,-0.8494701086214521,-1.1182888049433568,0.9319494825532689,-0.8147353612828773,-0.539948150287683,0.16949409922043687,0.13700983427396587,-0.512823320711155,0.57929377453884,-1.2439814894983876,-0.30834124060875373,-0.5008293274110669,-1.4665501510702137,-0.5207712703133557,-0.3989241349320334,-0.7614673850892024,-0.9251002169494358,-0.4748293576265411,-0.40806510313584266,-3.05669619992757,-0.5782387607084029,0.34460696425673437,0.7554085852663592,0.8627713871783088,-0.8395081188166243,0.5824172864565493,-2.529863568183833,-0.0837651052872204,2.342407049146636,-0.8906025927306199,-0.8666380023027584,134.8113555908203,0.0177561516027403,-0.0032486585355787,1,2
2005-10-25,-0.7349340374073842,1.664969373271441,-1.1264247984092712,-0.7207564875344457,0.1955612229450915,0.17287614947954844,0.8324777605674285,-0.1973243714455464,-0.4915879683845649,-0.8955634175741808,0.6985343621330065,1.0460376935443032,-0.8668495615315311,-0.6651253766125863,0.06564736995384769,-0.039024323106790215,-0.7476913269391393,1.4216695222837132,-1.2439814894983876,-0.3836704367113648,-0.46458737262012456,0.2745023205329478,-0.04845817536333475,-0.4710237186103916,-0.8981212293011379,-0.5097057237134341,0.3526596461645343,-0.8501879261380683,-3.05669619992757,0.13275732077285549,0.9483390876222194,0.7660289795046188,1.013021581848797,-0.7824145104862852,1.101674886807314,-2.529863568183833,-0.12613319623813438,-1.0552457527782182,-0.982213264612726,-0.8813178695540017,137.75668334960938,0.0216125296023844,-0.0012144330666763,1,2
2005-10-26,-0.48795753482558124,1.8268112819236555,-1.1012562464538629,-0.38622412756012753,0.19728350939563627,0.684567311283314,1.2086458896046435,0.07596618627304012,-0.3264038351599703,-0.85006570545886,1.2913706365133184,1.1601259045353376,-0.9511698652899271,-0.06230281863327292,0.12871127885669328,-0.2219373542069371,-0.40489025391835126,-0.6696549603788238,-1.2439814894983876,-0.19178503070341407,-0.46516086179637706,2.342546063141901,0.060350355790564046,-0.5369682491922757,-0.7383833028260656,-0.028742908843790205,0.4407614580932626,-0.8961205897937092,-3.05669619992757,0.9095855777718435,1.2570795051015204,0.77824544432614,1.2053990141721314,-0.8369971148442475,-0.05867936229718087,-2.529863568183833,-0.14894781662671203,0.8096454598097942,-0.5361216471244273,-0.8825292922385407,127.03887176513672,-0.0809958483031059,-0.0228269626690608,0,0
2005-10-27,4.512872346676922,1.1400716490129963,-0.9723060839819276,-0.7944403603067269,0.813303879506636,-0.15532248235122112,0.1546462138481672,-0.9899142763392293,-0.7519558828111275,1.2863078146037281,-2.8227948484771326,1.274214115526372,-0.4408240212420156,-0.7455288346305902,0.9250930493118624,1.4156351290960514,-0.8482361309952091,-0.11186691259029613,-1.2439814894983876,-0.5953755327774404,-0.39528312977471786,-1.0550779555356475,2.544274247401442,-0.557922050970876,4.281944756758623,-1.473393242418012,-1.6610338528464546,-0.8507814471897912,-3.05669619992757,-1.2045127737032877,-2.164210044188499,0.6910844873159062,0.3191029644723048,-0.8497881356978159,-0.9170401557907951,-2.529863568183833,-0.18708775611167777,0.9885240567573041,3.712898729727887,-0.5941495886268287,134.3204345703125,0.0557351315824541,0.083961200803744,1,2
2005-10-28,4.512872346676922,1.5721581588961835,-0.921036569876686,-0.4003840165969883,0.7549342225049444,-0.11355012861921812,-1.5358380131821974,-0.2680311615993015,-0.05291332855344738,1.8381505515739542,2.4945180576391452,1.3883023265174064,0.12187937968191383,-0.3672917619821962,1.3067266687475376,2.6777799239913227,-0.8942958591870377,0.3485358770728057,-1.2439814894983876,-0.35512615534969255,-0.40727678904012066,0.8097974586091164,0.6618793896312596,-0.5584449796792763,3.911211691497954,-0.37886491918749204,1.1078027769774752,1.2781463423184398,-3.05669619992757,0.44366008431841863,0.31334942836155905,0.7976042190450156,0.859327669326497,-0.4683057300641774,-1.9682411440244614,-2.529863568183833,-0.21301495786899857,-2.8800601322703705,3.115393014964837,-0.2826943062174398,132.0092010498047,-0.0173566230200517,0.0342774096357457,0,0
2005-10-31,0.4879987489278338,1.4100619652744442,-0.8626204714737539,-0.7482875298849625,0.9757067989796886,-0.06282945773413805,-0.6905958996670153,-0.5022048326941324,0.021479719287372516,-0.28568348643812513,1.186976588481437,1.7305669594905095,0.2632570530435979,-0.6167691689197647,1.3183758691572975,3.0257896963076942,-0.8488312939172515,0.27215455774200153,-1.2439814894983876,-0.47802521026997774,-0.40419880395258334,0.9886745401849291,-2.5167778229804387,-0.5603929186514344,-0.1612419375041781,-0.6524712817927931,-0.36785328050574956,1.8280657862459124,-3.05669619992757,-0.10724444699003984,-0.4224425404539105,0.7655890914860867,0.6404558542974867,-0.13553171660486155,-1.307921650312737,-2.529863568183833,-0.2359032247443691,2.571305404165806,-0.8482495743285029,-0.3021569070674758,134.64773559570312,0.0197903770716425,0.0621727279597621,1,2
2005-11-02,-0.7271668215997377,1.5542592093412315,-0.8585808690132757,-0.5597124581025447,0.9126962384732278,-0.04343373963901626,1.2086458896046435,-0.25175290464986566,0.09477265491956734,-0.7749521535932042,0.6409763026161373,-1.5779911592494877,0.29350207697979486,-0.9766870954280695,1.3736757175068328,3.040160918305313,1.2859857952880067,-0.27211649802291354,-0.7220636890788037,-0.34481836674291827,-0.4060147412109488,-2.8798768760958153,-0.5749427500223908,-0.5556712687869194,-1.111778116257558,-0.20746226268953957,0.3935675797259419,-0.2883662240586026,-3.05669619992757,0.42791833281211583,0.4611849830863943,0.7804405576068643,0.8101314921233475,-0.6833053506051677,0.4356562461798256,-2.529863568183833,-0.24826981652479624,-0.8190651748942783,-1.6015751279959543,-0.31390826284188833,134.64773559570312,0.0,0.0439825808013301,0,1
2005-11-04,-1.2572052731634984,1.5351070350776481,-0.913268168353871,-0.41823205714794687,0.7670150178027826,-0.25825233530753144,-1.5358380131821974,-0.27018714951971173,0.3124728642338629,-1.0353317556447053,0.043810826074406506,-1.349814737267419,0.20617496905018048,-0.9909157003662799,1.3649637222611049,2.8270449509785744,1.8374264934498747,0.30549455104610157,-0.7220636890788037,-0.38208398606041977,-0.4803665415720962,2.571442479046528,-0.49664089886887997,-0.5754248378011245,-1.363764264001392,-0.14832542883627034,-0.012317143908729664,-0.7759296825363997,-3.05669619992757,0.2750963733514436,0.6701720871331286,0.7804405576068643,0.77149730943548,-0.508969321986607,-1.4654964129954517,-2.529863568183833,-0.25305904010189745,0.9040032737444494,-1.6015751279959543,-0.4061426375473478,138.16578674316406,0.0257923151696988,0.0681111866200465,1,2
2005-11-08,-0.7395900234198037,1.7624359587519611,-1.0431507410202314,0.46719557295028574,0.32041519886641473,0.3101274534454128,0.8324777605674285,0.11208800520953056,0.14400349236251814,-0.783310259277061,0.002557748256264968,-0.8934618933032813,-0.9888143484979758,-0.8086465012565686,1.3727517955138413,-1.2866908756258106,-0.7737724651834965,-1.2817051574148892,-0.7220636890788037,-0.022895469403196502,-0.5151280057085729,0.9041544731906734,0.09457378880850002,-0.5594412314176713,-1.0168526084632417,0.614180651527438,0.11668790707445642,-0.8583054263480762,-3.05669619992757,0.9508227075617555,1.0415635206795657,0.8069504181116683,1.0305677458690732,-0.4007050315300559,2.3449243655673433,-2.529863568183833,-0.22163410848783768,1.1824039559507062,-0.02937608649016367,-0.4716668784025354,140.47708129882812,0.0105386953039647,0.0581633164043762,1,2
2005-11-09,-0.259856894480474,1.8292623663939642,-1.0263715660973987,0.47843095044973544,0.3306619801637294,0.5861079999604741,1.2086458896046435,0.23410909927558593,0.3835774090000139,-0.5749110033189081,0.5392661872547944,-0.7793736823122469,-1.061342343664711,-0.8365482488485718,1.367343640656569,-1.5625363530689367,-1.0339623706096432,0.5889962329273082,-0.7220636890788037,-0.034789708660915866,-0.533134316316449,-0.013816974158883695,0.2538745408203583,-0.5355396113745975,-0.5924520314699467,0.8508640945935775,0.21422333071900396,-0.7842586583877238,-3.05669619992757,1.0924704613992744,0.957491160623545,0.8288193754545399,1.107666610740076,-0.8454114429646987,-1.053881133282684,-2.529863568183833,-0.19001186970050246,0.2667162648270777,1.7058042308759789,-0.4346706490126879,140.70205688476562,0.0016002299132107,0.0495662148835267,1,1
