Date,roc_20,dist_sma_10,month_cos,vma_10,momentum_10,bb_width,price_diff,high_low_range,volume_change_ratio,return_lag_5,roc_5,macd_hist,day_of_month,momentum_20,dist_sma_50,dist_sma_20,return_lag_10,volume_ratio_20,dist_sma_100,trading_day_number,return_lag_3,return_lag_1,volume_lag_1,open_close_diff,day_of_week,return_lag_20,atr_pct,volume_lag_10,vma_20,volume_lag_5,log_return,volume_change,vma_5,Volume,obv,dist_sma_200,volume_lag_20,volume_ratio_10,bb_upper,dist_sma_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.7360465636559108,-0.5399896229725362,0.691274609705019,-1.3502633840993643,-0.1540624293149439,-0.11482701106018157,-0.03924925837378214,-0.19859834813677277,-0.28102624617857375,0.617530520368646,-0.6646093261827943,-0.12437936562479855,0.24742021660706257,-0.20450000375456703,-0.5631969764999399,-0.9105293247920215,-0.6882233468793137,-0.8888041122564667,-0.34014398995632406,-1.6979970924330727,-0.9039192896111541,-0.7919018151717906,-1.1841683630579416,-0.11684235939280306,-0.7039887640569764,0.2799440056880701,0.34611319587652345,-1.1147704948993704,-1.413365330921329,-1.185227162015361,-0.14852803400882977,-0.005458089440641266,-1.234399729256578,-1.1881748638064198,-1.8804034587399074,-0.13866505304075805,-1.292657411480484,-0.9389773914046557,-1.3660949323522316,-0.46085521881200836,43.7755012512207,-0.0059689127592385,-0.0915479917294832,0,1
2005-10-19,-1.1371086482719588,-0.5348271475135945,0.691274609705019,-1.3386395995277127,-0.20632345170376634,-0.1401128066868142,-0.058281949550280314,-0.6799669337291324,0.6613001582549293,-0.2877575345549713,-0.6579896223264808,-0.12205912780190678,0.361508427598097,-0.2825213420073341,-0.6102339745852123,-0.915925968951295,0.7227318754081411,-0.1737469409501298,-0.3878424972551396,-1.6979970924330727,0.6479125914005759,-0.1487470170445431,-1.1922006066960433,0.12932076898641923,0.004566198977244899,1.7050482562097187,0.250195105178129,-1.227196600527658,-1.4188049824837854,-1.1757940275466319,-0.27042102648185756,0.12404249536029935,-1.2192469974793476,-1.1040100377733963,-1.885075150361106,-0.17662772335524682,-1.0607717242533192,-0.2402352132110924,-1.3660949323522316,-0.44083561432337104,41.26830291748047,-0.0589796072716575,-0.0949710098366159,0,0
2005-10-20,-1.7699490498210784,-1.6918089520046526,0.691274609705019,-1.3047490698298787,-0.25735035084910046,-0.09647740147121464,-0.38439375080108534,3.7184131710312402,1.3823522570373323,-0.903977864209485,-1.291338169746655,-0.1840052186708205,0.47559663858913137,-0.40538291543427807,-1.155721950504153,-1.671906005941563,-1.2998538635499894,1.84243907451193,-0.7813759519271332,-1.6979970924330727,-0.7953008912904811,-0.270475972021973,-1.1078605602166272,-2.4855224412440795,0.7131211620114661,0.8732346950674043,0.5668687490141566,-1.1623002682933634,-1.4200274563358333,-1.0303727965348761,-2.425998201415956,0.3462475259297398,-1.181386043810114,-0.8616764691107058,-1.8946286087111321,-0.4790297399137167,-0.8694974557667263,1.5093820383978556,-1.3660949323522316,-2.0148325920095567,41.03244018554688,-0.005731743572932,-0.0676480460640737,0,1
2005-10-21,-1.4534174899125332,-1.6571741096256276,0.691274609705019,-1.3132331883890702,-0.22689834184684468,0.08944829948188239,-0.05447474639811397,0.6154249885027939,-0.6189030070153715,0.6489935038167233,-1.6579320696180566,-0.2178211101935414,0.5896848495801658,-0.3348345798611526,-1.1898432565894175,-1.6469705068983083,-0.8367069143105339,0.7343903107028129,-0.816804778326004,-1.6979970924330727,-0.15042998838388763,-2.42315227895562,-0.8650224839338493,-0.8821019575163779,1.4216761250456875,-1.9623642211667482,0.5551203171804576,-0.9413335561457075,-1.4165435783243003,-0.7555403765073753,-0.2607770010771307,-0.1768646057091931,-1.2361021315021192,-0.9917016535492333,-1.8991955730368468,-0.5123584102776862,-1.08667726614584,0.5324608962494045,-1.3660949323522316,-1.5829543037447158,40.04528427124024,-0.0243520573440001,-0.0282864825151688,0,0
2005-10-24,-1.477562370047153,-1.9576735137389303,0.691274609705019,-1.3119904805000364,-0.2997351528377171,0.3609475720705294,-0.1636025646501162,0.7440490848324802,-0.7431922563709631,-0.7952797090182809,-1.74751434064706,-0.25312899442414555,0.9319494825532689,-0.3342363375987411,-1.3908750857996723,-1.8978453082629183,0.48489088539929165,-0.3072363337661348,-0.9679263837874237,-1.6979970924330727,-0.2724837479682797,-0.26084492506451185,-0.9953183642430089,-1.458776000988875,-1.4125437270911976,-0.9030686121464468,0.713700563925733,-1.1506082375751532,-1.4098416640895113,-1.1863019084663762,-1.0179359804906585,-0.16639881605839085,-1.220921166096332,-1.1142771381071965,-1.8991955730368468,-0.6337938066364658,-1.2713827177769759,-0.483688075561424,-1.3660949323522316,-1.7516734399813305,40.18505859375,0.0034843292183449,0.0429138736668631,1,1
2005-10-25,-1.6319316826131829,-1.6041267352464579,0.691274609705019,-1.292002952061195,-0.326893770633413,0.48949514578880504,8.77774844148327e-05,0.1934660986323479,0.45900044583267374,-0.14993528702185033,-1.6431313160774652,-0.2548123618195162,1.0460376935443032,-0.3674186154930333,-1.338517833577381,-1.7193488083246327,0.620069800334473,0.39321441946975105,-0.9466579267154087,-1.6979970924330727,-2.430903956851303,-1.0169849577754229,-1.118149035345439,-0.057466985392286105,-0.7039887640569764,0.9380795938373727,0.7518468763627225,-1.20758834816567,-1.3993806536906697,-1.1944086961618747,0.11397674124091425,0.14166387225341148,-1.1816091750321651,-1.0175691620858742,-1.8991955730368468,-0.621461017403093,-1.2291765123213092,0.16699300316136095,-1.3660949323522316,-0.9915567929790545,39.80941009521485,-0.0093919308663711,0.0381749627075544,0,1
2005-10-26,-1.838027261004617,-1.5294093976141518,0.691274609705019,-1.2773509629285322,-0.3310099705662299,0.5146132804029098,-0.07477909107981175,-0.29051813806421306,-0.3639888273651747,-0.2720786688622461,-1.6985632363341057,-0.24942243345698925,1.1601259045353376,-0.4098669258981877,-1.4000052861987031,-1.7093759969318862,-0.28876964441888353,0.10689393739541071,-1.003947956500168,-1.6979970924330727,-0.2628270028651125,0.11340449240180377,-1.0212397256372685,-0.45623164028595353,0.004566198977244899,0.7097377657840976,0.7331105040132421,-1.1978861873688464,-1.395769538902182,-1.1092859232676648,-0.40961142511722254,-0.04167001373978372,-1.1694774415105416,-1.051360887869874,-1.8991955730368468,-0.6695861730881632,-1.1529228178957773,-0.18029135371191413,-1.3660949323522316,-0.639569865852014,38.56891632080078,-0.0316566434991153,0.0475668935739257,0,0
2005-10-27,-1.9490505409680312,-1.9349822319389436,0.691274609705019,-1.277071987688137,-0.34417778525505255,0.6511555573919106,-0.20040072627702016,0.13030940989899806,-0.05564354762165391,-2.4320837735254783,-1.2507657641194816,-0.2639417025165911,1.274214115526372,-0.4248135839328616,-1.6543593902446052,-2.0187681077564363,-0.9074073688459355,0.30869909131421785,-1.195225625201208,-1.6979970924330727,-1.0209846144353718,-0.4094790551772583,-1.0551018014897624,-0.790888437716633,0.7131211620114661,-0.7124520459464192,0.7621150764107366,-1.0483176456264136,-1.394095736429321,-0.8641941634174888,-1.3149628225860241,0.044619545608980925,-1.2068188964143252,-1.023730461917318,-1.8991955730368468,-0.8193635913619897,-1.0913671107108893,0.024078860400121617,-1.3660949323522316,-1.2772374295899402,39.88803863525391,0.0336298199759727,0.0716621678819119,1,2
2005-10-28,-1.391698714198193,-0.8918334336832301,0.691274609705019,-1.321896214982863,-0.31701808930859027,0.7256487149986657,0.1713919718258917,0.3478589744368702,-0.6537186593359091,-0.26241483295511886,-0.5837730949853874,-0.2166173412764053,1.3883023265174064,-0.31600176201974667,-1.3300589123163793,-1.4124819058673785,0.6516562111478216,-0.3660822009179854,-0.9891117089601963,-1.6979970924330727,0.1124210096763724,-1.313612075995657,-1.0274138525100986,1.6481553704040302,1.4216761250456875,-1.6582627200310238,0.6929954293927615,-0.765647199220042,-1.4018098121803666,-0.9956992679506554,1.3397847107838523,-0.12450957644030244,-1.23557305041425,-1.116488582110817,-1.8991955730368468,-0.6685788923192817,-1.0368058439389538,-0.4486426619037998,-1.3660949323522316,0.11520597056541221,41.80118942260742,0.046848298838032,0.0439182757153269,1,2
2005-10-31,-1.0816162517756687,0.36249048991752725,0.691274609705019,-1.3219334300593981,-0.18739453839679077,0.6483929991272002,0.25767657116489895,1.3938729596053452,-0.64524341501695,-1.0211291483564329,0.6914988248780657,-0.11557215901400837,1.7305669594905095,-0.26368865470100633,-0.8762618787475819,-0.598111507380967,-0.7982827974209614,-0.8718485777595636,-0.6923697862847048,-1.6979970924330727,-0.41185772761075784,1.3375628308599008,-1.1203650832937684,2.844088187643384,-1.4125437270911976,0.3145330584287587,0.6808401345588411,-1.2086937456258815,-1.400839091279132,-1.1196698816406463,1.877288540614428,-0.08406835476831785,-1.2508233165446774,-1.1804600579791487,-1.8991955730368468,-0.44986827823372705,-1.2483487374468456,-0.9890017785731929,-1.3660949323522316,1.5134429839032681,41.748779296875,-0.0012545817409637,-0.0008361824719735,0,1
