Date,Adj Close,Close,High,Low,Open,Volume,daily_return,pct_change_1d,log_return,price_diff,price_diff_pct,high_low_range,open_close_diff,typical_price,weighted_close,sma_5,dist_sma_5,sma_10,dist_sma_10,sma_20,dist_sma_20,sma_50,dist_sma_50,sma_100,dist_sma_100,sma_200,dist_sma_200,ema_5,dist_ema_5,ema_10,dist_ema_10,ema_20,dist_ema_20,ema_50,dist_ema_50,rsi,macd,macd_signal,macd_hist,roc_5,roc_10,roc_20,momentum_5,momentum_10,momentum_20,vol_std_20,vol_ann_20,atr,atr_pct,bb_upper,bb_lower,bb_mid,bb_width,bb_pct,hist_vol_21,volume_change,volume_change_ratio,vma_5,volume_ratio_5,vma_10,volume_ratio_10,vma_20,volume_ratio_20,obv,volume_momentum,year,month,quarter,week,day_of_week,day_of_month,month_sin,month_cos,day_of_week_sin,day_of_week_cos,trading_day_number,close_lag_1,open_lag_1,volume_lag_1,return_lag_1,close_lag_3,open_lag_3,volume_lag_3,return_lag_3,close_lag_5,open_lag_5,volume_lag_5,return_lag_5,close_lag_10,open_lag_10,volume_lag_10,return_lag_10,close_lag_20,open_lag_20,volume_lag_20,return_lag_20,rolling_mean_5,rolling_max_5,rolling_min_5,rolling_median_5,rolling_var_5,rolling_vol_5,rolling_mean_10,rolling_max_10,rolling_min_10,rolling_median_10,rolling_var_10,rolling_vol_10,rolling_mean_20,rolling_max_20,rolling_min_20,rolling_median_20,rolling_var_20,rolling_vol_20,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,379.5250549316406,425.3500061035156,438.8999938964844,425.0,431.1499938964844,2925,-0.022969908913378356,-0.022969908913378356,-0.02323782793911242,-8.922607421875,-0.022969908913378342,0.0326789554414667,-0.013452366635916688,429.75,428.6500015258789,399.7169982910156,-0.050515598400131534,408.40320739746096,-0.0707099061484987,411.79825897216796,-0.07837139506388391,399.0005120849609,-0.048810606912637944,355.18091888427733,0.06854010098243735,322.4692324066162,0.17693415926602318,395.43880161603346,-0.04024326044727622,403.4390448540783,-0.05927534835178694,408.2212400574859,-0.07029566889220229,395.0188421210972,-0.0392229067005031,33.990774115183314,-2.1585195991343653,3.2677379963409234,-5.426257595475288,-0.07753208686730462,-0.09605778472364412,-0.13826982765018225,-31.898529052734375,-40.33038330078125,-60.8970947265625,0.025852973851276106,0.410403236771594,16.824999128069198,0.039555657427155576,438.5575981216043,385.0389198227316,411.79825897216796,0.12996334280881422,-0.10302692567067964,0.4055860386293465,-4486.0,0.39468357846444474,4895.6,0.5974752839284255,6967.5,0.41980624327233584,11353.25,0.2576354788276485,1807842.0,0.4312069231277388,2005,10,4,42,1,18,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,200,388.4476623535156,420.0,7411.0,-0.04601344227223868,408.4790649414063,462.2000122070313,2509.0,-0.016787126895507903,411.423583984375,470.0,2184.0,-0.015920770166438277,419.8554382324219,461.0,5979.0,0.021046779336146206,440.4221496582031,495.0,31431.0,-0.02678567677213553,399.7169982910156,415.3941345214844,379.5250549316406,406.7390747070313,226.64211966685218,0.3317473177991863,408.40320739746096,429.8488464355469,379.5250549316406,412.20433044433594,209.90136531199866,0.3569791822425736,411.79825897216796,445.9541015625,379.5250549316406,412.5835418701172,179.0155579286397,0.410403236771594,369.754638671875,-0.026080968616769964,0.018518118257674528,0,0
2005-10-19,369.754638671875,414.3999938964844,432.4500122070313,412.0,415.0,4535,-0.02574379776198299,-0.02574379776198299,-0.026080968616769964,-9.770416259765625,-0.025743797761982948,0.049348485782409655,-0.0014457978397966868,419.6166687011719,418.3125,390.58909912109374,-0.05334112113241407,402.39378662109374,-0.08111245509849974,407.9882858276368,-0.09371261010154197,399.6634619140625,-0.0748350201916097,355.7437155151367,0.03938487890488718,323.1870054626465,0.14408881675971563,386.87741396798066,-0.04425891685039751,397.314607366405,-0.06936560645784196,404.55775420451846,-0.08602755767486592,394.027769955557,-0.061602590310880445,29.894161835901116,-4.829973704415522,1.6481956561896343,-6.478169360605157,-0.10987034254150951,-0.13980311512289378,-0.17086839794419006,-45.639495849609375,-60.094207763671875,-76.199462890625,0.0257266278041853,0.4083975554531641,17.98214285714286,0.043393202514464164,435.94321993049857,380.033351724775,407.9882858276368,0.13703792522450967,-0.18384434416977855,0.4051898466257509,1610.0,1.5504273504273505,5082.8,0.8922247580073974,6842.4,0.6627791418215832,10135.45,0.44743943288161847,1803307.0,0.5014873537928755,2005,10,4,42,2,19,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,201,379.5250549316406,431.1499938964844,2925.0,-0.02323782793911242,406.7390747070313,461.0,8034.0,-0.00426877860536327,415.3941345214844,461.1000061035156,3599.0,0.009604489527858487,429.8488464355469,469.8999938964844,5786.0,0.023523169628548665,445.9541015625,470.5,28891.0,0.012482337435598194,390.58909912109374,408.4790649414063,369.754638671875,388.4476623535156,285.4865389860347,0.24182463135516802,402.39378662109374,418.0261840820313,369.754638671875,409.9513244628906,284.64192643534784,0.30990938654033334,407.9882858276368,429.8488464355469,369.754638671875,411.80279541015625,195.3695851738362,0.4083975554531641,366.9441833496094,-0.007629899417641051,0.0582373575796354,0,1
2005-10-20,366.9441833496094,411.25,423.9500122070313,408.0,415.1000061035156,103417,-0.007600865623648478,-0.007600865623648478,-0.007629899417641051,-2.810455322265625,-0.007600865623648495,0.03878422421162628,-0.00927488809180005,414.40000406901044,413.6125030517578,382.28212280273436,-0.04012204217313009,397.77186584472656,-0.07750091231226253,405.67732543945317,-0.09547771014287232,400.3103552246094,-0.08335075882880583,356.3194631958008,0.029817961832666384,323.841063079834,0.1330996133098461,380.2330037618569,-0.034949150338802304,391.79271209062404,-0.0634226415504815,400.9755093552497,-0.08487133306560579,392.96533987054613,-0.06621743416228221,26.547140450602768,-7.092146690502318,-0.0998728131487566,-6.992273877353561,-0.10168178777474146,-0.11186665798035222,-0.11186665798035222,-41.53488159179693,-46.21920776367193,-46.21920776367193,0.02032955474527323,0.32272167672399615,18.54643031529019,0.045097702894322654,438.9641111643341,372.39053971457224,405.67732543945317,0.16410473860634314,-0.08180958669271376,0.39810227485986105,98882.0,22.804189636163176,25264.4,4.093388325074017,16477.2,6.27636977156313,14564.65,7.100548245237613,1699890.0,1.7346383194927446,2005,10,4,42,3,20,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,202,369.754638671875,415.0,4535.0,-0.026080968616769964,388.4476623535156,420.0,7411.0,-0.04601344227223868,408.4790649414063,462.2000122070313,2509.0,-0.016787126895507903,413.1633911132813,478.0,7069.0,-0.039590492119632614,413.1633911132813,498.6499938964844,14833.0,-0.07637290057645639,382.28212280273436,406.7390747070313,366.9441833496094,379.5250549316406,258.98701074096493,0.2649419660729301,397.77186584472656,418.0261840820313,366.9441833496094,407.6090698242188,387.649534719498,0.2790690339050042,405.67732543945317,429.8488464355469,366.9441833496094,411.2673797607422,277.0025259735341,0.32272167672399615,365.9625549316406,-0.0026787282847216673,0.06859536047039844,0,1
2005-10-21,365.9625549316406,410.1499938964844,420.0,397.0,411.0,53186,-0.0026751436935396056,-0.0026751436935396056,-0.0026787282847216673,-0.98162841796875,-0.0026751436935396103,0.05607704581803517,-0.0020681413710842457,409.0499979654948,409.3249969482422,374.12681884765624,-0.02182218302649963,393.0696136474609,-0.06896248851261311,403.93517761230476,-0.09400672381426034,401.0928717041016,-0.08758648993986029,356.9074667358398,0.025370968779711234,324.45180656433104,0.12794118426053203,375.47618748511815,-0.025337512392459183,387.09631987989974,-0.05459562352547309,397.6409422622808,-0.07966580893409458,391.90609231244355,-0.06619835182383349,27.570868493424854,-8.861988781633329,-1.8522960068456717,-7.009692774787657,-0.10025228042022138,-0.1138600995588831,-0.08693232888634073,-40.77651977539068,-47.02252197265625,-34.84295654296875,0.019503977896783233,0.30961605054833424,19.12500217982702,0.046629287978616624,441.6484304487298,366.2219247758797,403.93517761230476,0.18672923244442985,-0.0034387095348689233,0.3147519596513283,-50231.0,0.5142868193817264,34294.8,1.5508473587832556,18935.1,2.808857624200559,16347.9,3.2533842267202515,1646704.0,2.097810727983411,2005,10,4,42,4,21,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,203,366.9441833496094,415.1000061035156,103417.0,-0.007629899417641051,379.5250549316406,431.1499938964844,2925.0,-0.02323782793911242,406.7390747070313,461.0,8034.0,-0.00426877860536327,412.9850769042969,465.0,28607.0,-0.00043167594846790157,400.8055114746094,470.0,17521.0,-0.030366833992770535,374.12681884765624,388.4476623535156,365.9625549316406,369.754638671875,92.89723225385912,0.27159363003194903,393.0696136474609,418.0261840820313,365.9625549316406,397.59336853027344,449.79161391454846,0.2767097109658122,403.93517761230476,429.8488464355469,365.9625549316406,411.2673797607422,355.5723598760303,0.30961605054833424,406.1144714355469,0.10410404997261528,0.049121123589237,1,2
2005-10-24,406.1144714355469,455.1499938964844,464.7000122070313,410.0,412.0499877929688,23502,0.10971591481922616,0.10971591481922616,0.10410404997261528,40.15191650390625,0.10971591481922614,0.12018018881808847,0.10459897434864339,443.28333536783856,446.25,377.6601806640625,0.07534363490864049,391.8784423828125,0.03632766570718293,403.85264129638676,0.005600632279881834,402.4508972167969,0.009103158283621626,357.878447265625,0.13478326101633065,325.2516114807129,0.24861632379530607,385.68894880192767,0.05295853743558743,390.5541656172901,0.039841607613281926,398.4479450417832,0.019240973605622935,392.46344280285695,0.0347829304436571,44.797253451211596,-6.9446244360170795,-2.8707616926799537,-4.073862743337125,0.04548053906410998,-0.028495135233315816,-0.004048227576684105,17.66680908203125,-11.911712646484432,-1.6507263183594318,0.03093432524427881,0.4910671894316948,22.092860630580372,0.048539736189922904,441.5378159887149,366.16746660405863,403.85264129638676,0.18662834330540404,0.5300095482855831,0.482421278932199,-29684.0,0.44188320234648215,37513.0,0.6265028123583825,21130.2,1.1122469262004144,17148.2,1.3705228537105936,1670206.0,2.1875765386454553,2005,10,4,43,0,24,-0.8660254037844386,0.5000000000000001,0.0,1.0,204,365.9625549316406,411.0,53186.0,-0.0026787282847216673,369.754638671875,415.0,4535.0,-0.026080968616769964,388.4476623535156,420.0,7411.0,-0.04601344227223868,418.0261840820313,490.0,1551.0,0.012132613002875686,407.7651977539063,460.0,7496.0,0.017215212181475908,377.6601806640625,406.1144714355469,365.9625549316406,369.754638671875,281.82226493787954,0.8595581962896689,391.8784423828125,415.3941345214844,365.9625549316406,397.28106689453125,397.91928247437926,0.6437971160937644,403.85264129638676,429.8488464355469,365.9625549316406,411.2673797607422,355.04309789782195,0.4910671894316948,386.6186218261719,-0.049196335395808075,-0.037381073894006744,0,0
2005-10-25,386.6186218261719,433.2999877929688,442.0,425.25,427.0,3852,-0.048005798809533706,-0.048005798809533706,-0.049196335395808075,-19.495849609375,-0.04800579880953374,0.038656820844415,0.014754069772760671,433.51666259765625,433.4624938964844,379.0788940429687,0.019889600559899634,389.3979461669922,-0.007137491011902863,402.4607147216797,-0.03936307896899549,403.4314978027344,-0.04167467356449073,358.6407861328125,0.07801074717418954,325.9055973052979,0.18629021723735528,385.99883981000903,0.001605657717696607,389.83861220072316,-0.008259803605327187,397.3213428293881,-0.026937191259348015,392.23417123567657,-0.014316828622589761,34.73049348158651,-6.918499151937112,-3.6803091845313856,-3.238189967405727,0.018690641901913274,-0.060290569436936226,-0.06716865970612329,7.09356689453125,-24.804962158203125,-27.838531494140625,0.03252215121330538,0.5162731452674615,22.942860194614973,0.05294913648965321,440.5509826322084,364.37044681115106,402.4607147216797,0.18928688697911725,0.29204539946109337,0.5078326568296295,-19650.0,0.16390094460045954,37698.4,0.10217940283937779,21297.0,0.18087054514720383,16802.9,0.22924614203500585,1666354.0,2.2435650988817404,2005,10,4,43,1,25,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,205,406.1144714355469,412.0499877929688,23502.0,0.10410404997261528,366.9441833496094,415.1000061035156,103417.0,-0.007629899417641051,379.5250549316406,431.1499938964844,2925.0,-0.02323782793911242,411.423583984375,470.0,2184.0,-0.015920770166438277,414.4571533203125,463.1000061035156,10758.0,0.016278086637684704,379.0788940429687,406.1144714355469,365.9625549316406,369.754638671875,298.50030837879524,0.9369643810471606,389.3979461669922,415.3941345214844,365.9625549316406,387.53314208984375,351.7108977294845,0.6831237313768544,402.4607147216797,429.8488464355469,365.9625549316406,410.8881378173828,362.71712737396194,0.5162731452674615,391.9275512695313,0.013638270705190884,0.05139117242195655,1,2
2005-10-26,391.9275512695313,439.25,450.0,431.6000061035156,449.0,3103,0.013731696156493944,0.013731696156493944,0.013638270705190884,5.308929443359432,0.01373169615649395,0.04188957062375498,-0.021714922048997772,440.28333536783856,440.0250015258789,383.5134765625,0.02193944990525032,387.05128784179686,0.012598494258796,401.5238372802735,-0.023899667017885484,404.1720764160156,-0.030295326819859247,359.47298828125,0.09028373214759866,326.5929709625244,0.20004894812786356,387.9750769631831,0.010187443836046528,390.21841930414286,0.004379936673507778,396.8076483945448,-0.012298394813603064,392.2221437529014,-0.0007510858019165179,41.843715759373595,-6.395683035975708,-4.2233839548202505,-2.1722990811554572,0.05996655695057518,-0.05649233174412904,-0.04562732217485521,22.172912597656307,-23.466583251953068,-18.737548828124943,0.03271110504280189,0.5192726943201879,22.846431187220997,0.05201236468348548,439.686111917912,363.36156264263496,401.5238372802735,0.1900872182141471,0.37426999436142633,0.5066814233781977,-749.0,0.8055555555555556,37412.0,0.08294130225596065,21247.4,0.1460413980063443,16679.0,0.1860423286767792,1669457.0,2.2430601354997304,2005,10,4,43,2,26,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,206,386.6186218261719,427.0,3852.0,-0.049196335395808075,365.9625549316406,411.0,53186.0,-0.0026787282847216673,369.754638671875,415.0,4535.0,-0.026080968616769964,415.3941345214844,461.1000061035156,3599.0,0.009604489527858487,410.66510009765625,470.0,5581.0,-0.009191558958610242,383.5134765625,406.1144714355469,365.9625549316406,386.6186218261719,293.4549693007119,0.899084816497245,387.05128784179686,408.4790649414063,365.9625549316406,387.53314208984375,271.214124402871,0.6860337778733125,401.5238372802735,429.8488464355469,365.9625549316406,409.7951202392578,364.0898013796371,0.5192726943201879,392.9982299804688,0.002728103473122161,0.03775290171676572,1,1
2005-10-27,392.9982299804688,440.4500122070313,466.0,435.0,465.0,10862,0.002731828133718528,0.002731828133718528,0.002728103473122161,1.0706787109375,0.0027318281337184863,0.0703825613369006,-0.05279567267305095,447.15000406901044,445.4750061035156,388.7242858886719,0.010994795660955736,385.5032043457031,0.019442187640143382,400.56464843750007,-0.018889381493214397,404.8546600341797,-0.029285645502289404,360.34150146484376,0.0906271644616854,327.3426451873779,0.2005714371725329,389.6494613022783,0.008594311068718774,390.7238394271113,0.005820966943538286,396.4448466404583,-0.008693811230481963,392.25258621670235,0.0019009275909642742,42.375693450557854,-5.8277737344374145,-4.544261910743684,-1.2835118236937308,0.07100275140766077,-0.03789872306713715,-0.046542004593384645,26.054046630859432,-15.4808349609375,-19.183776855468693,0.032702515780517256,0.519136344008484,23.775002615792427,0.05397888967390267,438.56297184384965,362.5663250311505,400.56464843750007,0.1897237989152128,0.4004374696204767,0.5064282288836987,7759.0,3.500483403158234,18901.0,0.5746785884344744,22082.7,0.49187825764059645,16667.6,0.6516835057236795,1680319.0,1.133996496196213,2005,10,4,43,3,27,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,207,391.9275512695313,449.0,3103.0,0.013638270705190884,406.1144714355469,412.0499877929688,23502.0,0.10410404997261528,366.9441833496094,415.1000061035156,103417.0,-0.007629899417641051,408.4790649414063,462.2000122070313,2509.0,-0.016787126895507903,412.1820068359375,462.0,11090.0,0.0036869752445489097,388.7242858886719,406.1144714355469,365.9625549316406,391.9275512695313,213.36906946479402,0.8880325307632648,385.5032043457031,406.7390747070313,365.9625549316406,387.53314208984375,221.46422043191453,0.68428706250452,400.56464843750007,429.8488464355469,365.9625549316406,407.6090698242188,360.96814542338376,0.519136344008484,384.3878784179688,-0.02215296516588319,0.02289405138746392,0,0
2005-10-28,384.3878784179688,430.7999877929688,454.8999938964844,427.1000061035156,450.0,11136,-0.021909390184601918,-0.021909390184601918,-0.02215296516588319,-8.6103515625,-0.02190939018460189,0.06453107841388495,-0.042666693793402655,437.59999593098956,435.8999938964844,392.40935058593755,-0.020441592831545008,383.2680847167969,0.00292169827289257,398.9853408813477,-0.03658646312953129,404.694052734375,-0.05017660669635382,361.10536987304687,0.06447566413400985,328.1053318786621,0.171538043033451,387.89560034084184,-0.009042953618939809,389.5718465163581,-0.013306834528073685,395.29656395155706,-0.027596206312901606,391.94409123826375,-0.019278802740520184,37.50828429243757,-6.0032827535580395,-4.836066079306555,-1.1672166742514847,0.05034756490256198,-0.0549521737127463,-0.07593298831155126,18.425323486328182,-22.3511962890625,-31.586151123046818,0.032869982646421936,0.521794798088647,23.617858886718768,0.05482325802216339,436.91255476927375,361.0581269934217,398.9853408813477,0.19011833268934566,0.30755952036822354,0.5106051673672567,274.0,1.0252255569876634,10491.0,1.0614812696597082,22392.9,0.497300483635438,15749.35,0.7070767999949205,1669183.0,0.666122728874525,2005,10,4,43,4,28,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,208,392.9982299804688,465.0,10862.0,0.002728103473122161,386.6186218261719,427.0,3852.0,-0.049196335395808075,365.9625549316406,411.0,53186.0,-0.0026787282847216673,406.7390747070313,461.0,8034.0,-0.00426877860536327,415.9740295410156,465.8999938964844,29501.0,0.009157813359187066,392.40935058593755,406.1144714355469,384.3878784179688,391.9275512695313,71.57145058392571,0.920843056618273,383.2680847167969,406.1144714355469,365.9625549316406,385.5032501220703,165.94468313932867,0.6904452857513719,398.9853408813477,429.8488464355469,365.9625549316406,406.42677307128906,359.61838832512257,0.521794798088647,391.2137145996094,0.01760185248937165,0.05673925623329776,1,2
2005-10-31,391.2137145996094,438.4500122070313,443.8500061035156,433.0499877929688,440.0,1091,0.017757678024951762,0.017757678024951762,0.01760185248937165,6.825836181640568,0.017757678024951692,0.024632268240072867,-0.0035226995294743027,438.4500020345052,438.4500045776367,389.42919921875006,0.0045823872078398775,383.5446899414063,0.019995126667963214,397.9904678344727,-0.01702742598770446,404.73063415527344,-0.03339732260167472,361.9931201171875,0.08072140838743658,328.82974990844724,0.1897150872405282,389.0016384270977,0.005686547186423363,389.8703679860402,0.003445623786461516,394.90772115581325,-0.009354100612143701,391.9154423194945,-0.0017905079619523478,42.50740901400432,-5.527865243782003,-4.974425912201645,-0.5534393315803579,-0.03669102650606326,0.007120784893735355,-0.04839922172269906,-14.9007568359375,2.76605224609375,-19.8974609375,0.0331571929412913,0.5263541201738583,23.83571733747211,0.054363591455933516,435.62112789708794,360.3598077718575,397.9904678344727,0.18910332334022684,0.40995702409169504,0.514032441397316,-10045.0,0.09797054597701149,6008.8,0.18156703501531088,21760.9,0.0501357940158725,14516.9,0.07515378627668441,1670274.0,0.4139175719334018,2005,10,4,44,0,31,-0.8660254037844386,0.5000000000000001,0.0,1.0,209,384.3878784179688,450.0,11136.0,-0.02215296516588319,391.9275512695313,449.0,3103.0,0.013638270705190884,406.1144714355469,412.0499877929688,23502.0,0.10410404997261528,388.4476623535156,420.0,7411.0,-0.04601344227223868,411.1111755371094,469.8999938964844,25740.0,-0.011759151316577836,389.42919921875006,392.9982299804688,384.3878784179688,391.2137145996094,13.869624847090066,0.4444036178287511,383.5446899414063,406.1144714355469,365.9625549316406,385.5032501220703,169.893561498999,0.6594776286845475,397.9904678344727,429.8488464355469,365.9625549316406,399.5563507080078,354.0166441870265,0.5263541201738583,407.0068054199219,0.039575910920155014,0.008290337360521793,1,2
