Date,volume_lag_3,vma_20,vma_5,bb_upper,return_lag_3,macd_signal,dist_sma_10,volume_ratio_20,month_cos,return_lag_20,atr,rolling_vol_10,roc_10,return_lag_10,obv,volume_momentum,bb_pct,rolling_vol_20,momentum_10,momentum_20,rolling_var_5,dist_sma_20,volume_ratio_5,day_of_week_sin,dist_sma_200,high_low_range,volume_lag_20,return_lag_1,volume_lag_5,return_lag_5,dist_sma_100,rolling_var_10,day_of_month,atr_pct,rolling_var_20,volume_lag_10,rsi,price_diff,price_diff_pct,rolling_vol_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.5966190815732515,-0.35897300190514475,-0.4418932785013831,-0.8852229172362388,0.362087776400062,-0.11760386793377217,-1.775422421982229,0.6404904487631546,0.691274609705019,-0.1886829452163804,-1.0317763028901414,-0.861768119326116,-1.458626022385015,0.15017409437087306,-1.0828385631703574,-0.3596378084139709,-1.9649075443314727,-1.0054202984290883,-0.7393882268529444,-0.6264145384387694,-0.29644628520041677,-1.655083906943394,1.314908863590039,0.8324777605674285,1.1612622347789259,0.5324718047330627,-0.49284609496954024,-1.4714333416981626,-0.8651280621841436,-0.6516021064142087,0.3600436485868219,-0.3202138725256803,0.24742021660706257,-0.45543931441557584,-0.36632484641762797,-0.7351342016099166,-2.2198578327912366,-0.22452323366615734,-0.48286383278113976,-0.3718888203344978,54.20497894287109,-0.0272018465687621,-0.0387127846911296,0,0
2005-10-19,-0.530952757299315,-0.32136755903306524,-0.31429700238607217,-0.8785005280624729,-1.2979327922375805,-0.19675408258155713,-2.1547997832459105,0.3605233108797913,0.691274609705019,-0.2558123800173048,-0.9491715973637272,-0.9606299862943274,-1.9489662516265998,0.4401823707953784,-1.0908751415623792,-0.12920110390584336,-1.9922146267324397,-0.885795902624081,-0.9845102871545186,-0.7242153090551174,-0.2215032422748602,-2.0284783751885733,0.6132883756085722,1.2086458896046435,0.9387324608229238,0.5482412129249695,-0.48512938193067967,-0.4746456263952124,-0.4859513141525359,-0.5844256077487217,0.07815379300452106,-0.27980584579188167,0.361508427598097,-0.17614278606402747,-0.34070307218856904,1.6485296271913052,-2.2198578327912366,-0.5969358786490574,-1.3433117707478741,-0.27063963254964624,53.76237869262695,-0.0081988248904188,0.0043409607009063,0,1
2005-10-20,-0.292393557773822,-0.5070510039960325,-0.3058058598761844,-0.8758837571772293,-1.4737809986478934,-0.27966385360908624,-2.0177927624832463,-0.43684017017460364,0.691274609705019,0.7570567291368009,-0.8275848031465612,-0.9875263778708211,-1.993946173557915,-0.2568624003807962,-1.0948417789064016,0.3011792768167697,-1.773049011168999,-1.023577813100307,-1.0020502355150833,-0.8403320932156629,-0.29399572825739506,-2.0427821711854017,-0.7412853112293109,0.1546462138481672,0.8629148250125207,2.2005952626501473,2.0391038454242993,-1.3528971074293867,-0.5958460116273655,0.36187591119932894,-0.02194402589210077,-0.25814723832048614,0.47559663858913137,0.15922202572767516,-0.31866104223158165,-0.5351040164042312,-2.2198578327912366,-0.1969309345353798,-0.4342153753812111,-0.8162919154953105,53.74423599243164,-0.0003375178433567,-0.026185278719507,0,1
2005-10-21,0.17134139880467333,-0.5753075263582828,-0.3019430540149705,-0.8739838163578734,-0.4748634510567006,-0.36044483426176577,-1.6989521126601006,-0.2787034344912833,0.691274609705019,-0.8121346126275458,-0.8606885748016638,-0.8994291430095017,-1.837657555935595,-0.6214129003137835,-1.0991288463490654,0.4981972893667206,-1.527682118937309,-1.0320148119500094,-0.9160647252145948,-0.7605571630173975,-0.37085410928972085,-1.9323774086691203,-0.6411002218129347,-1.5358380131821974,0.8448275014855303,-0.47357983077520227,0.4444123438490848,-0.42545948497510544,-0.530140427581438,-1.2983729474412469,-0.04740130000070904,-0.2543038020247099,0.5896848495801658,0.07514230225745845,-0.2980559932159584,-0.6943973442861524,-2.2198578327912366,-0.035555505784691965,-0.05305290777705977,-0.5836805403312345,53.548336029052734,-0.0036517007166559,-0.028483424844582,0,1
2005-10-24,0.03267833404315483,-0.5584124267558739,-0.26439298773619374,-0.8733245897225248,-1.3549914884857688,-0.43631738751778987,-1.4705216216493202,0.42642393216098295,0.691274609705019,-0.2017149915196801,-0.6889819522678172,-0.8800949408392895,-1.805137810131481,-0.3224881081575469,-1.1059870080504992,0.5552584052913523,-1.382573181449167,-1.032005019663164,-0.8955303819154179,-0.7581922831073225,-0.4013360077138117,-1.8796977936934074,0.12594933134095768,-0.6905958996670153,0.8023723381000724,2.9939591484332637,-0.3685958314017998,-0.041790401156748015,-0.2914386012242577,-1.4742453369179123,-0.10168886047913245,-0.2682976881315633,0.9319494825532689,0.5293624992051235,-0.2795560649988656,-0.7514661228968234,-2.2198578327912366,-0.10313742194215428,-0.21410942935369087,-0.820687846288699,53.5846061706543,0.000677105328064,0.0119873126545287,1,1
2005-10-25,-0.5620500471948018,-0.5802361842866673,-0.4869450257280245,-0.8776096741293582,-0.42557221380673704,-0.5043390004519134,-1.157188308245204,-0.7044355749691308,0.691274609705019,1.1051922085841095,-0.6766066597902215,-0.805171179508517,-1.6250053560938265,-0.6503792460831839,-1.1032019430930777,-0.017090152046774183,-1.2362427465180381,-1.2873191496359326,-0.8005612369876244,-0.8710615515426965,-0.43915773401295655,-1.7279169430968555,-0.9509734651863597,0.8324777605674285,0.7924741047674577,0.02473175821474119,-0.42528624568659673,-0.203538250336662,0.17257360749010547,-0.4751904157940184,-0.11503562041706211,-0.2912777597013806,1.0460376935443032,0.5589281024922972,-0.2729129167876766,-0.8639731435864318,-2.2198578327912366,-0.014868170446908314,-0.0036393151037968927,-0.7215490745394437,54.44079208374024,0.0158518988232738,0.0533901721830447,1,2
2005-10-26,-0.5152265498474812,-0.5935148778011187,-0.6254839655654463,-0.8832212340503881,-0.04108334580547719,-0.558385038610505,-0.49105613364820816,-0.29002992020875773,0.691274609705019,-0.46425934434388655,-0.6552592861673455,-0.5119234334151221,-1.2530678212227544,-0.5832354988661899,-1.099025143649041,-0.38575453910803614,-0.9457527272345773,-1.1224857630455114,-0.6196079311937455,-0.7555347446482076,-0.43577786761374687,-1.3206890883481142,-0.11987971658982276,1.2086458896046435,0.8937408421927163,-0.49764861432513247,-0.34041837889068094,0.007728023739953657,0.033827640565776626,-1.3554394905379503,0.008162122795418503,-0.3259724282514146,1.1601259045353376,0.5579976961545141,-0.27363497508215195,-0.4842493346734565,-2.2198578327912366,0.29685736994582207,0.7414083874581925,-0.9520936741356794,52.37286758422852,-0.038725064310832,0.0375382733597708,0,0
2005-10-27,-0.13952019231180918,-0.5892078729942368,-0.6022980169364075,-0.8867665737473123,-0.20317680096191798,-0.611406151835026,-1.2081095541924216,-0.16869318481032325,0.691274609705019,-0.32957133821803464,-0.5127891711417948,-0.31885206358846324,-1.8824863632651632,0.36260465716369533,-1.1036377555942294,-0.3279716709164418,-1.2812930659244213,-0.8596823665759317,-0.9186335985050289,-0.8923355290416795,-0.41289223075133474,-1.8696258835664217,0.020303450113626182,0.1546462138481672,0.5980185226802279,2.520178405784953,-0.5222963524608438,0.7483299468788963,-0.5612563095410358,-0.42589239989509775,-0.3588726913422329,-0.3703404500525561,1.274214115526372,1.0723174449187993,-0.2638091670497726,-0.5943025837745931,-2.2198578327912366,-0.8148664561305973,-1.8862222442848517,0.13667381870932896,52.23501205444336,-0.0026356639684318,0.0825334787854652,0,1
2005-10-28,-0.7347097060230754,-0.5698497776297957,-0.511336555155002,-0.8921868935015193,0.008540884909844405,-0.6607727678190117,-0.9934337394846473,0.43601178909190097,0.691274609705019,0.0042270684525775514,-0.5514615765707908,-0.3713094379215504,-1.5703100991972951,-1.2968347583522886,-1.1104590645698065,-0.11142444359703689,-1.1881245108374512,-0.8714009504293759,-0.7547875224400585,-0.9062225189392653,-0.39667586199668337,-1.7668744873333035,0.7016710264940259,-1.5358380131821974,0.5646552407848547,-0.659499175345664,-0.4084415504885871,-1.9152848080079614,-0.5144048179386689,-0.04135065606418722,-0.39727696426788167,-0.39900234637580345,1.3883023265174064,0.9806019851216367,-0.25964402454386326,-0.5285022023685807,-2.2198578327912366,-0.08106938390936701,-0.1647906810028783,0.1255309177422989,54.19409942626953,0.0368190367824547,0.098852567934663,1,2
2005-10-31,-0.5313396845470346,-0.5667148479790804,-0.6574032144024468,-0.8987826659124025,0.7507252491888813,-0.6933127432449604,0.14849079788255265,-0.7132173388998386,0.691274609705019,-0.7218171275129406,-0.51928591054467,0.12462883828217593,-0.6429132207320583,-1.4726214024325774,-1.107670408647956,-0.5318002277614299,-0.6827828906583501,-0.44354084953138806,-0.3244326500435766,-0.6754624957329242,-0.3867236090048285,-0.9876173193231574,-0.7047318429149964,-0.6905958996670153,0.8141417571741587,0.283379905701487,-0.773704626538504,-0.15395083618488853,-0.13847383772012972,-0.20346640270065677,-0.0867888946795395,-0.41579159202204496,1.7305669594905095,0.9207080391987936,-0.2659402769170948,-0.28945598666741007,-1.4677138777624434,0.7161718473381828,1.7896281703577053,0.881603436530631,56.52324676513672,0.0420799648565799,0.0691179317860553,1,2
2005-11-02,-0.4676556998710037,-0.5586459275913404,-0.630427367606238,-0.906624947826141,-1.9185808405943676,-0.699530292127925,1.3371031421607729,-0.508364178705597,1.2047838681054384,0.1534842675830778,-0.45663618415858687,0.641186961093534,0.11620700417074392,-0.47405356379200236,-1.1041337802262101,-0.4716789713361591,-0.09490193216716768,-0.04010000599142066,0.010956675916852888,-0.5034995012314227,-0.2759790206560126,-0.10762246073637301,-0.4042196321126865,1.2086458896046435,1.1103179938549408,0.9836917268613579,-0.7328683562955898,1.771625763075057,-0.7340191959964469,0.00828039909415009,0.27913894284496976,-0.4039553861938064,-1.5779911592494877,0.9145554421655107,-0.2807330227010931,0.17522568010096717,-0.6379060144660785,0.8568657420229174,2.0561074595108773,1.3784082530758193,56.52324676513672,0.0,0.029471200306646,0,1
