Date,volume_ratio_5,day_of_month,rolling_vol_10,vma_5,momentum_10,dist_sma_10,return_lag_20,day_of_week,macd_signal,dist_sma_200,roc_20,dist_sma_20,volume_lag_5,volume_ratio_20,month_sin,return_lag_5,Volume,week,volume_momentum,macd,open_close_diff,volume_lag_3,bb_pct,open_lag_20,dist_sma_5,atr,dist_sma_100,roc_5,volume_lag_1,rolling_vol_5,rsi,rolling_vol_20,volume_change_ratio,roc_10,return_lag_3,obv,trading_day_number,return_lag_10,pct_change_1d,return_lag_1,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,0.5009120854353556,0.24742021660706257,-0.530497803500358,-1.0623262704824135,-0.439233559531875,-1.8323587751175494,0.5465005436510892,-0.7039887640569764,-0.07921398895280331,0.24142036431895997,-1.2511358166564388,-1.7780083063147336,-0.9881084623291313,-0.4750927289083026,-1.2439814894983876,-1.122020499952468,-0.818352712759628,1.0284490953046395,-1.269330895319792,-0.2286636706447656,-0.49461214575622797,-1.0105422270585802,-1.6320688039306408,-1.2103812207196691,-1.336683326059759,-1.3596915509561025,0.18223798288365897,-1.546617195607545,-0.7601125703431199,0.17463000958881908,-2.1144196263388446,0.8855203377884299,-0.3857617818205451,-1.7769085047044821,-0.7003455461842523,-1.0788385008282926,-1.6979970924330727,-0.054785876598857405,-0.1993295437713936,-0.3807489946478796,368.0386047363281,-0.0088212585966745,-0.0158860211570763,0,1
2005-10-19,0.5710457362654638,0.361508427598097,-0.5725413546738128,-1.0043219613321237,-0.4595449227481859,-1.7439714992497406,1.9351495649505468,0.004566198977244899,-0.1215411993116858,0.17748559666734226,-1.6794569134324255,-1.7971141481052881,-0.9913807793124471,-0.16922077540352962,-1.2439814894983876,0.07507176852479319,-0.7439473514789691,1.0284490953046395,-0.879814097647595,-0.2692394746940984,1.018791652678225,-0.8566187185084413,-1.5580757022313059,-1.2089036363531525,-1.0182798398528925,-1.3596915509561025,0.08811697514477276,-1.7684106954285934,-0.8194813552300124,0.008937514809381082,-2.1144196263388446,0.6035810964835003,-0.08912653821470538,-1.8722085817158558,-2.434922809239098,-1.0843210568417392,-1.6979970924330727,-0.12074931346039977,-0.48872693249398724,-0.18661227367910538,353.9227294921875,-0.0391092258047287,-0.038225878937652,0,0
2005-10-20,-0.06752959423761222,0.47559663858913137,-0.2928581133927768,-0.9571378799712398,-0.540791862372808,-2.4029650520422767,0.14443711195707135,0.7131211620114661,-0.16761183430421187,-0.07547001766949366,-2.0483832917500275,-2.30414231988678,-1.00834264315616,-0.34541277567797646,-1.2439814894983876,-0.7014462937694224,-0.8070389048005581,1.0284490953046395,-0.5824868918759387,-0.3264248217655876,-2.6909846182255683,-0.7597208637654365,-1.8182181691031598,-1.2000381301540517,-1.8094084026988426,-1.3596915509561025,-0.25582542120235297,-2.2887235874986707,-0.7452228199149191,0.2704540633662339,-2.1144196263388446,0.7130901304456305,-0.3881445300873794,-2.2624784840484384,-0.38049277670398984,-1.0889153937626028,-1.6979970924330727,-0.5358260790692658,-1.9995842616244957,-0.4770376641727205,371.2547912597656,0.0478099847468927,-0.0104036314668501,1,2
2005-10-21,0.6036383124780756,0.5896848495801658,0.8244565580725455,-0.9027986067124784,-0.3833762575657935,-0.8120592789135874,-2.932037813070667,1.4216761250456875,-0.2065894772583203,0.222158727250525,-0.863412255729495,-1.4115864958129896,-0.8546606134040103,0.3197270534311106,-1.2439814894983876,-2.436470582242337,-0.6233337937234568,1.0284490953046395,-0.22572072732968096,-0.3363600468609872,0.8355875700076163,-0.8195025624197524,-1.075459276661815,-1.1919114161382094,0.41774356994252027,-1.348153457991066,0.12632971984530228,-0.31205999482914776,-0.8081898730919482,1.3616625909969997,-1.7569497314401714,0.29460989524188513,0.1562303340137131,-1.5472194436372015,-0.18627252788404153,-1.0817348091037557,-1.6979970924330727,-0.28348848072830857,2.461973534759589,-2.0207334871946405,369.3339538574219,-0.0051873370267599,-0.0726002688995334,0,1
2005-10-24,-0.4070005653445851,0.9319494825532689,0.8280200690304489,-0.9231962988519286,-0.3750345462930696,-0.6826823537467049,1.7550231444048745,-1.4125437270911976,-0.23975663878772185,0.18182823748159727,-1.2431757643921222,-1.4084392034038837,-0.7579147742803966,-0.3854626682781993,-1.2439814894983876,-0.38151109364681096,-0.8459357447983523,1.094315458488415,-0.19245811241353827,-0.3456578477041364,0.5666538644801102,-0.7447275541527751,-1.0401414636755106,-1.2185079347355117,0.2585472980920611,-1.324377038848016,0.062409278278759854,-0.2739860450079809,-0.6248472719180176,1.3557770515917156,-1.7833147917400753,0.03317322531962242,-0.5942201751231824,-1.5187760347397716,-0.4768228746902661,-1.0857815463205653,-1.6979970924330727,-0.39710596420754596,-0.3043618965119891,2.4093037400386343,365.4476623535156,-0.0105781844758055,-0.0333260945365231,0,0
2005-10-25,-1.2322283667206972,1.0460376935443032,0.7887314695285509,-0.9710674969247945,-0.33658744441411,-0.7399463544465129,-0.28147181660720677,-0.7039887640569764,-0.2689415842107789,0.10709584058846525,-1.2949990079293523,-1.4969130635963617,-0.8176026860085387,-0.9999200510053228,-1.2439814894983876,-0.18724079148546618,-1.022694802509848,1.094315458488415,-0.295563595554099,-0.35807593057702913,-1.274053551005478,-0.8081325472876526,-1.0663110861520448,-1.1808295333893335,-0.07697067517522785,-1.3091833554189931,-0.04702152458536301,-0.43621481431958026,-0.8470099569798086,1.382157290034113,-1.8291634749281243,0.03754759411502572,-0.7282594167317583,-1.3664798686640192,-2.02118287703035,-1.0873398241227505,-1.6979970924330727,-1.1242490472842246,-0.5776236370754134,-0.29182650390790416,354.2355041503906,-0.0311611163772503,0.0048772770190707,0,0
2005-10-26,-0.20953390828753654,1.1601259045353376,0.8645526369665055,-0.9994451690730748,-0.4341552850896458,-1.2827706286500704,1.0573597649318334,0.004566198977244899,-0.2983972224507792,-0.09426765084773242,-1.7671723254282117,-1.9011560235030047,-0.742944986522306,-0.3378384741899653,-1.2439814894983876,-0.47786601727979783,-0.8650797455377051,1.094315458488415,-0.38852233800425917,-0.38668382005358537,-1.6755519689394929,-0.6235147863757524,-1.2929485411213422,-1.2023283904313824,-1.132319225733811,-1.2887704580317396,-0.3211092215156171,-0.9151617116919584,-1.0234202116094526,1.6320601692764558,-1.921884029496888,-0.0006112646529960239,0.8028248220917055,-1.826108934968072,2.4107603857451236,-1.0911170471800584,-1.6979970924330727,0.07596426954902881,-1.6075259443572574,-0.5665834274239571,350.2597351074219,-0.0112869783339267,0.0360383933963211,0,0
2005-10-27,-0.9315565831040956,1.274214115526372,0.863983220882036,-1.0450664940132057,-0.42399997517133364,-1.2715721559460864,0.5292020758360879,0.7131211620114661,-0.3277793284793829,-0.1694970167016523,-1.959507677115311,-1.93431000078426,-0.8062505084219385,-0.8793840183974708,-1.2439814894983876,-2.022624023323954,-1.0017772286931492,1.094315458488415,-0.6159226106942157,-0.41393296792215695,-0.7181997567143873,-0.8472226273885123,-1.2888340415870727,-1.1978217536042766,-1.5402332869370843,-1.2770562505748704,-0.428167629732776,-0.31703302548379836,-0.8661161803823543,1.1845810105442427,-1.944584149256219,-0.07106235888815901,-0.6490818902939764,-1.7999538981618923,-0.29153202682099655,-1.0929698079590662,-1.6979970924330727,-0.7025783237571566,-0.613442904264391,-1.6156398326803543,345.2567443847656,-0.0143866526857906,0.0976148331672191,0,0
2005-10-28,0.06083333877521306,1.3883023265174064,0.4960971208919197,-1.1155418474576806,-0.31736315009494215,-1.443858165774462,-0.4324547300597829,1.4216761250456875,-0.3572247485421595,-0.2624698545761767,-2.014706947414726,-2.0158175993441896,-0.6219223801685739,-0.5202282267200056,-1.2439814894983876,2.4104614147423518,-0.9241635531292913,1.094315458488415,-1.0316172552573635,-0.4417542087794498,-2.8899589401106525,-1.0248598268341913,-1.3106497401060293,-1.1956053770545012,-1.5368684879129122,-1.2332148674837584,-0.5570008654389274,-1.6315343141275562,-1.0025439149657973,-0.7990902050104276,-1.9678736451533634,-0.06733908805006325,0.1763771772082139,-1.3443016497344804,-0.5664071652492104,-1.0959152339975582,-1.6979970924330727,-2.4421261521824538,-0.7697886207640736,-0.602708734568186,357.22833251953125,0.0340868373362504,0.1430921930737761,1,2
2005-10-31,-1.0444758675788313,1.7305669594905095,0.9271302218334029,-1.1665249152604433,-0.19912043353564393,-0.3610238921933341,-0.45217059486916006,-1.4125437270911976,-0.37987927349140055,-0.05989816422358604,-1.6443432125526822,-1.2768752546932567,-0.8452792630914526,-1.0755287242967304,-1.2439814894983876,-0.2925274173037198,-1.063561102760695,1.1601818216721904,-1.152882561119405,-0.43753019830847134,0.010238412342522868,-0.8664617358198052,-0.8607802843089334,-1.2015157145205684,0.2923598464425149,-1.2414496697585944,-0.2997464752695443,-0.8110287379723258,-0.9250833964145473,0.6500754642545414,-1.3153305493802239,0.2526888872462688,-0.7668190733175855,-0.753686706140342,-1.6159149298715958,-1.094932282466721,-1.6979970924330727,-0.38180899141545,1.7315319216917568,-0.7606907581497507,367.2344055175781,0.0276251870797883,0.1051854567800552,1,2
