Date,volume_lag_20,volume_momentum,obv,dist_sma_200,rolling_var_20,return_lag_10,high_low_range,dist_sma_5,month_sin,volume_change,volume_lag_1,vma_20,dist_sma_10,roc_5,rsi,dist_sma_100,rolling_var_5,roc_20,day_of_week,price_diff_pct,momentum_10,volume_ratio_5,return_lag_5,volume_lag_5,return_lag_1,day_of_week_sin,volume_lag_3,macd_hist,macd,rolling_vol_20,volume_ratio_20,High,price_diff,volume_ratio_10,volume_change_ratio,volume_lag_10,trading_day_number,rolling_vol_10,return_lag_20,day_of_month,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.46524464648268987,-0.37910956647223093,-2.146518808963891,-0.5280659182442301,-0.42062099657512025,0.6986045628260195,0.685331332767125,-2.2551517377879486,-1.2439814894983876,-0.10500804772035038,-0.38581584580724654,-0.5615298397419302,-2.40585265503707,-1.7561129243360156,-1.960418463332788,-1.1491547061115879,-0.3703974889002762,-1.9819193710714014,-0.7039887640569764,-1.1814567556538171,-0.27310234019327795,0.033532207915202304,-1.2381190080539752,-0.39501058556353236,-1.5899535235517637,0.8324777605674285,-0.5911226810292589,-0.1690390309319396,-0.2545489701587505,0.1745326636682937,-0.18810828741634905,-0.9577172242939646,-0.13691237872439263,-0.09880869335838807,-0.41331797710271706,-0.6065097754856952,-1.6979970924330727,-0.3012470391616635,-0.11676963397911,0.24742021660706257,49.178104400634766,-0.0762029045172809,-0.1386085835323794,0,0
2005-10-19,-0.5411001477075563,-0.192064588417391,-2.1534166385337126,-0.7891951955710252,-0.41828063310721264,0.268804532993365,1.6239385559810666,-3.2218246380234232,-1.2439814894983876,0.3277044161293318,-0.44887267463789643,-0.5448865166994633,-3.3527484651543498,-3.0660605367158467,-2.271081351474105,-1.4999945183503824,-0.3609768768982773,-2.3826964055872906,0.004566198977244899,-2.8059096996492365,-0.37359847245277217,0.8195372716207553,0.7855640125900675,-0.4670897309850627,-1.1873038698792366,1.2086458896046435,-0.4185878918129036,-0.2319106016903864,-0.28948167411278897,0.41047510294349776,0.4506322803978206,-0.962666017729391,-0.3058339135811324,0.694625701966393,0.3532207270349523,-0.3371217864492741,-1.6979970924330727,0.0413503885914028,-0.3389451888619684,0.361508427598097,46.684200286865234,-0.0520427081257087,-0.1029908770547225,0,0
2005-10-20,-0.4114200879149868,0.47752768154623715,-2.163707814531276,-0.9557920337953486,-0.4141488499002624,-0.3619953026706767,2.8932441572853116,-3.2218246380234232,-1.2439814894983876,0.5375037855992977,-0.2660921679949586,-0.5134303932807165,-3.3527484651543498,-3.0660605367158467,-2.2845989279732777,-1.7233224253384831,-0.35570431206274916,-2.4555076722315494,0.7131211620114661,-1.949776491003433,-0.41781644119567496,1.3534376855108936,-0.8275523162595299,-0.6066975169054499,-2.902672299401012,0.1546462138481672,-0.3881157289751664,-0.2884961309574147,-0.3266170874872571,0.45431813506995405,1.4162895483815985,-0.9659372545019184,-0.19984344396034792,1.6815769967155505,0.41162962066442227,-0.3919969912731135,-1.6979970924330727,0.07269364563441288,-1.531797007884479,0.47559663858913137,48.52181243896485,0.0386076540410727,-0.0809803045076574,1,2
2005-10-21,-0.07032014998570513,0.8701322419224844,-2.155276426986639,-0.8319346853729999,-0.41092844154396746,-0.874814652710735,1.2888676853598966,-1.3049674339179322,-1.2439814894983876,-0.25292224535263175,0.035881850005794046,-0.5137306568059257,-2.651231215179168,-2.5308279018815876,-1.9615343962435576,-1.552885845423728,-0.3667589813027068,-1.752849701190455,1.4216761250456875,1.453359861540251,-0.34345008839902696,0.43976916266296484,-1.365682099442406,-0.42692060169927193,-1.9889358632887295,-1.5358380131821974,-0.452648414163167,-0.27762104659849524,-0.3440860773225755,0.3692142937155244,0.8999197236011518,-0.9707182884314324,0.12806292898183635,0.8944603257952704,-0.4432700049205474,-0.4428439230618882,-1.6979970924330727,0.5983688098995278,-3.0617607630657813,0.5896848495801658,47.03422546386719,-0.0311378997908752,-0.1034585248733819,0,0
2005-10-24,-0.3863635080505286,0.9025022679839668,-2.1609915514438143,-0.9315341584836939,-0.40724136020502605,-0.42751383361655726,0.43655716530806654,-1.309021330397755,-1.2439814894983876,-0.43128209700744347,-0.11120960981543807,-0.5135076457291325,-2.7549429523398943,-2.386120619723184,-2.286497705551137,-1.6841470692384695,-0.3748694145397411,-1.9514415449775329,-1.4125437270911976,-1.192123817760617,-0.36254398026704643,-0.49358087391722033,-1.5967539262631536,-0.39516937367441723,1.4394526115440451,-0.6905958996670153,-0.26558989706947767,-0.27032023567088076,-0.3620452105997851,0.38169128263168434,0.024971904244105322,-0.9699633930526245,-0.12366277587154022,-0.10943870377643311,-0.6562279201859317,-0.5833197878201585,-1.6979970924330727,0.5801284165594173,0.009030489171350744,0.9319494825532689,46.202911376953125,-0.0178327251395871,-0.0379196540992936,0,0
2005-10-25,-0.6175016611241337,1.0262203410917599,-2.163707814531276,-0.9857132561965127,-0.4043026653393434,-1.240737340880702,0.634267457146167,-0.968565096377515,-1.2439814894983876,0.2004353200937357,-0.3596328184293633,-0.4909542100817692,-2.6257940487575997,-2.2021224270884128,-2.292839087817855,-1.7528386007142203,-0.38335343831053637,-2.3055923060067736,-0.7039887640569764,-0.7015905702881695,-0.3374199910121828,-0.22128790957495087,-1.1924386261977338,-0.4624108101740563,-1.1983179082068631,0.8324777605674285,0.043451876834732804,-0.255921830828584,-0.37700666057061444,0.18441936791715968,0.3478517854769849,-0.9722280919877899,-0.07398131348843737,0.23449892297809416,0.04817252103355072,-0.4049648596513349,-1.6979970924330727,0.5813819319475342,1.5881940953520137,1.0460376935443032,44.36529922485352,-0.0405851980396239,-0.0009472098721742,0,0
2005-10-26,-0.49590295278509694,1.1589685482381675,-2.163707814531276,-1.1073509933585024,-0.4010838556728793,0.7886146846848516,0.650237000357183,-1.6079015677243147,-1.2439814894983876,0.44869633881275556,-0.24915782196094147,-0.45688764459900183,-2.8101426062082893,-1.6861215377169765,-2.292839087817855,-1.912189890658945,-0.38222293490533155,-2.5469877072947154,0.004566198977244899,-1.536484270213122,-0.4087720398855771,0.41903893502289824,-2.914903044033554,-0.2675005354469362,-0.6951174097224906,1.2086458896046435,-0.10708228491291853,-0.2511187307120912,-0.39432051612458957,0.19824119444587526,1.0709385808220762,-0.9747444269821385,-0.15016053766769072,0.8767264505814758,0.28656709788541895,-0.4818321963700923,-1.6979970924330727,0.3234927750579989,0.06116145122386518,1.1601259045353376,43.0527229309082,-0.0300321355786437,0.0396379881674498,0,0
2005-10-27,-0.6695181340196255,1.4229685382061954,-2.163707814531276,-1.1939980416556204,-0.39821611483128055,-0.8290205160996933,0.4657014890421713,-2.054802400853012,-1.2439814894983876,1.3748366694611411,0.002361938508185973,-0.3538598304322796,-2.766903934468544,-1.3579389980462593,-2.292839087817855,-2.0230124572143464,-0.37804043899444867,-2.740364498873668,0.7131211620114661,-1.1516048708878914,-0.40977686627334164,1.9658930915210113,-1.9973867417647182,0.054513227891393755,-1.5556138710705036,0.1546462138481672,-0.36131988315831404,-0.2447184441057565,-0.410738401543916,0.16740982182636,2.938088179031284,-0.9791060717459278,-0.11041403936441989,2.3404364494235934,0.8841450688944062,-0.630714076505385,-1.6979970924330727,0.3112660178153076,0.19360898270022964,1.274214115526372,43.75276947021485,0.0161294336753482,0.0819171931529709,1,2
2005-10-28,0.19567002930444427,1.3538602803434547,-2.163707814531276,-1.145759584848123,-0.39598133853808004,-1.368657778644779,-0.22457636956122698,-0.8810072635578605,-1.2439814894983876,-1.9806691348572225,0.7800506684025139,-0.3881424625297619,-1.8963719924520959,-1.6930162031786755,-2.2922598643491865,-1.948834365783326,-0.3812565571988796,-2.460513366507052,1.4216761250456875,0.580517980436275,-0.3464643923222803,-0.8791009418743223,1.4451839951026921,-0.10233958628630031,-1.1564980059970713,-1.5358380131821974,-0.24825919963759682,-0.20924541452459844,-0.4165240509326665,0.22818890234383077,-0.1978945609180706,-0.9791899546985694,0.04194643046746505,-0.5722191824530963,-1.0729749335675771,-0.4389946465010858,-1.6979970924330727,0.5459666659052418,-1.3658370489565508,1.3883023265174064,45.28409576416016,0.034400970983213,0.0815798495816025,1,2
2005-10-31,-0.4637055475640394,1.2831075155854794,-2.163707814531276,-1.0403629341528275,-0.39569758655648984,-1.600376914016375,0.6085120804801827,0.5070475789733963,-1.2439814894983876,-0.1290525152980005,-0.3486272424069606,-0.38816081843222816,-0.7563751678939841,-0.6946244237403831,-1.8968034059058336,-1.7991048055707997,-0.38345789626320814,-2.300598146789209,-1.4125437270911976,1.2885162064916618,-0.25802845483647474,-1.0713364289979992,-1.2034982264500864,-0.3672487756131572,0.5893283561680289,-0.6905958996670153,0.00914742581303226,-0.14540969281223204,-0.409889417574213,0.3583226084972217,-0.4244642041192817,-0.9770930088699455,0.1048763405757763,-0.7616652852111406,-0.43402339267511547,-0.40513419599841477,-1.6979970924330727,0.8469891805408516,0.22718229738926796,1.7305669594905095,46.1591682434082,0.0191397190875322,0.0115277342341563,1,2
