Date,volume_ratio_5,vma_10,vma_5,day_of_week_sin,dist_sma_10,return_lag_20,rolling_vol_10,return_lag_10,day_of_week,rolling_vol_5,month_sin,dist_sma_100,volume_lag_3,dist_sma_200,roc_20,momentum_20,day_of_month,roc_10,dist_sma_50,volume_lag_20,High,high_low_range,open_close_diff,momentum_10,volume_momentum,vma_20,dist_sma_5,obv,Volume,return_lag_3,price_diff_pct,price_diff,volume_lag_10,volume_change_ratio,volume_lag_1,volume_change,volume_lag_5,return_lag_1,macd,volume_ratio_10,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,0.11865132377504105,-0.2925436564224529,-0.4055182583109057,0.8324777605674285,-0.5855829108329706,-0.20062206538111446,0.21574177376997877,1.5441637561879604,-0.7039887640569764,-0.21720936497055915,-1.2439814894983876,0.4737933661596049,-0.2306658908625834,0.853398979008693,-0.38219531723390865,-0.2683190432560337,0.24742021660706257,-1.2768738567711058,0.06834323899522934,-0.4381171197681481,-0.9427884428796839,-0.12583517063102845,0.08896628515988808,-0.3889778552349255,-1.184727272895444,0.3484059098446316,-0.0726574045753755,-1.7501512870711025,-0.2623319982839781,-1.2724426356962348,-0.018537669533307537,-0.03917864770078396,0.21215036991328182,-0.6590599605119243,0.19433187684313824,-0.5130573386840079,0.22753817660225406,0.812428210129407,-0.24895445129368968,-0.1229546047633725,110.04540252685548,-0.040940549284823,-0.0483777287282146,0,0
2005-10-19,0.1616136212822946,-0.26749576025140476,-0.2182932810158899,1.2086458896046435,-1.764418298621312,-0.9227959623709429,0.6240087738463564,-0.6581428179075804,0.004566198977244899,0.6717799815605753,-1.2439814894983876,-0.0891790531982668,-0.4484917640917872,0.40524698269503695,-0.7557667987418143,-0.3367971957249658,0.361508427598097,-1.8509818529073472,-0.638072596400486,-0.5797944361545204,-0.9427884428796839,1.3119688988199658,-2.079811226379541,-0.4991134104657716,-0.9044679459965727,0.3856816571055807,-1.7268274913420085,-1.7501512870711025,-0.07982179467048335,-0.7301831867750868,-2.4980872789523065,-0.5351149293472246,-0.26491739755447746,0.018111985150322783,-0.2648671300641906,0.2179562183488095,-0.8455729540191748,-0.01067436860928635,-0.29463265753037426,0.1633381102769492,110.01283264160156,-0.0002960115122872,-0.0200573791588482,0,1
2005-10-20,-0.05134273651301948,-0.19999643821244448,-0.2041372945315288,0.1546462138481672,-1.5288353605605436,-1.3501186582363867,0.6034766992460003,-1.1887072557051674,0.7131211620114661,0.6546300871824741,-1.2439814894983876,-0.1154990492754862,0.19677345247285297,0.3926952650418909,-0.4655694260538274,-0.28261620945051247,0.47559663858913137,-1.512617484311052,-0.6560499753164368,-0.09734408165316887,-0.9427884428796839,1.7761133277057266,-1.0917970401846684,-0.42815795544362156,-0.8755816490876882,0.3805615371952102,-1.3265433445834443,-1.7501512870711025,-0.17275791744841815,0.8128564128759034,-0.07127469763432902,-0.04957802085753789,-0.6799551525023353,-0.3319933845389621,-0.08236890290166053,-0.09580824108332771,-0.23011436649131348,-2.54588719401705,-0.3310645265290234,-0.08324979208553449,111.74141693115234,0.015590405192414,-0.038379301980812,1,2
2005-10-21,0.7562505370984929,-0.15171143466708922,0.019456537966710846,-1.5358380131821974,-0.8815394200925322,-2.328099831562654,0.4931042952974273,-1.9769099989043735,1.4216761250456875,0.8995824281265504,-1.2439814894983876,0.05919317708320316,-0.2622608306551254,0.5459169357146173,0.29374501802555303,-0.14942623546240685,0.5896848495801658,-0.6155666097328618,-0.41628851780289194,0.3696537256361377,-0.9427884428796839,1.047091021765775,2.2795342355612216,-0.253427069572492,-0.5105122018708959,0.3891167923636801,-0.32695747276055526,-1.7501512870711025,0.46692681101638617,-0.010999411865989885,0.904411617033796,0.1376885756600365,0.11167017774576592,0.5645397388057718,-0.17529892714430656,0.7387296101575253,-0.4479315958599309,-0.06351434199288816,-0.3471330475503662,0.8963444267245244,109.06695556640624,-0.0242254596655164,-0.0830386726258565,0,0
2005-10-24,-1.1552636032776682,-0.2715737372083104,-0.2041859437793979,-0.6905958996670153,-1.4955925850828882,1.8233720723608113,0.22395657867877136,1.7010824198150718,-1.4125437270911976,0.8547802304929669,-1.2439814894983876,-0.26809571636269386,-0.07982806922150758,0.2815866877193155,-0.49211601298211305,-0.2871313356454126,0.9319494825532689,-1.6162747275640912,-0.8295792009411492,1.8736266035601972,-0.9427884428796839,0.5066792474511589,-1.6208678244512198,-0.4472207407087566,-0.6756554570065443,0.1983148444471497,-1.1344224891965484,-1.7501512870711025,-0.7188708618974772,-2.5485322870188605,-1.5119855793911494,-0.33049495181739763,0.1857014608925424,-1.1807439973499971,0.4643438247480562,-1.340700914022009,0.19730801501108558,0.9067515708437682,-0.37882513917631544,-0.9444904901276382,109.23001098632812,0.0014938865419981,-0.0349952160978072,1,1
2005-10-25,0.1268926204830263,-0.30685329607505624,-0.1491641167620742,0.8324777605674285,-1.1729086953664483,2.2091921582875225,0.23015269061697952,-0.010273993783604479,-0.7039887640569764,0.8672485399901013,-1.2439814894983876,-0.2683131817624362,-0.17272475762374864,0.28638739437835775,-0.9745103243030032,-0.3781833588743525,1.0460376935443032,-1.598896486875815,-0.8006210955299814,0.34642421266847373,-0.9427884428796839,0.03673154041122108,-0.2857044552872763,-0.4440450135587831,-0.5417263909151354,0.17078604814187848,-0.5003099963240935,-1.7501512870711025,-0.03702941537824657,-0.06388774070344214,0.037881155995830605,-0.028776840803526927,0.23469264584924984,1.3197458663666286,-0.7213760352687609,0.786750870869433,-0.2617080525197789,-1.525009925776712,-0.4019286463200322,0.2967269347421435,107.86016845703124,-0.0126201997154568,-0.0150424502404889,0,0
2005-10-26,-0.3517768250470396,-0.2371862277293088,-0.2089924579806932,1.2086458896046435,-1.3491649244848563,1.5851997031849434,0.23994432180010267,-0.5573353923840688,0.004566198977244899,0.024210455697585998,-1.2439814894983876,-0.4440225788688681,0.4666885417438026,0.14730866105569704,-1.4930125742221587,-0.4805232856012676,1.1601259045353376,-1.677661844673745,-1.000855603217802,1.9560434803891296,-0.9427884428796839,0.12128519998481968,-0.5964687311041923,-0.4567531242078293,-0.43261335250513583,0.0034815991513951912,-0.9862994093377873,-1.7501512870711025,-0.32480602253475016,0.9072660917434349,-0.8175772239855994,-0.1917725545608435,-0.8499672911461374,-0.5447590971430407,-0.03957933167616253,-0.31775354729758254,-0.07928253046196544,0.04580402109724497,-0.42909730594874035,-0.29659746913421847,105.87061309814452,-0.0186179343342512,-0.0024222505250321,0,0
2005-10-27,1.3355776742003282,-0.09797228223029482,0.03142504014720359,0.1546462138481672,-1.7493394526974515,1.2090740429753035,0.2267420858489212,-1.275822955127177,0.7131211620114661,0.14341261836317534,-1.2439814894983876,-0.6877369528836098,-0.7186059770731101,-0.049650944715358615,-1.990666335490651,-0.5821084323537679,1.274214115526372,-1.6509365600270753,-1.2835256661801686,2.02552727567492,-0.9427884428796839,1.4125228269805226,-1.3131209543999678,-0.4461622475643077,0.19312161638505485,-0.08370271187780652,-1.6006199454494572,-1.7501512870711025,0.8117001829140901,-1.526720783190003,-1.1774617578384972,-0.25766770109361775,-0.22788514725423664,1.3817327979393124,-0.32733705472451136,1.3046653559791923,-0.17217553249760745,-0.8162164735805923,-0.4636115292040429,1.3466699849908643,102.83736419677734,-0.0290689654526303,0.0294452301978086,0,0
2005-10-28,0.14402098779182243,-0.03301626092620175,-0.07338700917078611,-1.5358380131821974,-2.4562401712878024,0.2072280336270846,0.3840530859800608,-0.7314310865341336,1.4216761250456875,-0.3414517294868695,-1.2439814894983876,-1.048692556730873,-0.037053847462761524,-0.3439860984948206,-2.399763616956112,-0.6633778875187815,1.3883023265174064,-1.97813521199939,-1.7136647275796626,1.1920087683132776,-0.9427884428796839,1.2693471154665639,-0.5122135865122128,-0.5033483739100736,0.12374047527353135,-0.16771685396304145,-2.2919340234512906,-1.7501512870711025,0.03774394466861892,0.04553066291894174,-1.7994248295430122,-0.3686454566494929,-0.4480465224760739,-0.7505640514071683,0.8090945723688665,-0.8715670293433255,0.4672123933946313,-1.1825292527949542,-0.5110160663181936,0.05222510407878513,105.31614685058594,0.0238179968625328,0.0733599103538048,1,2
2005-10-31,-0.16953668835285465,-0.058719354070585934,0.10325352917357025,-0.6905958996670153,-1.2988542766042146,-1.4447662151108,0.5753427745829024,0.817676471920259,-1.4125437270911976,0.6289024470146803,-1.2439814894983876,-0.7791213940163836,-0.324708346116099,-0.1181809749088011,-1.8220005954177512,-0.5437318839437827,1.7305669594905095,-1.799970831340241,-1.325540581145083,-0.14457599828494103,-0.9427884428796839,0.040710637154571655,0.9368715356997368,-0.47475469144562493,0.4815898519248442,-0.15608168566313693,-0.5777897060049625,-1.7501512870711025,0.00443426430838435,-0.8172786927211433,1.4158460235851498,0.2174584767836511,0.2041371476988867,-0.26046560064414276,0.035189121688981424,-0.0278869922572868,-0.7180350900521367,-1.8208279602157178,-0.528219204257943,0.03161744319113547,107.5992202758789,0.0214466523993164,0.0659119393640485,1,2
2005-11-02,-0.306929887996454,-0.0352003656331118,0.09123968400477213,1.2086458896046435,-0.2668757551387222,1.5574274885508617,0.822798867920079,-0.00941914213462893,0.004566198977244899,1.0433532300149078,-0.7220636890788037,-0.5313709557727211,0.8113156204427995,0.08761787840293905,-1.878333030881053,-0.5625450564404075,-1.5779911592494877,-1.4134447832032275,-0.974949191104018,0.21851211908615087,-0.9427884428796839,-0.450709039521315,0.7279545518418745,-0.4027442113117938,0.4998039440636986,-0.17790662400966137,0.8227316501935037,-1.7501512870711025,-0.08622353512835146,-1.183926695811595,1.2680092754580874,0.19664837301447627,-0.25981884407205164,-0.3230250185346992,0.0018816271339543696,-0.09321297360988515,-0.03651000608840183,1.4092532923233974,-0.5229759567872581,-0.13318651717432362,107.5992202758789,0.0,0.0218866171926083,0,1
