Date,volume_lag_1,volume_ratio_20,day_of_week_sin,atr,dist_sma_200,volume_lag_5,dist_sma_20,roc_10,dist_sma_10,month_cos,day_of_month,return_lag_10,price_diff,log_return,volume_momentum,bb_pct,dist_sma_100,dist_sma_5,momentum_20,open_close_diff,rolling_vol_5,vma_10,volume_change_ratio,return_lag_5,return_lag_20,bb_width,high_low_range,rolling_var_20,vma_20,momentum_10,rolling_var_10,Volume,return_lag_1,atr_pct,volume_ratio_5,return_lag_3,volume_change,volume_lag_20,volume_ratio_10,momentum_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.7309273209523207,-0.534800197005573,0.8324777605674285,-1.170803276368661,0.14912374309035234,0.22850972166680508,-0.525258696628588,-0.38970925876548074,-1.5368730334370315,0.691274609705019,0.24742021660706257,1.2038038832798668,-0.6986223537940851,-1.3180783236185438,-0.8929532201445861,-0.5596035500778423,-0.024518267705017253,-1.6995770477549537,-0.17195116501022992,-1.7611463603924864,-0.1824432753679449,0.9944188011457974,0.7608705497985598,0.8257793520203541,-0.38533668984460934,0.2259356398910116,0.8613406129493043,-0.6031261000716596,0.7765265578117185,-0.20724084105467874,-0.6137535601385291,-0.13928196889878247,-0.4840350800714056,0.3724909079749576,-0.07829686380725343,-1.3260837308189188,0.5861862611756609,-0.4822072936178773,-0.7329552170176299,-0.7534262544909682,32.12062072753906,-0.0134847871399002,0.0103931133046883,0,0
2005-10-19,-0.14254601063401257,0.533352328333308,1.2086458896046435,-1.3086348581102325,0.06570811631897881,0.3898831723903468,-0.7959281511411594,-1.5195324934262666,-1.6978151811957716,0.691274609705019,0.361508427598097,2.8421862631846877,-0.3838978697189046,-0.7315410688447168,-0.7184569277853733,-0.817972217956695,-0.1443892501256335,-1.573472513736386,-0.195932969187092,-0.7014952119424845,-0.8280099459092704,0.7170194452170624,1.0075392958800853,0.61259917359967,-0.5158168529043292,0.26757043074562337,0.19834011526020873,-0.5939856861111714,0.8551799420802817,-0.8295905788702294,-0.5333728010392232,1.0817714788568065,-1.3164047504354524,0.2613016640666629,1.547129026640046,-0.4814583561074039,1.2137710414447198,0.24196056199385485,0.6024783425564001,-1.0831504977676885,32.155517578125,0.0010858416493147,0.0225518371341692,1,1
2005-10-20,1.0777961282908415,-0.10130998229761481,0.1546462138481672,-1.2009722383624495,0.07271960171314228,0.120573333245816,-0.7584609597956072,-1.6387799256639561,-1.3696100494931707,0.691274609705019,0.47559663858913137,0.43461305550414786,0.016008620883478254,0.04593483108772967,-0.6720723424481391,-0.7712415230059306,-0.13906307659511916,-0.9805490735408096,-0.14383688670468314,-1.1473663666155174,-0.7098787541905869,0.5331426026078071,-0.5962958547424067,-1.326182719577541,-0.40581392514190445,0.29490276667561266,0.9618463365345127,-0.587869947745552,0.9230513890666879,-0.9015328620697015,-0.5476632455244504,0.4091805222467845,-0.7309726072528042,0.37086206644506897,0.4382215608168895,-0.485591050168141,-0.6656652362728949,-0.3201665235072146,0.049579552757404825,-0.7380494749532227,33.616329193115234,0.044427880998631,0.0132020637923602,1,2
2005-10-21,0.4055969808090673,0.012264661826086858,-1.5358380131821974,-1.0755629579976718,0.35088585869050815,-0.13318598474112847,0.1392702784527386,-0.297459964481532,0.12257598317581149,0.691274609705019,0.5896848495801658,-1.8977615972472213,1.2267702046478568,2.358627820216642,-0.5038102814155788,0.12788257453071272,0.2479651725362976,1.2883015245674891,0.4233938324573208,2.333282244363634,0.9033302265108145,0.3859347953214712,-0.0959564198788884,-0.48098884121009366,-2.589499246255293,0.1075338870205152,0.8519944457234829,-0.6285063141615673,1.0064346331243863,-0.16287248186123326,-0.5585231812564928,0.5833990392439674,0.04503842813457803,0.3920879893622945,0.4444691280352274,-1.319082684030805,0.17479057546411061,-0.3127558737146335,0.34946218466554996,-0.04957804558483263,32.508724212646484,-0.0335034461805825,-0.0769558484188433,0,0
2005-10-24,0.5797140090713833,-0.8279929387703823,-0.6905958996670153,-0.9637594374001787,0.1349763458549647,-0.7266490049438311,-0.6473244994159926,-0.7822580226205939,-0.84684307287695,0.691274609705019,0.9319494825532689,-0.3021637243450777,-0.9541035912580201,-1.7997190574717885,-0.4289693746623211,-0.7882949447403441,-0.055497341000390034,-0.15867436221904388,0.18442825362597567,-2.666677455080685,1.272968233113195,0.2079317534550599,-0.8740071899083287,-0.4851243169202492,0.24945009573576157,-0.05993850687749688,1.2122201504234946,-0.6622011091633156,1.0549409499562454,-0.41708736117130446,-0.5397433042530004,-0.374699096331412,2.353374006360223,0.5891089484403249,-0.8950575235122575,-0.7328614281270255,-0.9490302378852604,-0.9014298927707316,-0.6268217861141676,-0.3673389182521979,32.89682388305664,0.0118676239772251,-0.0221071247753601,1,2
2005-10-25,-0.3778259988759238,-0.9257759301263023,0.8324777605674285,-1.0820699732836916,0.206969601468162,-0.13811942478452324,-0.39709577877337304,-0.8475777880083478,-0.3112317454439345,0.691274609705019,1.0460376935443032,0.8218871684947597,0.3159174346470219,0.6212412258586006,-0.5443939643900073,-0.4938510502039536,0.042130972347647,0.33737622168724896,-0.005751634434832863,0.7298337687554403,1.1386685750017809,0.0948014918897117,-0.3578613572948059,-1.3191769604982582,2.3222682424706607,-0.0777676982116179,0.08119877947029044,-0.6655280013439533,1.0663406251019882,-0.4578566131112813,-0.5829928259742829,-0.4861190869081289,-1.7971380112280637,0.43807575034714225,-0.9839995343737945,0.044195604113951646,-0.10870476939043254,-0.6107848745834751,-0.701945135175522,0.10075840701697215,32.85322952270508,-0.0013260633104193,-0.0202190246003758,0,1
2005-10-26,-0.4891810831839074,-1.1384291925744712,1.2086458896046435,-1.1459578712704035,0.19498609755625992,1.0825302356943478,-0.42774423209074347,-1.067171473213024,-0.16027023240390859,0.691274609705019,1.1601259045353376,0.6091858526909096,-0.05063922177770195,-0.08276229010368617,-1.085531818880315,-0.5315040019505537,0.02599038278103807,0.0425672742553349,-0.0545340701496057,-0.037400353951951765,1.0328640020115345,-0.08490951837818597,-0.5647144914941513,-0.7325611285645074,0.3367675064566478,-0.0800661087273025,-0.5489440696077003,-0.665952294097335,1.026072034911727,-0.5813665190077126,-0.6878579108145555,-0.7446611672100083,0.619260871698316,0.3762625752219133,-1.043793465083414,2.3556426223085656,-0.25472299332183057,-0.31050864328865874,-0.9428501178201234,0.2545202244453405,32.58285140991211,-0.0082639316924941,-0.0188929612899563,0,1
2005-10-27,-0.7475725531540497,0.8001041824637802,0.1546462138481672,-1.13945125715672,0.13963382557694157,0.41016169659701845,-0.6127485554010859,-0.7916343853075998,-0.29540574146418125,0.691274609705019,1.274214115526372,-1.325240991261202,-0.24320406655837662,-0.4529608273115725,-0.7761256606948731,-0.7592983352437026,-0.05108153731329038,-0.5049248454519378,-0.04047946270687088,-0.31569812795683205,1.0878675283888464,0.14579984148449898,3.7305039447020554,0.04501892817576084,-0.5783122134752698,-0.0896036770493118,1.0395724982530512,-0.6677358689090261,1.1092131538873633,-0.4230834256017408,-0.7237165535242737,1.5747332145407205,-0.0834162111356599,0.4027705044049442,2.0898670635031045,-1.8004639323587435,2.303871058054893,0.6910612028364854,1.7624462702479433,0.13492238604631046,31.12639236450196,-0.0457300312125725,0.0094575605537134,0,0
2005-10-28,1.5704706955166907,-0.41743502364885027,-1.5358380131821974,-1.0820703744560278,-0.14281185743821878,0.5843226016848608,-1.5364252655858743,-1.40834100918278,-1.5246854110227195,0.691274609705019,1.3883023265174064,-0.481945655972786,-1.2503198243142442,-2.4521188501206272,-0.6990058835832179,-1.6792697238834142,-0.44165000409266875,-2.0090542056052416,-0.3778435689161786,-1.912712843996432,0.628862136060232,0.16020918794390718,-0.9813200708953467,2.3580217439105406,0.5165226479834665,0.11289985151285659,1.1179796628146432,-0.6272906451001481,0.6998625229503089,-0.7420528635701094,-0.6679546260016492,-0.043457598016646844,-0.4529172467080131,0.5774958848169711,-0.056241874851075235,0.6191920506774427,-1.604170200232783,4.407826289744341,-0.20306194364567204,-1.0079792824922413,31.797935485839844,0.0213452774629005,0.0908683257167467,1,2
2005-10-31,-0.04677746099486459,-1.1384095991640193,-0.6905958996670153,-1.0471691835896209,-0.016592924781271737,-0.3734587026840685,-1.0662779222755272,-0.9062405795298162,-0.6829963020715377,0.691274609705019,1.7305669594905095,-0.486071842241798,0.556592719116968,1.1269604559358641,-0.8225463838667115,-1.1379352741748412,-0.2608366632674106,-0.7414327624646183,-0.17608653252181589,-0.6206078925225442,0.826186462197231,0.14500400868223892,-0.9637576305411092,-1.8008822187455829,-0.6579100973112146,0.17158789456797718,0.31565942486217563,-0.6147856559869169,0.6584639295927985,-0.4758479533923193,-0.6768999833035335,-0.8239153767389353,-2.448308598797309,0.5595093938428585,-1.1908617686019494,-0.08443218108125276,-0.7727227272001961,-0.3782727548354074,-1.1359411679498181,-0.3109608804174316,32.23836135864258,0.0137557241522095,0.0531430245466328,1,2
